"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334";"4566.18334"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";"0"
"5am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 882.7024";"   0.0000";"   0.0000";" 966.9235";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1379.3952";"   0.0000";"0";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";" 675.1179";"0";"   0.0000";"   0.0000";"0";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"6am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1089.0510";"   0.0000";"   0.0000";"1084.5734";" 628.7839";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1523.8228";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";" 741.0446";"   0.0000";" 776.4654";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"7am";"1671.6848";"1246.9589";" 816.2843";"   0.0000";"1441.6537";"   0.0000";"   0.0000";"   0.0000";"1759.5920";"1029.9469";"   0.0000";"2104.8023";"1469.1419";"   0.0000";"   0.0000";"   0.0000";" 858.3240";"1858.6198";"   0.0000";"   0.0000";" 912.5011";"   0.0000";" 642.1484";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1250.0034";"   0.0000";"1710.2782";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 674.1187";"   0.0000";"   0.0000";" 608.2782"
"8am";"3958.7656";"2019.8312";"1326.1865";" 726.5017";"2184.2640";" 800.5461";" 584.3272";" 695.4663";"2693.8186";"1866.6827";"1174.4616";"2499.9408";"2489.4422";"   0.0000";" 621.5979";"   0.0000";"1276.5276";"2262.5547";"   0.0000";"   0.0000";"1367.3604";"   0.0000";" 971.6019";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1616.0559";"   0.0000";"2032.1929";" 727.5118";"   0.0000";"   0.0000";"   0.0000";" 783.5966";" 712.2083";"1079.9733";"   0.0000";" 729.7996";" 936.6933"
"9am";"4334.1421";"2404.2226";"1452.3776";" 868.7118";"2177.4739";" 780.0818";" 630.9748";" 672.8237";"2651.2226";"1988.6228";"1223.2028";"2499.9408";"2732.7572";"   0.0000";" 621.5979";"   0.0000";"1276.5276";"2363.6419";"   0.0000";"   0.0000";"1514.7118";"   0.0000";"1098.7168";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1697.6355";"   0.0000";"1941.8346";" 811.6789";"   0.0000";"   0.0000";"   0.0000";" 869.8527";" 612.5433";"1079.9733";"   0.0000";" 777.2225";" 887.5115"
"10am";"4566.1833";"2311.1514";"1366.3018";" 849.6535";"2177.4739";" 780.0818";" 584.4725";" 649.7048";"2632.6226";"2010.0033";"1223.2028";"2458.5246";"2806.2875";"   0.0000";" 660.3007";"   0.0000";"1308.3393";"2363.6419";"   0.0000";"   0.0000";"1561.5525";"   0.0000";"1056.4106";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1673.0138";"   0.0000";"1916.6463";" 779.9091";"   0.0000";"   0.0000";"   0.0000";" 869.8527";" 612.5433";"1079.9733";"   0.0000";" 807.4055";" 887.5115"
"11am";"4515.3376";"2421.0542";" 999.1320";" 912.3800";"2122.8840";" 893.1014";"   0.0000";" 633.6412";"2547.8776";"1984.8239";"1346.6593";"2499.7330";"2762.1117";"   0.0000";" 579.7781";"   0.0000";"1201.4269";"2336.3813";"   0.0000";"   0.0000";"1547.2560";"   0.0000";" 938.2041";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1613.8098";"   0.0000";"1854.2523";" 779.9091";"   0.0000";"   0.0000";"   0.0000";" 722.7913";" 647.5623";"1030.0109";"   0.0000";" 759.9827";" 852.7150"
