"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657"
"4am";"35.75593";"39.12172";"42.17840";"42.68516";"47.61716";"55.44027";"47.60309";"57.81011";"58.36949";"42.31958";"46.95945";"51.21522";"49.71018";"54.48976";"48.37341";"56.87593";"57.30397";"45.97691"
"5am";"36.88412";"39.12172";"42.66080";"42.54429";"47.07971";"55.43582";"47.85482";"57.31932";"58.11671";"42.57875";"46.25843";"51.74208";"49.71018";"54.71060";"47.86821";"56.61685";"57.05515";"46.46909"
"6am";"36.22444";"40.14135";"43.18855";"41.95198";"46.13931";"54.27104";"47.22729";"57.38906";"57.71124";"42.88916";"45.13126";"51.41401";"49.84167";"58.12245";"46.40241";"57.22894";"55.46446";"44.68378"
"7am";"37.57624";"42.16238";"44.01505";"44.44066";"50.52251";"54.84142";"51.17705";"52.84244";"56.62401";"49.32433";"51.55258";"48.73396";"50.03393";"59.42203";"45.29264";"53.49920";"53.26861";"49.05614"
"8am";"41.25175";"47.32777";"39.96339";"46.28794";"59.83977";"47.12816";"48.38487";"54.35872";"50.59966";"49.67137";"49.97068";"48.62555";"53.16190";"55.32726";"52.73127";"53.02385";"56.46615";"48.43476"
"9am";"41.38799";"47.29010";"41.14294";"44.53441";"64.92170";"49.59156";"48.08381";"54.61567";"50.59128";"50.57263";"47.47478";"47.70165";"56.11338";"50.63227";"53.07079";"53.83991";"56.73012";"53.12403"
"10am";"42.23914";"44.04327";"43.79771";"48.33869";"64.22383";"45.63880";"46.11433";"53.55082";"53.38895";"49.65798";"46.20038";"51.53144";"53.92462";"49.84792";"49.32070";"58.83545";"55.11848";"53.77708"
"11am";"42.44497";"42.71322";"42.79930";"47.44865";"65.58312";"52.76495";"49.39081";"47.47601";"50.27950";"50.10903";"46.74639";"50.14784";"51.84130";"52.35127";"53.49700";"52.64418";"54.38842";"53.16381"
"12am";"39.32622";"45.55781";"43.79517";"45.27638";"54.83012";"54.97356";"49.35043";"52.32226";"51.66692";"45.77261";"51.62130";"51.03926";"49.20242";"56.28559";"53.14703";"54.33575";"53.63283";"47.09355"
"1pm";"39.78068";"44.90920";"42.39976";"45.27203";"56.89186";"51.47323";"46.95980";"50.98124";"51.31704";"46.95697";"54.82236";"51.28282";"53.74410";"56.23802";"51.29270";"50.04482";"55.49368";"49.09668"
"2pm";"40.06740";"44.48852";"42.24608";"44.42382";"54.80141";"51.09811";"48.97683";"52.24996";"50.52172";"46.47692";"54.39568";"51.58980";"53.06537";"56.50443";"47.47663";"50.60077";"55.98107";"51.09938"
"3pm";"40.96339";"44.70501";"41.76245";"40.46159";"54.23591";"49.13464";"49.13360";"54.07707";"51.21699";"47.24624";"47.19451";"51.44133";"54.31586";"57.16696";"51.02730";"55.24150";"52.79649";"54.44152"
"4pm";"40.31663";"48.09651";"42.16590";"43.55376";"48.52225";"49.53032";"49.36734";"55.38271";"49.32123";"49.30532";"48.88225";"52.64328";"52.84970";"56.83243";"52.33823";"54.94047";"51.22373";"50.09200"
"5pm";"40.86623";"43.11710";"41.99723";"44.57730";"46.94449";"55.71235";"49.24602";"53.20767";"56.04005";"44.58072";"45.13095";"52.87495";"48.94592";"59.27901";"48.93987";"55.99799";"51.98726";"47.03991"
"6pm";"35.55930";"39.81503";"40.51389";"44.44775";"43.36687";"60.41482";"49.65428";"53.06806";"59.97017";"44.80383";"49.13234";"51.26547";"49.98267";"53.46030";"50.85443";"58.12673";"55.26129";"46.51199"
"7pm";"36.81795";"43.16154";"43.15966";"42.08597";"43.48072";"56.29574";"50.23518";"55.55233";"56.13734";"42.34766";"49.10690";"51.15764";"50.31754";"54.85672";"52.73737";"56.79128";"53.56759";"46.17890"
"8pm";"37.91702";"42.61044";"42.67813";"41.04967";"43.11291";"55.26388";"51.15443";"55.59650";"54.71592";"41.82967";"48.53017";"50.99827";"51.45973";"55.30729";"51.41203";"56.01916";"54.65047";"46.72863"
"9pm";"39.19908";"40.89652";"43.51543";"40.56595";"44.04932";"55.84570";"50.44081";"56.16370";"54.65205";"39.09208";"47.96399";"52.48999";"51.64900";"54.45960";"50.72371";"57.36250";"55.57431";"47.36990"
"10pm";"40.14126";"39.18582";"43.62510";"39.97293";"42.57159";"54.65842";"49.99437";"55.30032";"56.54992";"39.82317";"47.83174";"51.45472";"52.01507";"54.64391";"50.32173";"57.94657";"57.28085";"46.41573"
"11pm";"40.07691";"37.60994";"44.21091";"40.60633";"41.53961";"54.98585";"49.86487";"55.78298";"57.10114";"40.44813";"48.39981";"51.82231";"51.78012";"55.27346";"50.32173";"57.76834";"56.54322";"44.00172"
"12pm";"37.57769";"39.54170";"43.40981";"40.24917";"42.14169";"54.68561";"49.22534";"56.91234";"57.43338";"41.51825";"47.89975";"51.22616";"51.47481";"55.81106";"49.98299";"56.88000";"57.88983";"43.74275"
"1am";"36.91631";"39.54170";"43.40981";"40.24917";"41.39917";"54.81684";"49.22534";"56.74945";"57.63864";"41.51825";"47.89975";"51.22616";"50.69834";"55.81106";"49.64878";"57.32485";"57.88983";"44.90571"
"2am";"36.68215";"39.73547";"43.40981";"40.24917";"40.95009";"54.81684";"49.22534";"56.74945";"57.63864";"41.70771";"47.89975";"51.22616";"50.69834";"55.81106";"49.64878";"57.32485";"57.88983";"44.90571"
"3am";"36.68215";"39.73547";"43.40981";"40.24917";"41.58425";"54.81684";"49.22534";"56.74945";"57.63864";"41.42613";"47.89975";"51.22616";"50.69834";"55.81106";"49.35932";"57.32485";"57.88983";"44.90571"
