"district","hour","occ1","occ2","occ3","occ4","occ5"
"001","4am",6210.348,679.9986,923.46897,3694.342,214.58246
"002","4am",4195.137,296.541,175.48791,3304.238,416.22808
"003","4am",5516.435,953.8833,370.96454,4640.537,566.01525
"004","4am",3289.552,360.0793,243.73583,3592.907,535.9396
"005","4am",4309.893,517.9089,673.7136,3339.027,92.08538
"006","4am",4987.057,654.5293,195.34288,2699.604,391.53963
"007","4am",3162.134,685.1902,507.44679,4107.134,309.9134
"008","4am",4519.409,445.8602,87.78291,3816.935,206.68878
"009","4am",3050.542,349.6575,168.0567,2081.888,301.33188
"010","4am",5006.772,829.9341,200.1475,1759.164,69.5458
"011","4am",4540.3,2058.0612,466.55391,2416.399,153.36184
"012","4am",4627.035,1124.2905,158.37734,2667.644,105.83072
"013","4am",4026.445,1236.4751,112.13162,2043.941,224.26176
"014","4am",3578.721,946.5214,380.11482,1913.837,137.45536
"015","4am",4839.566,892.9914,196.99665,1738.219,109.01056
"016","4am",3480.438,617.9544,693.04979,1935.657,228.12548
"017","4am",5364.105,736.7154,877.7398,3356.531,600.28509
"018","4am",3564.187,401.8239,213.4468,1538.302,92.94485
"019","4am",4814.28,584.1913,183.60259,2279.367,175.17526
"020","4am",6229.652,1294.0173,155.65762,4571.937,362.15488
"021","4am",4148.592,807.8039,324.69457,3064.48,349.6582
"022","4am",3573.767,386.948,262.08673,2172.131,261.12634
"023","4am",4682.225,386.4414,292.10634,2194.82,60.57951
"024","4am",2914.838,402.7139,190.52818,1556.824,225.59704
"025","4am",4575.143,470.2239,391.03893,4108.161,381.33857
"026","4am",4260.958,122.4734,338.68602,2959.521,49.45537
"027","4am",4474.333,387.7106,197.17423,1947.094,304.29683
"028","4am",3679.695,353.5808,475.96134,3757.032,375.56809
"029","4am",4219.856,355.4172,438.45218,2488.982,221.15589
"030","4am",4441.663,685.105,418.61684,2500.966,439.93872
"001","5am",6214.69,679.9986,923.46897,3694.342,214.58246
"002","5am",4218.678,296.541,175.48791,3304.238,416.22808
"003","5am",5466.771,953.8833,370.96454,4640.537,566.01525
"004","5am",3251.767,360.0793,243.73583,3592.907,535.9396
"005","5am",4260.246,517.9089,673.7136,3339.027,92.08538
"006","5am",4915.898,654.5293,195.34288,2699.604,391.53963
"007","5am",3331.775,685.1902,507.44679,4107.134,309.9134
"008","5am",4443.311,445.8602,87.78291,3816.935,206.68878
"009","5am",3032.229,349.6575,168.0567,2081.888,301.33188
"010","5am",4547.081,829.9341,200.1475,1759.164,69.5458
"011","5am",4677.361,2058.0612,466.55391,2416.399,153.36184
"012","5am",4864.994,1124.2905,158.37734,2667.644,105.83072
"013","5am",4064.294,1236.4751,112.13162,2043.941,224.26176
"014","5am",2747.287,946.5214,380.11482,1913.837,137.45536
"015","5am",4988.03,892.9914,196.99665,1738.219,109.01056
"016","5am",3755.006,617.9544,693.04979,1935.657,228.12548
"017","5am",5274.824,736.7154,877.7398,3356.531,600.28509
"018","5am",4261.854,401.8239,213.4468,1538.302,92.94485
"019","5am",5080.789,584.1913,183.60259,2279.367,175.17526
"020","5am",6249.415,1294.0173,155.65762,4571.937,362.15488
"021","5am",3840.051,807.8039,324.69457,3064.48,349.6582
"022","5am",3283.585,386.948,262.08673,2172.131,261.12634
"023","5am",4607.524,386.4414,292.10634,2194.82,60.57951
"024","5am",2838.286,402.7139,190.52818,1556.824,225.59704
"025","5am",4365.147,470.2239,391.03893,4108.161,381.33857
"026","5am",4311.765,122.4734,338.68602,2959.521,49.45537
"027","5am",4449.16,387.7106,197.17423,1947.094,304.29683
"028","5am",3774.11,353.5808,475.96134,3757.032,375.56809
"029","5am",4051.63,355.4172,438.45218,2488.982,221.15589
"030","5am",4465.062,685.105,418.61684,2500.966,439.93872
"001","6am",6188.441,568.3343,923.46897,3694.342,214.58246
"002","6am",4117.541,296.541,175.48791,3304.238,330.1489
"003","6am",5187.067,953.8833,370.96454,4640.537,566.01525
"004","6am",2983.588,270.9311,243.73583,3592.907,535.9396
"005","6am",4088.173,517.9089,673.7136,3339.027,92.08538
"006","6am",4733.742,654.5293,195.34288,2699.604,391.53963
"007","6am",2669.5,607.6973,507.44679,4107.134,309.9134
"008","6am",4259.839,445.8602,87.78291,3816.935,206.68878
"009","6am",3441.623,349.6575,168.0567,2081.888,301.33188
"010","6am",4525.05,589.2632,200.1475,1759.164,69.5458
"011","6am",4891.913,2058.0612,466.55391,2416.399,153.36184
"012","6am",4749.682,1124.2905,158.37734,2667.644,105.83072
"013","6am",4039.632,1236.4751,112.13162,2043.941,224.26176
"014","6am",2683.163,946.5214,380.11482,1913.837,137.45536
"015","6am",5233.078,892.9914,196.99665,1738.219,109.01056
"016","6am",3755.457,617.9544,693.04979,1935.657,228.12548
"017","6am",4901.975,736.7154,877.7398,3356.531,600.28509
"018","6am",4216.706,401.8239,213.4468,1538.302,92.94485
"019","6am",4241.467,497.3668,183.60259,2279.367,175.17526
"020","6am",6367.956,1157.6238,155.65762,4571.937,362.15488
"021","6am",3573.534,807.8039,324.69457,3064.48,349.6582
"022","6am",3378.048,386.948,262.08673,2172.131,261.12634
"023","6am",4328.562,343.5257,292.10634,2194.82,60.57951
"024","6am",2737.285,368.4656,190.52818,1543.589,225.59704
"025","6am",4191.17,470.2239,391.03893,4108.161,381.33857
"026","6am",4311.765,122.4734,338.68602,2959.521,49.45537
"027","6am",4365.225,387.7106,197.17423,1947.094,304.29683
"028","6am",3503.658,353.5808,475.96134,3757.032,375.56809
"029","6am",3646.551,355.4172,438.45218,2488.982,221.15589
"030","6am",4665.854,275.8913,418.61684,2500.966,439.93872
"001","7am",5379.991,568.3343,923.46897,3694.342,214.58246
"002","7am",3079.26,89.62579,175.48791,3221.407,277.50425
"003","7am",5149.159,564.2919,326.90019,4770.551,566.01525
"004","7am",3363.319,122.7332,243.73583,3592.907,498.15484
"005","7am",2894.926,96.48599,673.7136,3256.999,92.08538
"006","7am",4081.515,143.91792,195.34288,2622.486,391.53963
"007","7am",2637.391,489.98554,507.44679,4107.134,309.9134
