"district","hour","educmen1","educmen2","educmen3","educmen4"
"001","4am",1123.8591,6918.376,3709.43,23.68565
"002","4am",1206.6789,5190.941,1777.084,112.77826
"003","4am",1330.0458,7164.793,3815.503,156.93765
"004","4am",1162.0047,5032.963,1912.585,102.43943
"005","4am",1230.937,5262.706,2542.014,27.88987
"006","4am",829.004,5502.978,2658.885,24.03096
"007","4am",1685.8017,4463.351,2866.073,84.02359
"008","4am",878.5543,4941.732,3403.663,32.5561
"009","4am",781.8294,2489.233,2910.698,18.31246
"010","4am",848.1868,3702.062,2914.302,78.67844
"011","4am",424.7176,5184.872,3897.482,70.75089
"012","4am",756.3226,4499.571,3171.258,0
"013","4am",419.4673,3026.699,3350.734,23.3206
"014","4am",751.8499,4175.597,2112.07,47.56309
"015","4am",762.2072,3865.952,3445.429,0
"016","4am",625.5907,2669.752,3276.425,0
"017","4am",1904.8101,5860.787,3155.126,0
"018","4am",315.8797,3340.72,2308.574,0
"019","4am",1046.6995,3402.487,3600.101,137.11355
"020","4am",1091.6195,4940.685,6183.141,29.6929
"021","4am",1024.6437,3750.222,3836.562,159.9248
"022","4am",613.7643,3527.07,2350.121,0
"023","4am",1040.7292,4712.786,1759.796,219.12096
"024","4am",546.8147,3504.157,1203.297,54.32517
"025","4am",1683.749,5768.173,2276.687,0
"026","4am",821.8252,4603.142,2326.579,98.40008
"027","4am",671.287,4610.148,2060.406,0
"028","4am",1449.7151,5161.64,2007.76,28.99892
"029","4am",1000.0195,3944.558,2512.604,78.24968
"030","4am",942.516,4456.123,3084.809,36.24133
"001","5am",1123.8591,6918.376,3713.771,23.68565
"002","5am",1206.6789,5214.481,1777.084,112.77826
"003","5am",1330.0458,7164.793,3765.839,156.93765
"004","5am",1162.0047,4995.178,1912.585,102.43943
"005","5am",1230.937,5213.058,2542.014,27.88987
"006","5am",829.004,5431.819,2658.885,24.03096
"007","5am",1685.8017,4632.992,2866.073,84.02359
"008","5am",878.5543,4865.634,3403.663,32.5561
"009","5am",781.8294,2470.921,2910.698,18.31246
"010","5am",848.1868,3242.371,2914.302,78.67844
"011","5am",424.7176,5345.554,3873.862,70.75089
"012","5am",756.3226,4737.53,3171.258,0
"013","5am",419.4673,3064.548,3350.734,23.3206
"014","5am",751.8499,4159.084,1297.149,47.56309
"015","5am",762.2072,3865.952,3593.893,0
"016","5am",625.5907,2920.7,3300.045,0
"017","5am",1904.8101,5771.507,3155.126,0
"018","5am",315.8797,3223.466,3123.495,0
"019","5am",1046.6995,3668.996,3600.101,137.11355
"020","5am",1091.6195,4960.448,6183.141,29.6929
"021","5am",1024.6437,3844.741,3433.503,159.9248
"022","5am",613.7643,3236.887,2350.121,0
"023","5am",1040.7292,4638.086,1759.796,219.12096
"024","5am",546.8147,3427.605,1203.297,54.32517
"025","5am",1683.749,5768.173,2066.691,0
"026","5am",821.8252,4608.853,2371.674,98.40008
"027","5am",671.287,4584.975,2060.406,0
"028","5am",1449.7151,5213.608,2050.207,28.99892
"029","5am",1000.0195,3983.246,2305.69,78.24968
"030","5am",942.516,4479.523,3084.809,36.24133
"001","6am",1123.8591,6804.149,3690.086,23.68565
"002","6am",1206.6789,5103.822,1700.528,112.77826
"003","6am",1330.0458,6934.753,3716.174,156.93765
"004","6am",1039.4108,4900.855,1810.003,102.43943
"005","6am",1230.937,5191.063,2391.936,27.88987
"006","6am",829.004,5303.033,2605.515,24.03096
"007","6am",1685.8017,4401.112,2358.186,84.02359
"008","6am",878.5543,4808.56,3277.266,32.5561
"009","6am",781.8294,2485.955,3305.057,18.31246
"010","6am",848.1868,3220.34,2875.306,78.67844
"011","6am",424.7176,5504.215,3929.752,70.75089
"012","6am",878.9165,4499.624,3171.258,0
"013","6am",419.4673,3003.851,3386.769,23.3206
"014","6am",751.8499,4094.959,1297.149,47.56309
"015","6am",762.2072,4148.118,3556.775,0
"016","6am",625.5907,2954.644,3266.553,0
"017","6am",1904.8101,5431.68,3122.103,0
"018","6am",315.8797,3217.916,3083.896,0
"019","6am",1046.6995,3601.271,2741.68,137.11355
"020","6am",1091.6195,4766.646,6417.545,29.6929
"021","6am",1024.6437,3890.67,3121.056,159.9248
"022","6am",613.7643,3331.35,2350.121,0
"023","6am",1040.7292,4316.208,1759.796,219.12096
"024","6am",533.5798,3292.356,1203.297,54.32517
"025","6am",1683.749,5594.196,2066.691,0
"026","6am",821.8252,4608.853,2371.674,98.40008
"027","6am",780.9457,4550.042,1901.745,0
"028","6am",1449.7151,5035.487,1957.876,28.99892
"029","6am",890.3608,3913.174,2080.341,78.24968
"030","6am",942.516,4638.913,3126.211,36.24133
"001","7am",1123.8591,6581.178,3104.6065,23.68565
"002","7am",1099.065,4363.128,1226.8081,112.77826
"003","7am",1356.153,6807.975,3475.2969,156.93765
"004","7am",1039.4108,5030.899,1873.7072,102.43943
"005","7am",1259.7991,3977.475,1943.7735,27.88987
"006","7am",804.973,4691.535,2142.8268,24.03096
"007","7am",1685.8017,4190.924,2418.5534,84.02359
"008","7am",878.5543,4231.464,2665.031,32.5561
"009","7am",781.8294,3007.506,3776.0638,18.31246
"010","7am",848.1868,2885.663,2267.509,78.67844
"011","7am",424.7176,7202.707,5287.8484,70.75089
"012","7am",819.914,3824.821,3129.939,0
"013","7am",678.2125,3475.908,3831.8864,23.3206
"014","7am",765.0848,4084.648,1552.8848,47.56309
"015","7am",503.462,4916.739,3292.5197,0
"016","7am",712.6392,3886.899,4246.2442,0
"017","7am",1815.5294,4853.72,3030.8402,0
"018","7am",315.8797,2905.374,3164.8061,0
"019","7am",1046.6995,3312.862,2274.3736,137.11355
"020","7am",1091.6195,5104.82,4325.2812,29.6929
"021","7am",1024.6437,4205.47,3156.4137,114.6184
"022","7am",609.7493,3220.442,1847.9567,0
"023","7am",1040.7292,3839.321,1502.1798,219.12096
"024","7am",533.5798,3219.922,945.1612,54.32517
"025","7am",1683.749,5302.647,2100.1389,45.3064
"026","7am",821.8252,4217.825,1952.6237,98.40008
"027","7am",780.9457,4153.057,1697.4454,0
"028","7am",1449.7151,4819.626,1688.9689,28.99892
"029","7am",890.3608,3459.715,1692.7263,78.24968
"030","7am",942.516,4857.151,2726.7069,36.24133
"001","8am",1123.8591,6303.772,3353.758,23.68565
"002","8am",1136.8497,3961.321,1402.981,112.77826
"003","8am",1356.153,7123.607,3936.236,156.93765
"004","8am",1056.5952,5161.599,2050.861,102.43943
"005","8am",1204.8299,3890.525,1402.387,27.88987
"006","8am",804.973,4473.149,1722.446,24.03096
"007","8am",1685.8017,4135.54,1900.637,84.02359
"008","8am",878.5543,3873.138,2034.316,32.5561
"009","8am",781.8294,2909.935,4071.379,18.31246
"010","8am",827.2618,2433.365,1808.044,78.67844
"011","8am",487.2206,8313.6,6153.694,21.08931
"012","8am",855.3802,4407.111,2634.287,0
"013","8am",699.1376,3833.307,4048.333,23.3206
"014","8am",754.6509,3288.529,1827.909,47.56309
"015","8am",405.4928,4517.235,3530.881,0
"016","8am",712.6392,4860.835,5716.846,0
"017","8am",1890.0652,4333.536,2883.439,0
"018","8am",315.8797,3248.672,3016.402,0
"019","8am",1046.6995,3200.038,2337.661,45.48983
"020","8am",962.7217,5184.469,3259.347,121.31662
"021","8am",1072.3713,4415.326,2658.318,164.27998
"022","8am",609.7493,3271.297,2010.345,0
"023","8am",1029.0731,3409.105,1447.256,219.12096
"024","8am",640.4536,2740.699,1148.494,54.32517
"025","8am",1605.5997,5265.336,1888.006,45.3064
"026","8am",821.8252,3798.761,1759.965,98.40008
"027","8am",780.9457,3562.674,1769.485,0
"028","8am",1401.6667,4398.394,1881.416,28.99892
"029","8am",890.3608,3196.739,1257.404,78.24968
"030","8am",990.5643,4789.753,2355.61,36.24133
"001","9am",1123.8591,6078.276,3124.76,23.68565
"002","9am",1043.3963,3861.825,1828.427,112.77826
"003","9am",1439.534,7164.661,4097.872,156.93765
"004","9am",1132.2631,5185.335,1694.949,102.43943
"005","9am",1038.2564,4200.66,1372.546,27.88987
"006","9am",839.0631,3713.71,1671.078,24.03096
"007","9am",1607.6131,4050.284,2214.505,84.02359
"008","9am",878.5543,3787.159,2132.684,32.5561
"009","9am",840.6317,3347.14,4176.664,18.31246
"010","9am",862.274,2463.256,1808.044,78.67844
"011","9am",504.7313,8497.006,6845.312,21.08931
"012","9am",826.8981,4529.923,2765.6,0
"013","9am",735.9098,4231.185,3514.912,23.3206
"014","9am",706.3451,3181.099,1697.855,47.56309
"015","9am",446.258,4545.383,3466.104,0
"016","9am",775.9164,5538.661,5983.87,0
"017","9am",1763.5015,4265.699,2519.553,0
"018","9am",230.1549,3275.296,2888.224,0
"019","9am",1046.2672,2891.337,2611.39,45.48983
"020","9am",921.4769,5245.246,3689.571,121.31662
"021","9am",1263.0139,4579.217,2652.798,164.27998
"022","9am",538.5079,3074.845,1929.708,0
"023","9am",978.2543,2913.936,1237.981,177.04298
"024","9am",661.7455,2931.73,1368.923,96.40315
"025","9am",1574.3359,5364.7,1757.04,45.3064
"026","9am",821.8252,3778.024,1843.363,98.40008
"027","9am",807.8398,3719.076,1437.478,0
"028","9am",1343.4813,4276.545,1926.945,28.99892
"029","9am",836.5725,2959.212,1255.503,45.09559
"030","9am",1000.7014,4810.153,2863.521,36.24133
"001","10am",1049.0573,5717.281,3220.099,23.68565
"002","10am",989.9982,4000.155,1616.737,112.77826
"003","10am",1371.2389,7463.499,4136.002,156.93765
"004","10am",1185.6613,5196.322,1541.175,102.43943
"005","10am",1097.0587,3915.874,1392.633,27.88987
"006","10am",835.6035,3765.577,1451.864,24.03096
"007","10am",1600.1177,4045.305,1809.707,84.02359
"008","10am",878.5543,3737.672,2135.398,32.5561
"009","10am",817.4968,3296.332,4147.627,18.31246
"010","10am",862.274,2345.938,1553.353,78.67844
"011","10am",574.1476,9136.365,6597.389,21.08931
"012","10am",815.9298,4761.774,2948.021,0
"013","10am",761.4711,3985.341,3975.839,23.3206
"014","10am",725.2568,3323.1,1705.612,31.0503
"015","10am",434.4627,3786.797,3495.872,16.51279
"016","10am",673.6304,5909.232,6383.814,0
"017","10am",1847.8773,4174.54,2483.006,0
"018","10am",245.8552,3157.503,2803.693,0
"019","10am",985.7878,2937.281,2478.133,45.48983
"020","10am",1123.3561,5044.807,3924.166,121.31662
"021","10am",1085.0691,4466.418,3121.789,164.27998
"022","10am",535.0204,2953.029,1617.896,0
"023","10am",978.2543,2958.38,1139.287,171.83583
"024","10am",620.0684,2744.192,1557.09,54.32517
"025","10am",1720.1475,5501.63,1428.392,45.3064
"026","10am",821.8252,3745.605,1577.549,98.40008
"027","10am",747.9879,3555.448,1644.443,0
"028","10am",1318.286,4132.077,1820.711,28.99892
"029","10am",836.5725,2858.136,1443.645,78.24968
"030","10am",1113.7767,5091.456,2644.612,47.28513
"001","11am",1049.0573,5819.313,3185.182,23.68565
"002","11am",931.141,3649.917,1680.892,112.77826
"003","11am",1397.346,6944.582,4437.152,97.09575
"004","11am",1083.2943,5460.821,1545.537,102.43943
"005","11am",1155.9159,4215.647,1316.05,27.88987
"006","11am",804.973,3722.532,1764.704,24.03096
"007","11am",1630.7481,4491.185,1915.504,84.02359
"008","11am",878.5543,3710.547,2052.739,32.5561
"009","11am",817.4968,3249.842,4145.227,18.31246
"010","11am",827.2618,2564.461,1596.666,78.67844
"011","11am",494.9417,8796.475,6326.371,21.08931
"012","11am",779.3773,5075.358,3819.444,0
"013","11am",760.3926,3945.175,3412.769,23.3206
"014","11am",652.7256,3417.651,1615.417,47.56309
"015","11am",474.86,3717.757,2724.064,0
"016","11am",708.7246,5264.726,6507.465,0
"017","11am",1890.0652,4519.898,2542.637,0
"018","11am",280.8675,2958.026,2733.385,0
"019","11am",1046.6995,2863.898,2585.755,45.48983
"020","11am",962.7217,5276.97,3586.822,121.31662
"021","11am",1080.6613,4645.894,3058.673,164.27998
"022","11am",653.8045,2981.412,1477.408,0
"023","11am",967.6195,2865.654,1370.229,219.12096
"024","11am",577.9904,3032.621,1437.18,54.32517
"025","11am",1604.0731,5399.333,1219.338,45.3064
"026","11am",821.8252,3792.799,1703.011,98.40008
"027","11am",780.9457,3268.091,1483.249,0
"028","11am",1366.3344,4255.104,1878.897,28.99892
"029","11am",890.3608,3243.026,1491.732,78.24968
"030","11am",962.6552,4738.933,2473.724,36.24133
"001","12am",1123.8591,6126.232,3369.328,23.68565
"002","12am",1136.2578,4269.067,1391.723,112.77826
"003","12am",1304.4846,6909.592,4298.513,156.93765
"004","12am",1083.2943,4834.831,1914.484,102.43943
"005","12am",1204.8299,3982.832,1301.508,27.88987
"006","12am",804.973,4341.824,1438.779,24.03096
"007","12am",1574.7342,4187.948,2089.234,84.02359
"008","12am",828.7715,3846.687,2465.173,32.5561
"009","12am",788.0955,3069.98,4108.808,18.31246
"010","12am",721.2631,2937.292,1995.558,78.67844
"011","12am",424.7176,7967.399,7480.941,21.08931
"012","12am",889.1114,4689.217,2752.389,0
"013","12am",501.6474,3991.183,4077.18,23.3206
"014","12am",698.2501,4236.814,1182.626,47.56309
"015","12am",733.6052,4771.006,2579.22,0
"016","12am",778.547,4571.371,5523.619,0
"017","12am",1847.8773,4630.021,2435.767,0
"018","12am",305.6848,2478.547,2862.659,0
"019","12am",1046.6995,3314.84,3344.002,45.48983
"020","12am",1026.8237,5259.54,3563.082,121.31662
"021","12am",1087.2285,4215.001,3066.779,164.27998
"022","12am",689.4252,3138.657,1778.451,0
"023","12am",1045.8936,3387.691,1210.392,219.12096
"024","12am",615.3092,3226.996,1439.769,54.32517
"025","12am",1604.0731,5311.632,1403.046,45.3064
"026","12am",801.2755,3950.49,1610.814,98.40008
"027","12am",780.9457,3152.096,1744.07,0
"028","12am",1449.7151,4205.463,1957.042,28.99892
"029","12am",890.3608,3675.822,1580.71,78.24968
"030","12am",942.516,4618.005,2446.839,36.24133
"001","1pm",1123.8591,6103.832,3071.227,23.68565
"002","1pm",976.642,3925.521,1280.394,86.07918
"003","1pm",1286.5274,6665.717,4596.495,156.93765
"004","1pm",1053.4278,4760.836,1984.312,129.13851
"005","1pm",1204.8299,4036.697,1386.184,27.88987
"006","1pm",804.973,4289.229,1621.395,24.03096
"007","1pm",1323.3433,4912.515,2010.335,84.02359
"008","1pm",847.084,3717.575,2203.663,32.5561
"009","1pm",792.918,3018.993,4278.322,18.31246
"010","1pm",721.2631,2692.915,1776.013,78.67844
"011","1pm",378.067,8209.318,7321.073,21.08931
"012","1pm",796.2079,4517.15,2689.992,0
"013","1pm",444.5662,4144.347,4246.454,23.3206
"014","1pm",719.3395,3824.698,1646.041,47.56309
"015","1pm",759.1665,3859.661,2206.067,0
"016","1pm",941.7348,4868.341,6284.568,0
"017","1pm",1818.5502,4381.069,2144.614,0
"018","1pm",305.6848,2500.673,2922.301,0
"019","1pm",1046.6995,3138.185,3088.917,0
"020","1pm",1026.8237,5202.011,3526.882,121.31662
"021","1pm",1204.2232,4352.076,3230.34,164.27998
"022","1pm",574.1286,3372.293,1901.826,0
"023","1pm",1068.4167,3273.112,1132.713,219.12096
"024","1pm",561.0568,2863.427,1439.769,54.32517
"025","1pm",1604.0731,5256.363,1658.367,45.3064
"026","1pm",821.8252,4142.053,1687.6,98.40008
"027","1pm",780.9457,3348.24,1763.138,0
"028","1pm",1451.2388,4239.152,1661.271,28.99892
"029","1pm",890.3608,3245.277,1485.596,78.24968
"030","1pm",850.756,4857.878,2423.964,36.24133
"001","2pm",1020.3735,5717.228,3169.368,0
"002","2pm",1043.3963,4026.172,1950.936,86.07918
"003","2pm",1405.9082,6401.37,4526.476,156.93765
"004","2pm",979.1266,4976.564,1272.279,129.13851
"005","2pm",1176.4778,3987.106,1573.859,27.88987
"006","2pm",810.8912,4128.946,1495.108,24.03096
"007","2pm",1409.9818,5004.873,1890.055,84.02359
"008","2pm",847.084,3717.044,2335.569,0
"009","2pm",687.1986,2938.79,4202.009,50.86856
"010","2pm",721.2631,2711.403,1843.989,102.36409
"011","2pm",455.9103,8786.564,7397.193,70.75089
"012","2pm",755.3086,4148.88,2631.291,31.0503
"013","2pm",457.1133,4333.598,3838.116,23.3206
"014","2pm",686.0156,3299.975,1684.938,16.51279
"015","2pm",762.2072,4025.058,2291.399,0
"016","2pm",1110.8059,5546.094,6356.291,0
"017","2pm",1826.6433,3899.738,1978.199,0
"018","2pm",235.1739,2089.978,1903.419,0
"019","2pm",1024.4148,2927.678,2619.195,0
"020","2pm",1026.8237,5130.406,4082.537,121.31662
"021","2pm",1166.9045,3904.945,3416.441,114.6184
"022","2pm",574.1286,3270.069,1747.894,0
"023","2pm",986.2501,3197.405,1221.061,219.12096
"024","2pm",598.3756,3132.142,1411.14,54.32517
"025","2pm",1604.0731,5496.169,2139.015,45.3064
"026","2pm",707.2265,3864.093,1638.098,98.40008
"027","2pm",780.9457,3358.995,1769.615,0
"028","2pm",1500.8049,4105.718,1727.31,28.99892
"029","2pm",830.3125,3356.738,1744.28,78.24968
"030","2pm",882.3922,4912.84,2054.686,36.24133
"001","3pm",1041.2985,5846.546,3060.644,23.68565
"002","3pm",999.8488,3928.417,1914.695,86.07918
"003","3pm",1411.6709,6745.667,4389.387,156.93765
"004","3pm",1016.9114,4956.828,1475.199,129.13851
"005","3pm",1176.94,3925.772,1446.047,27.88987
"006","3pm",755.5485,3684.704,2058.333,24.03096
"007","3pm",1494.2934,4605.074,1983.688,84.02359
"008","3pm",797.3012,3971.001,2099.789,0
"009","3pm",783.6018,2852.124,3782.785,50.86856
"010","3pm",700.338,2592.039,2019.7,78.67844
"011","3pm",554.4801,7677.347,7120.464,70.75089
"012","3pm",676.4488,4023.684,2720.066,31.0503
"013","3pm",666.7135,4339.744,3404.653,23.3206
"014","3pm",686.0156,3703.667,2429.774,16.51279
"015","3pm",474.86,3924.908,2414.592,0
"016","3pm",975.5758,6521.739,6093.406,0
"017","3pm",1873.7361,4045.926,2317.059,0
"018","3pm",270.7349,2370.526,1955.878,0
"019","3pm",983.1217,2907.155,2494.164,45.48983
"020","3pm",1090.4015,5017.581,4129.907,121.31662
"021","3pm",1117.3849,4132.348,3824.425,71.35764
"022","3pm",543.9723,3140.654,1597.941,0
"023","3pm",902.0942,3054.573,1128.553,219.12096
"024","3pm",657.3871,3165.631,1492.569,54.32517
"025","3pm",1605.5997,5299.431,1577.663,45.3064
"026","3pm",707.2265,3573.076,1688.794,98.40008
"027","3pm",643.65,3177.538,1898.682,0
"028","3pm",1494.9445,4092.215,1665.622,28.99892
"029","3pm",876.675,3539.508,1910.481,78.24968
"030","3pm",995.0937,5176.478,2163.113,36.24133
"001","4pm",1018.1456,6017.587,3251.693,23.68565
"002","4pm",1128.8631,4136.1,2076.865,112.77826
"003","4pm",1282.6567,6441.833,4427.922,216.77955
"004","4pm",1046.7779,5045.9,1686.67,102.43943
"005","4pm",1176.94,4245.021,1475.54,27.88987
"006","4pm",737.2916,4271.307,2194.075,53.02988
"007","4pm",1686.5144,4565.461,1730.031,84.02359
"008","4pm",778.9888,4012.995,2375.724,32.5561
"009","4pm",768.4414,2884.837,3836.522,18.31246
"010","4pm",700.338,2519.27,1922.875,46.37496
"011","4pm",479.9517,6364.821,6096.982,70.75089
"012","4pm",848.3462,4463.54,3559.635,31.0503
"013","4pm",769.5215,4748.297,3448.837,23.3206
"014","4pm",737.2249,3566.63,1525.43,16.51279
"015","4pm",484.4713,4134.329,2507.78,0
"016","4pm",686.8722,5509.585,5408.232,0
"017","4pm",1713.7151,3938.758,2185.5,0
"018","4pm",280.9298,2488.319,1955.758,0
"019","4pm",1027.465,2999.915,2753.709,182.60338
"020","4pm",962.7217,5187.837,4363.18,29.6929
"021","4pm",1071.2516,3900.94,3036.357,116.66404
"022","4pm",606.8611,3183.282,1877.415,0
"023","4pm",851.4685,3089.417,1182.135,219.12096
"024","4pm",708.2059,3254.479,1420.129,54.32517
"025","4pm",1615.8176,5546.916,1197.563,0
"026","4pm",740.8664,4061.448,1517.622,98.40008
"027","4pm",583.798,3295.261,1901.041,0
"028","4pm",1570.4663,4063.521,1628.115,0
"029","4pm",966.8654,3958.242,1824.835,78.24968
"030","4pm",757.7897,4862.353,2128.018,36.24133
"001","5pm",1144.7842,6458.79,3275.8494,23.68565
"002","5pm",1084.6515,4585.028,2010.8933,112.77826
"003","5pm",1365.7466,6186.046,4260.0214,156.93765
"004","5pm",1073.477,4912.724,1627.9505,102.43943
"005","5pm",1230.937,4684.185,2093.6062,27.88987
"006","5pm",804.973,4532.399,1907.0464,53.02988
"007","5pm",1668.8681,4741.642,1949.5491,84.02359
"008","5pm",828.7715,4227.567,2224.0534,32.5561
"009","5pm",763.5169,3018.899,3964.0841,18.31246
"010","5pm",700.338,2940.15,2180.9182,78.67844
"011","5pm",478.9386,5564.379,5221.4148,70.75089
"012","5pm",824.3252,4389.504,3589.7429,0
"013","5pm",751.1672,4314.547,3804.6395,23.3206
"014","5pm",622.8413,3716.29,2678.4378,47.56309
"015","5pm",503.462,3467.284,2952.1833,0
"016","5pm",748.5336,4302.289,4987.1809,0
"017","5pm",1862.6221,4908.636,2008.109,0
"018","5pm",351.4407,2649.328,1754.9789,0
"019","5pm",1046.6995,3021.755,1925.6903,182.60338
"020","5pm",962.7217,4891.971,4688.0877,29.6929
"021","5pm",1066.8316,4173.825,3427.357,159.9248
"022","5pm",637.7953,3387.229,1812.4862,0
"023","5pm",886.2205,3663.355,1247.904,219.12096
"024","5pm",679.0383,2942.187,900.5497,103.26988
"025","5pm",1650.7062,5507.01,1229.8873,0
"026","5pm",821.8252,4610.989,1749.3085,49.45537
"027","5pm",688.9256,3598.247,1748.9725,0
"028","5pm",1348.953,4575.891,1540.4026,0
"029","5pm",939.9712,4091.622,2169.5605,78.24968
"030","5pm",956.8709,4815.384,2606.7391,36.24133
"001","6pm",1123.8591,6905.871,3709.0823,23.68565
"002","6pm",1139.6208,4922.097,1365.6023,112.77826
"003","6pm",1265.0501,6739.273,4357.0995,156.93765
"004","6pm",1185.5363,5010.556,2091.7981,102.43943
"005","6pm",1260.8035,5126.962,2004.4496,27.88987
"006","6pm",804.973,5157.375,1994.1577,53.02988
"007","6pm",1668.8681,4708.727,2456.149,84.02359
"008","6pm",828.7715,4846.575,2911.2959,32.5561
"009","6pm",781.8294,2582.375,3336.4663,18.31246
"010","6pm",742.1881,3204.951,2527.1556,78.67844
"011","6pm",492.3568,5542.799,4575.5284,70.75089
"012","6pm",756.3226,4619.886,3373.6574,0
"013","6pm",742.0637,3192.794,3013.0604,23.3206
"014","6pm",751.8499,3847.428,2248.076,47.56309
"015","6pm",503.462,3242.79,3662.1519,0
"016","6pm",731.5894,3846.088,4564.7695,0
"017","6pm",1862.6221,5141.889,2994.2441,0
"018","6pm",315.8797,2728.312,2169.5705,0
"019","6pm",1111.4953,3385.646,3047.5193,182.60338
"020","6pm",1026.8237,5241.237,5416.9571,29.6929
"021","6pm",1033.9207,3885.834,3336.8247,159.9248
"022","6pm",637.7953,3668.275,2016.5202,0
"023","6pm",945.9384,3824.591,1732.431,219.12096
"024","6pm",563.7483,3531.547,933.9289,54.32517
"025","6pm",1650.7062,5536.707,1688.5707,0
"026","6pm",821.8252,4747.726,1986.0228,98.40008
"027","6pm",736.974,4108.167,1900.9802,0
"028","6pm",1331.7654,4817.919,1806.671,0
"029","6pm",1000.0195,4567.258,2189.4557,78.24968
"030","6pm",942.516,4857.177,3099.6948,36.24133
"001","7pm",1123.8591,7003.786,3653.2859,23.68565
"002","7pm",1113.2254,5098.71,1459.5644,112.77826
"003","7pm",1371.2389,6420.544,4292.8269,156.93765
"004","7pm",1158.8372,5292.312,1998.6645,102.43943
"005","7pm",1260.8035,5029.264,2245.7422,27.88987
"006","7pm",804.973,5638.761,2469.6673,53.02988
"007","7pm",1668.8681,4675.087,2807.2649,84.02359
"008","7pm",828.7715,4746.307,3139.9912,32.5561
"009","7pm",781.8294,2443.323,3208.7134,18.31246
"010","7pm",742.1881,3397.064,2968.0071,78.67844
"011","7pm",492.3568,5097.603,4482.4378,70.75089
"012","7pm",756.3226,4991.745,3223.6148,0
"013","7pm",450.4076,2969.918,3470.2104,23.3206
"014","7pm",716.2888,4208.387,2112.9737,47.56309
"015","7pm",762.2072,3946.691,4161.9261,0
