"district","hour","mode1","mode2","mode3"
"001","4am",0,81.19889,18.801112
"002","4am",0.8811034,89.78698,9.331913
"003","4am",4.4787671,68.15986,27.36137
"004","4am",0.5864473,75.74372,23.669834
"005","4am",5.8392284,84.20669,9.954085
"006","4am",2.7876309,84.84319,12.36918
"007","4am",1.0712805,71.36308,27.565639
"008","4am",2.6007997,81.57177,15.827426
"009","4am",0,75.62611,24.373894
"010","4am",4.5099707,79.56061,15.92942
"011","4am",10.852679,49.1506,39.996724
"012","4am",6.0859948,65.48564,28.428362
"013","4am",2.9487361,73.30111,23.75015
"014","4am",11.0025475,64.43215,24.565308
"015","4am",1.8212864,85.50348,12.675235
"016","4am",4.2384708,84.22874,11.532792
"017","4am",2.074827,82.75089,15.174281
"018","4am",4.3016973,86.13641,9.561897
"019","4am",0,93.2308,6.769203
"020","4am",3.165248,80.01665,16.818102
"021","4am",3.3660656,73.67114,22.962796
"022","4am",2.0937482,78.88023,19.026022
"023","4am",0.7773346,90.76985,8.452816
"024","4am",1.3565916,85.36119,13.282218
"025","4am",3.4878357,77.58982,18.922344
"026","4am",4.0401534,85.47577,10.484075
"027","4am",2.0597345,82.30478,15.635489
"028","4am",1.1566471,84.07322,14.770128
"029","4am",2.4598476,85.33107,12.209086
"030","4am",5.7431417,78.49596,15.760898
"001","5am",0,81.28259,18.717412
"002","5am",0.8779981,89.82298,9.299024
"003","5am",4.5011036,68.49979,26.999108
"004","5am",0.5899226,76.19257,23.217504
"005","5am",5.860428,84.14935,9.990224
"006","5am",2.813822,84.70078,12.485394
"007","5am",1.0383963,72.24213,26.719478
"008","5am",2.6268891,81.38691,15.986196
"009","5am",0,75.54512,24.454882
"010","5am",4.6720155,79.36558,15.962408
"011","5am",10.6673754,50.01882,39.313802
"012","5am",5.902253,66.87222,27.22553
"013","5am",2.9333486,73.44044,23.626214
"014","5am",12.7188848,58.88375,28.397361
"015","5am",1.7847881,85.79399,12.421225
"016","5am",4.040877,84.96398,10.995143
"017","5am",2.0944394,82.23599,15.669572
"018","5am",3.7788031,87.8216,8.399598
"019","5am",0,93.47109,6.528912
"020","5am",3.1596929,80.05172,16.788586
"021","5am",3.5117674,72.53148,23.956751
"022","5am",2.2051919,77.75609,20.038719
"023","5am",0.7859929,90.66704,8.546967
"024","5am",1.378339,85.12652,13.495144
