"district","hour","age1","age2","age3","age4"
"001","4am",5.882353,12,45.88235,36.23529
"002","4am",15.098468,11.378556,36.76149,36.76149
"003","4am",10.638298,11.992263,52.22437,25.14507
"004","4am",11.089494,13.326848,43.8716,31.71206
"005","4am",13.284804,10.009099,47.22475,29.48135
"006","4am",14.952532,11.946203,56.72468,16.37658
"007","4am",10.295082,8.852459,47.54098,33.31148
"008","4am",11.205433,10.696095,52.97114,25.12733
"009","4am",14.285714,9.3702,55.76037,20.58372
"010","4am",9.572301,7.739308,51.32383,31.36456
"011","4am",16.333938,10.163339,57.89474,15.60799
"012","4am",12.99639,10.379061,50.90253,25.72202
"013","4am",15.024233,9.693053,56.13893,19.14378
"014","4am",13.580247,10.05291,57.31922,19.04762
"015","4am",9.090909,12.121212,57.57576,21.21212
"016","4am",14.626391,10.969793,59.61844,14.78537
"017","4am",12.898331,10.7739,57.96662,18.36115
"018","4am",16.666667,13.213213,54.95495,15.16517
"019","4am",13.513514,12.934363,60.61776,12.93436
"020","4am",10.526316,4.576659,57.20824,27.68879
"021","4am",10.994764,13.263525,60.73298,15.00873
"022","4am",6.618962,10.017889,53.48837,29.87478
"023","4am",14.625229,11.151737,56.30713,17.9159
"024","4am",13.56674,12.910284,51.85996,21.66302
"025","4am",10.281924,9.950249,56.88226,22.88557
"026","4am",9.355509,8.316008,53.01455,29.31393
"027","4am",11.255411,7.792208,58.44156,22.51082
"028","4am",11.181435,12.658228,59.91561,16.24473
"029","4am",9.090909,7.792208,68.83117,14.28571
"001","5am",5.668934,12.018141,47.16553,35.14739
"002","5am",15,11.304348,36.95652,36.73913
"003","5am",10.810811,11.969112,52.12355,25.09653
"004","5am",11.187439,13.542689,43.37586,31.89401
"005","5am",13.333333,9.954338,47.30594,29.40639
"006","5am",14.924182,11.731844,56.90343,16.44054
"007","5am",10.369881,8.850727,47.29194,33.48745
"008","5am",11.320755,10.120069,53.17324,25.38593
"009","5am",14.440994,9.47205,55.2795,20.80745
"010","5am",9.572301,8.14664,51.12016,31.1609
"011","5am",16.483516,10.43956,57.32601,15.75092
"012","5am",13.086643,10.288809,50.90253,25.72202
"013","5am",15.121951,9.837398,55.60976,19.43089
"014","5am",13.652482,9.929078,57.2695,19.14894
"015","5am",9.137056,12.013536,57.52961,21.3198
"016","5am",14.869281,10.947712,58.98693,15.19608
"017","5am",13.157895,10.835913,57.58514,18.42105
"018","5am",16.894977,13.242009,54.3379,15.52511
"019","5am",13.450292,13.060429,60.42885,13.06043
"020","5am",10.599078,4.37788,57.14286,27.88018
"021","5am",10.934744,13.40388,60.49383,15.16755
"022","5am",6.690778,9.94575,52.98373,30.37975
"023","5am",14.363636,10.909091,56.90909,17.81818
"024","5am",13.716814,12.610619,51.76991,21.90265
"025","5am",10.38526,10.050251,56.61642,22.94807
"026","5am",9.623431,8.577406,52.51046,29.2887
"027","5am",10.917031,7.860262,58.51528,22.70742
"028","5am",11.228814,12.5,59.95763,16.31356
"029","5am",9.322034,11.016949,69.49153,10.16949
"001","6am",5.598456,11.583012,52.50965,30.30888
"002","6am",14.498934,10.447761,38.37953,36.673774
"003","6am",10.742188,11.71875,52.14844,25.390625
"004","6am",11.012783,13.470993,44.14946,31.366765
"005","6am",13.047445,9.671533,47.71898,29.562044
"006","6am",14.731785,12.009608,56.68535,16.573259
"007","6am",10.612245,8.843537,46.32653,34.217687
"008","6am",12.0954,10.221465,52.12947,25.553663
"009","6am",14.778325,9.195402,54.02299,22.003284
"010","6am",9.97921,8.108108,50.31185,31.600832
"011","6am",17.153996,10.136452,55.94542,16.764133
"012","6am",13.64064,10.065851,50.04704,26.246472
"013","6am",15.58551,9.941028,54.59141,19.882056
"014","6am",13.848921,10.791367,55.7554,19.604317
"015","6am",7.619048,12.063492,60.79365,19.52381
"016","6am",15.318417,10.843373,58.00344,15.834768
"017","6am",13.731826,10.016155,57.02746,19.224556
"018","6am",17.857143,13.636364,51.94805,16.558442
"019","6am",13.778706,12.734864,59.49896,13.987474
"020","6am",10.551559,4.796163,55.8753,28.776978
"021","6am",10.902256,13.533835,59.21053,16.353383
"022","6am",7.103825,9.653916,52.64117,30.601093
"023","6am",14.204545,10.416667,57.19697,18.181818
"024","6am",13.752914,11.655012,51.51515,23.076923
"025","6am",10.869565,9.963768,54.71014,24.456522
"026","6am",10.239651,8.714597,51.19826,29.847495
"027","6am",11.235955,8.089888,57.52809,23.146067
"028","6am",11.428571,12.307692,59.34066,16.923077
"029","6am",7.90378,13.058419,73.19588,5.841924
"001","7am",7.928994,11.242604,61.30178,19.526627
"002","7am",21.126761,10.328638,41.31455,27.230047
"003","7am",10,10.980392,54.5098,24.509804
"004","7am",11.54193,12.804328,47.24977,28.403968
"005","7am",17.235637,9.159034,45.71191,27.893422
"006","7am",12.084871,11.715867,57.38007,18.819188
"007","7am",8.682855,8.609272,46.13687,36.571008
"008","7am",14.352574,11.388456,51.01404,23.24493
"009","7am",15.306122,9.387755,48.57143,26.734694
"010","7am",9.027778,8.333333,48.61111,34.027778
"011","7am",15.328467,10.218978,54.25791,20.194647
"012","7am",13.244353,8.829569,49.48665,28.439425
"013","7am",12.202097,11.058151,54.24214,22.497617
"014","7am",13,9.6,56,21.4
"015","7am",6.00316,11.532385,63.03318,19.43128
"016","7am",15.208333,10.833333,55.625,18.333333
"017","7am",12.929293,9.89899,53.53535,23.636364
"018","7am",15.959596,13.535354,49.69697,20.808081
"019","7am",13.216958,10.972569,59.10224,16.708229
"020","7am",9.264305,3.814714,54.76839,32.152589
"021","7am",10.633484,12.669683,57.69231,19.004525
"022","7am",7.207207,9.009009,53.33333,30.45045
"023","7am",11.618257,10.580913,58.50622,19.294606
"024","7am",14.102564,11.025641,49.74359,25.128205
"025","7am",10.69869,8.951965,51.31004,29.039301
"026","7am",9.198113,8.962264,49.76415,32.075472
"027","7am",10.757946,8.312958,56.23472,24.694377
"028","7am",12.926829,11.463415,57.80488,17.804878
"029","7am",7.384615,17.846154,70.92308,3.846154
"001","8am",9.674582,12.137203,62.18118,16.007036
"002","8am",27.366021,9.692132,42.75941,20.18244
"003","8am",8.31643,9.939148,57.20081,24.543611
"004","8am",11.384111,13.022113,49.05815,26.535627
"005","8am",19.023569,8.670034,43.93939,28.367003
"006","8am",11.087645,11.193242,57.33897,20.380148
"007","8am",6.549886,9.291698,47.06778,37.090632
"008","8am",19.886364,11.505682,47.86932,20.738636
"009","8am",12.195122,8.536585,48.29268,30.97561
"010","8am",8.883249,7.360406,46.4467,37.309645
"011","8am",14.133333,12,52.53333,21.333333
"012","8am",13.894523,8.924949,49.08722,28.093306
"013","8am",9.368635,12.525458,53.56415,24.541752
"014","8am",11.538462,9.311741,57.89474,21.255061
"015","8am",5.271829,11.202636,63.42669,20.098847
"016","8am",12.195122,11.219512,56.82927,19.756098
"017","8am",12.850467,7.943925,53.97196,25.233645
"018","8am",15.839243,12.293144,47.99054,23.877069
