"district","hour","occ1","occ2","occ3","occ4","occ5"
"001","4am",2200.56,305.28,356.16,2238.72,305.28
"002","4am",1704.48,903.12,254.4,2480.4,470.64
"003","4am",2365.92,559.68,763.2,2213.28,674.16
"004","4am",5291.52,1411.92,597.84,4909.92,864.96
"005","4am",6258.24,1564.56,330.72,5215.2,610.56
"006","4am",8509.68,1971.6,572.4,3917.76,1106.64
"007","4am",7695.6,1679.04,890.4,7593.84,1539.12
"008","4am",3421.68,699.6,318,2658.48,394.32
"009","4am",4210.32,1030.32,152.64,2353.2,534.24
"010","4am",2760.24,585.12,114.48,2442.24,343.44
"011","4am",3574.32,1030.32,254.4,1895.28,254.4
"012","4am",6728.88,1475.52,508.8,4719.12,661.44
"013","4am",8280.72,2124.24,228.96,4324.8,788.64
"014","4am",3459.84,763.2,279.84,2200.56,508.8
"015","4am",3879.6,597.84,305.28,2251.44,521.52
"016","4am",4426.56,915.84,267.12,1806.24,585.12
"017","4am",4591.92,966.72,190.8,2238.72,394.32
"018","4am",4719.12,1195.68,279.84,1831.68,445.2
"019","4am",3828.72,661.44,165.36,1424.64,508.8
"020","4am",2582.16,445.2,127.2,2124.24,279.84
"021","4am",3994.08,610.56,254.4,1806.24,623.28
"022","4am",3294.48,470.64,190.8,2709.36,445.2
"023","4am",3714.24,661.44,457.92,1666.32,457.92
"024","4am",3167.28,572.4,203.52,1500.96,368.88
"025","4am",3828.72,712.32,241.68,2378.64,508.8
"026","4am",2798.4,419.76,178.08,2213.28,508.8
"027","4am",2734.8,534.24,254.4,1933.44,419.76
"028","4am",3561.6,419.76,127.2,1488.24,432.48
"029","4am",648.72,89.04,0,228.96,12.72
"001","5am",2391.36,305.28,356.16,2251.44,305.28
"002","5am",1729.92,903.12,254.4,2493.12,470.64
"003","5am",2378.64,559.68,763.2,2213.28,674.16
"004","5am",5202.48,1411.92,585.12,4909.92,852.24
"005","5am",6220.08,1564.56,343.44,5189.76,610.56
"006","5am",8407.92,1958.88,559.68,3905.04,1106.64
"007","5am",7581.12,1679.04,890.4,7568.4,1539.12
"008","5am",3307.2,712.32,330.72,2671.2,394.32
"009","5am",4121.28,1030.32,152.64,2353.2,534.24
"010","5am",2772.96,585.12,114.48,2429.52,343.44
"011","5am",3498,1030.32,254.4,1908,254.4
"012","5am",6728.88,1475.52,508.8,4719.12,661.44
"013","5am",8166.24,2124.24,228.96,4337.52,788.64
"014","5am",3421.68,763.2,279.84,2200.56,508.8
"015","5am",3854.16,597.84,292.56,2251.44,521.52
"016","5am",4235.76,915.84,267.12,1780.8,585.12
"017","5am",4439.28,966.72,190.8,2226,394.32
"018","5am",4591.92,1195.68,279.84,1844.4,445.2
"019","5am",3777.84,648.72,165.36,1424.64,508.8
"020","5am",2544,445.2,127.2,2124.24,279.84
"021","5am",3917.76,610.56,254.4,1806.24,623.28
"022","5am",3205.44,470.64,190.8,2722.08,445.2
"023","5am",3752.4,661.44,457.92,1666.32,457.92
"024","5am",3103.68,572.4,203.52,1500.96,368.88
"025","5am",3765.12,712.32,241.68,2365.92,508.8
"026","5am",2772.96,419.76,178.08,2200.56,508.8
"027","5am",2683.92,534.24,254.4,1933.44,419.76
"028","5am",3536.16,419.76,127.2,1488.24,432.48
"029","5am",1144.8,101.76,12.72,228.96,12.72
"001","6am",3319.92,318,356.16,2276.88,318
"002","6am",1793.52,903.12,254.4,2531.28,483.36
"003","6am",2315.04,559.68,763.2,2213.28,661.44
"004","6am",5291.52,1373.76,585.12,4846.32,839.52
"005","6am",6156.48,1577.28,343.44,5253.36,610.56
"006","6am",8369.76,1946.16,559.68,3905.04,1106.64
"007","6am",7072.32,1666.32,890.4,7542.96,1526.4
"008","6am",3319.92,750.48,330.72,2671.2,394.32
"009","6am",3739.68,1004.88,152.64,2327.76,521.52
"010","6am",2658.48,585.12,114.48,2416.8,343.44
"011","6am",3090.96,1043.04,254.4,1882.56,254.4
"012","6am",6207.36,1475.52,508.8,4655.52,674.16
"013","6am",7682.88,2111.52,228.96,4286.64,788.64
"014","6am",3319.92,763.2,279.84,2200.56,508.8
"015","6am",4464.72,521.52,292.56,2213.28,521.52
"016","6am",3828.72,903.12,267.12,1793.52,597.84
"017","6am",4095.84,954,190.8,2226,407.04
"018","6am",4095.84,1170.24,279.84,1844.4,445.2
"019","6am",3396.24,636,139.92,1424.64,496.08
"020","6am",2327.76,445.2,127.2,2124.24,279.84
"021","6am",3523.44,546.96,254.4,1818.96,623.28
"022","6am",3129.12,508.8,190.8,2709.36,445.2
"023","6am",3485.28,648.72,457.92,1666.32,457.92
"024","6am",2823.84,559.68,203.52,1500.96,368.88
"025","6am",3205.44,699.6,241.68,2365.92,508.8
"026","6am",2569.44,419.76,178.08,2162.4,508.8
"027","6am",2518.56,534.24,254.4,1933.44,419.76
"028","6am",3319.92,419.76,127.2,1488.24,432.48
"029","6am",3218.16,203.52,12.72,254.4,12.72
