"district","hour","act1","act2","act3","act4","act5"
"001","4am",5049.84,203.52,0,50.88,63.6
"002","4am",5634.96,76.32,50.88,25.44,25.44
"003","4am",6449.04,63.6,0,0,25.44
"004","4am",12669.12,127.2,0,127.2,101.76
"005","4am",13470.48,152.64,25.44,12.72,89.04
"006","4am",15594.72,203.52,12.72,12.72,76.32
"007","4am",18901.92,139.92,12.72,89.04,127.2
"008","4am",7123.2,178.08,0,12.72,38.16
"009","4am",7988.16,76.32,12.72,0,101.76
"010","4am",6029.28,50.88,0,25.44,50.88
"011","4am",6652.56,101.76,0,50.88,139.92
"012","4am",13521.36,178.08,0,139.92,139.92
"013","4am",15200.4,203.52,25.44,76.32,165.36
"014","4am",6970.56,127.2,0,0,38.16
"015","4am",7135.92,254.4,0,25.44,50.88
"016","4am",7784.64,101.76,12.72,0,50.88
"017","4am",8064.48,89.04,12.72,12.72,50.88
"018","4am",8255.28,25.44,12.72,0,114.48
"019","4am",6410.88,101.76,0,0,0
"020","4am",5456.88,38.16,0,0,25.44
"021","4am",7148.64,101.76,0,0,12.72
"022","4am",6957.84,50.88,0,38.16,25.44
"023","4am",6741.6,89.04,0,0,38.16
"024","4am",5736.72,25.44,0,0,0
"025","4am",7593.84,50.88,0,0,0
"026","4am",5991.12,38.16,0,12.72,0
"027","4am",5724,0,0,0,63.6
"028","4am",5902.08,38.16,0,0,12.72
"029","4am",775.92,165.36,12.72,0,25.44
"001","5am",5011.68,407.04,0,50.88,101.76
"002","5am",5596.8,127.2,50.88,25.44,38.16
"003","5am",6449.04,50.88,0,25.44,25.44
"004","5am",12503.76,178.08,0,127.2,101.76
"005","5am",13330.56,216.24,25.44,12.72,127.2
"006","5am",15353.04,318,12.72,12.72,76.32
"007","5am",18698.4,190.8,12.72,89.04,139.92
"008","5am",6996,228.96,12.72,12.72,63.6
"009","5am",7886.4,89.04,12.72,0,101.76
"010","5am",5978.4,89.04,0,25.44,63.6
"011","5am",6563.52,101.76,0,50.88,139.92
"012","5am",13432.32,254.4,0,139.92,152.64
"013","5am",14971.44,279.84,25.44,89.04,190.8
"014","5am",6906.96,152.64,0,0,38.16
"015","5am",7021.44,356.16,0,25.44,50.88
"016","5am",7606.56,76.32,12.72,0,50.88
"017","5am",7899.12,101.76,12.72,12.72,50.88
"018","5am",8115.36,38.16,12.72,0,114.48
