"district","hour","mode1","mode2","mode3"
"001","4am",0,165.36,0
"002","4am",0,0,0
"003","4am",0,0,0
"004","4am",0,0,0
"005","4am",0,152.64,0
"006","4am",0,0,0
"007","4am",0,0,0
"008","4am",0,0,0
"009","4am",0,0,0
"010","4am",0,0,0
"011","4am",0,0,0
"012","4am",0,0,0
"013","4am",0,0,0
"014","4am",0,0,0
"015","4am",0,152.64,0
"016","4am",0,0,0
"017","4am",0,0,0
"018","4am",0,0,0
"019","4am",0,0,0
"020","4am",0,0,0
"021","4am",0,0,0
"022","4am",0,0,0
"023","4am",0,0,0
"024","4am",0,0,0
"025","4am",0,0,0
"026","4am",0,0,0
"027","4am",0,0,0
"028","4am",0,0,0
"029","4am",0,190.8,0
"001","5am",0,419.76,0
"002","5am",0,0,0
"003","5am",0,0,0
"004","5am",0,0,0
"005","5am",0,267.12,0
"006","5am",0,0,0
"007","5am",0,0,0
"008","5am",0,203.52,0
"009","5am",0,0,0
"010","5am",0,0,0
"011","5am",0,0,0
"012","5am",0,228.96,0
"013","5am",0,228.96,0
"014","5am",0,0,0
"015","5am",0,228.96,0
"016","5am",0,0,0
"017","5am",0,0,0
"018","5am",0,0,0
"019","5am",0,0,0
"020","5am",0,0,0
"021","5am",0,0,0
"022","5am",0,0,0
"023","5am",0,165.36,0
"024","5am",0,0,0
"025","5am",0,0,0
"026","5am",0,0,0
"027","5am",0,0,0
"028","5am",0,0,0
"029","5am",0,725.04,0
"001","6am",0,1602.72,0
"002","6am",0,407.04,0
"003","6am",0,0,0
"004","6am",0,686.88,0
"005","6am",0,750.48,0
"006","6am",0,864.96,0
"007","6am",0,407.04,0
"008","6am",0,585.12,0
"009","6am",0,0,0
"010","6am",0,165.36,0
"011","6am",0,0,0
"012","6am",0,432.48,0
"013","6am",0,610.56,0
"014","6am",0,381.6,0
"015","6am",0,1195.68,0
"016","6am",0,165.36,0
"017","6am",0,0,0
"018","6am",0,0,0
"019","6am",0,0,0
"020","6am",0,0,0
"021","6am",0,0,0
"022","6am",0,178.08,0
"023","6am",0,318,0
"024","6am",0,0,0
"025","6am",0,0,0
"026","6am",0,0,0
"027","6am",0,0,0
"028","6am",0,0,0
"029","6am",0,2912.88,0
"001","7am",457.92,5634.96,165.36
"002","7am",216.24,2785.68,0
"003","7am",0,775.92,0
"004","7am",292.56,3154.56,0
"005","7am",381.6,3370.8,0
"006","7am",0,1895.28,0
"007","7am",0,1475.52,0
"008","7am",203.52,2187.84,0
"009","7am",0,228.96,0
"010","7am",0,496.08,0
"011","7am",0,254.4,0
"012","7am",228.96,1335.6,0
"013","7am",0,2047.92,0
"014","7am",0,915.84,0
"015","7am",0,2467.68,0
"016","7am",0,407.04,0
"017","7am",0,318,0
"018","7am",0,279.84,0
"019","7am",0,152.64,0
"020","7am",0,0,0
"021","7am",0,165.36,0
"022","7am",0,928.56,0
"023","7am",0,534.24,0
"024","7am",0,0,0
"025","7am",0,0,0
"026","7am",0,0,0
"027","7am",0,0,0
"028","7am",0,0,0
"029","7am",0,7517.52,0
"001","8am",814.08,9260.16,381.6
"002","8am",483.36,5889.36,318
"003","8am",0,1322.88,0
"004","8am",546.96,5660.4,0
"005","8am",546.96,5291.52,0
"006","8am",0,2327.76,0
"007","8am",0,2620.32,0
"008","8am",572.4,3319.92,178.08
"009","8am",0,419.76,0
"010","8am",0,788.64,0
"011","8am",0,661.44,0
"012","8am",521.52,2709.36,0
"013","8am",0,3307.2,0
"014","8am",0,1259.28,0
"015","8am",0,2683.92,0
"016","8am",0,508.8,0
"017","8am",0,445.2,0
"018","8am",0,419.76,0
"019","8am",0,203.52,0
"020","8am",0,0,0
"021","8am",0,228.96,0
"022","8am",0,1551.84,0
"023","8am",0,661.44,0
"024","8am",0,0,0
"025","8am",0,152.64,0
"026","8am",0,216.24,0
"027","8am",0,356.16,0
"028","8am",0,0,0
"029","8am",0,11028.24,0
"001","9am",826.8,10125.12,457.92
"002","9am",483.36,6741.6,381.6
"003","9am",0,1462.8,0
"004","9am",623.28,6932.4,190.8
"005","9am",623.28,6029.28,0
"006","9am",0,2365.92,0
"007","9am",0,2887.44,0
"008","9am",559.68,3574.32,190.8
"009","9am",0,407.04,0
"010","9am",0,915.84,0
"011","9am",0,903.12,0
"012","9am",546.96,3752.4,0
"013","9am",0,3981.36,0
"014","9am",0,1386.48,0
"015","9am",0,2760.24,0
"016","9am",0,597.84,0
"017","9am",0,610.56,0
"018","9am",0,407.04,0
"019","9am",0,241.68,0
"020","9am",0,0,0
"021","9am",0,305.28,0
"022","9am",0,1564.56,0
"023","9am",0,648.72,0
"024","9am",0,0,0
"025","9am",0,178.08,0
"026","9am",0,254.4,0
"027","9am",0,318,0
"028","9am",0,0,0
"029","9am",0,12312.96,0
"001","10am",941.28,10455.84,445.2
"002","10am",508.8,7339.44,394.32
"003","10am",0,1691.76,0
"004","10am",699.6,7746.48,216.24
"005","10am",636,6372.72,0
"006","10am",0,2429.52,0
"007","10am",0,3090.96,0
"008","10am",559.68,3612.48,203.52
"009","10am",0,496.08,0
"010","10am",0,1170.24,0
"011","10am",0,1144.8,0
"012","10am",534.24,4286.64,0
"013","10am",0,4108.56,0
"014","10am",0,1386.48,0
"015","10am",0,2836.56,0
"016","10am",0,636,0
"017","10am",0,648.72,0
"018","10am",0,521.52,0
"019","10am",0,228.96,0
"020","10am",0,0,0
"021","10am",0,279.84,0
"022","10am",0,1602.72,0
"023","10am",0,674.16,0
"024","10am",0,0,0
"025","10am",0,190.8,0
"026","10am",0,254.4,0
"027","10am",0,305.28,0
"028","10am",0,0,0
"029","10am",152.64,13241.52,0
"001","11am",966.72,9972.48,534.24
"002","11am",534.24,6996,343.44
"003","11am",0,1437.36,0
"004","11am",674.16,7568.4,254.4
"005","11am",597.84,6194.64,0
"006","11am",0,2429.52,0
"007","11am",0,2823.84,0
"008","11am",534.24,3472.56,190.8
"009","11am",0,394.32,0
