"district","hour","mode1","mode2","mode3"
"001","4am",279.84,2493.12,890.4
"002","4am",267.12,2849.28,877.68
"003","4am",279.84,3230.88,954
"004","4am",470.64,8115.36,839.52
"005","4am",508.8,9094.8,864.96
"006","4am",457.92,11473.44,343.44
"007","4am",826.8,11549.76,1500.96
"008","4am",203.52,4617.36,559.68
"009","4am",101.76,6181.92,228.96
"010","4am",190.8,3955.92,292.56
"011","4am",241.68,4897.2,241.68
"012","4am",674.16,9005.76,521.52
"013","4am",597.84,11168.16,432.48
"014","4am",0,4604.64,178.08
"015","4am",139.92,4731.84,228.96
"016","4am",89.04,5660.4,76.32
"017","4am",152.64,5838.48,114.48
"018","4am",50.88,6245.52,76.32
"019","4am",25.44,4146.72,190.8
"020","4am",63.6,2900.16,127.2
"021","4am",0,5024.4,203.52
"022","4am",114.48,4439.28,318
"023","4am",50.88,4095.84,216.24
"024","4am",12.72,2391.36,178.08
"025","4am",38.16,5367.84,63.6
"026","4am",0,3180,228.96
"027","4am",76.32,2938.32,228.96
"028","4am",0,2811.12,203.52
"029","4am",12.72,190.8,0
"001","5am",279.84,2709.36,890.4
"002","5am",267.12,2887.44,877.68
"003","5am",279.84,3256.32,954
"004","5am",470.64,8000.88,852.24
"005","5am",508.8,9069.36,852.24
"006","5am",457.92,11333.52,343.44
"007","5am",826.8,11409.84,1500.96
"008","5am",203.52,4591.92,521.52
"009","5am",101.76,6080.16,241.68
"010","5am",190.8,3955.92,292.56
"011","5am",241.68,4833.6,241.68
"012","5am",674.16,9005.76,521.52
"013","5am",597.84,11066.4,432.48
"014","5am",0,4566.48,178.08
"015","5am",127.2,4706.4,228.96
"016","5am",89.04,5456.88,76.32
"017","5am",152.64,5685.84,114.48
"018","5am",50.88,6143.76,63.6
"019","5am",25.44,4070.4,203.52
"020","5am",50.88,2874.72,127.2
"021","5am",0,4948.08,203.52
"022","5am",101.76,4375.68,318
"023","5am",50.88,4134,216.24
"024","5am",12.72,2327.76,178.08
"025","5am",38.16,5291.52,63.6
"026","5am",0,3141.84,228.96
"027","5am",76.32,2887.44,228.96
"028","5am",0,2772.96,216.24
"029","5am",12.72,725.04,12.72
"001","6am",305.28,3688.8,877.68
"002","6am",267.12,2989.2,903.12
"003","6am",279.84,3192.72,941.28
"004","6am",445.2,8039.04,839.52
"005","6am",534.24,9107.52,826.8
"006","6am",419.76,11320.8,343.44
"007","6am",826.8,10901.04,1475.52
"008","6am",216.24,4642.8,508.8
"009","6am",101.76,5685.84,216.24
"010","6am",203.52,3816,292.56
"011","6am",228.96,4490.16,203.52
"012","6am",661.44,8484.24,508.8
"013","6am",585.12,10570.32,407.04
"014","6am",0,4464.72,178.08
"015","6am",89.04,5253.36,228.96
"016","6am",89.04,5062.56,76.32
"017","6am",152.64,5367.84,114.48
"018","6am",50.88,5660.4,38.16
"019","6am",12.72,3663.36,203.52
"020","6am",50.88,2671.2,114.48
"021","6am",0,4528.32,190.8
"022","6am",139.92,4286.64,318
"023","6am",25.44,3866.88,228.96
"024","6am",12.72,2047.92,165.36
"025","6am",38.16,4731.84,50.88
"026","6am",0,2912.88,228.96
"027","6am",76.32,2722.08,228.96
"028","6am",0,2569.44,203.52
"029","6am",38.16,2912.88,25.44
"001","7am",661.44,7466.64,954
"002","7am",432.48,4973.52,915.84
"003","7am",254.4,3281.76,877.68
"004","7am",610.56,9082.08,826.8
"005","7am",712.32,10315.92,864.96
"006","7am",190.8,9565.44,305.28
"007","7am",674.16,9730.8,1450.08
"008","7am",318,5266.08,521.52
"009","7am",63.6,4235.76,216.24
"010","7am",139.92,3294.48,254.4
"011","7am",76.32,3370.8,203.52
"012","7am",712.32,7415.76,457.92
"013","7am",267.12,9285.6,343.44
"014","7am",0,3803.28,165.36
"015","7am",25.44,5469.6,203.52
"016","7am",89.04,3828.72,76.32
"017","7am",50.88,3930.48,89.04
"018","7am",12.72,4210.32,25.44
"019","7am",0,2734.8,165.36
"020","7am",25.44,2073.36,114.48
"021","7am",12.72,3396.24,178.08
"022","7am",203.52,4350.24,267.12
"023","7am",0,3332.64,228.96
"024","7am",12.72,1564.56,152.64
"025","7am",25.44,3561.6,38.16
"026","7am",0,2467.68,228.96
"027","7am",76.32,2315.04,216.24
"028","7am",0,2035.2,165.36
"029","7am",38.16,7517.52,25.44
"001","8am",992.16,10684.8,1170.24
"002","8am",610.56,7721.04,1068.48
"003","8am",178.08,3319.92,712.32
"004","8am",775.92,10417.68,788.64
"005","8am",763.2,10379.52,699.6
"006","8am",114.48,8051.76,267.12
"007","8am",407.04,9616.32,1284.72
"008","8am",648.72,5736.72,585.12
"009","8am",38.16,3332.64,178.08
"010","8am",114.48,2925.6,228.96
"011","8am",63.6,2963.76,203.52
"012","8am",826.8,7492.08,470.64
"013","8am",139.92,8636.88,330.72
"014","8am",0,3688.8,203.52
"015","8am",38.16,5202.48,203.52
"016","8am",25.44,3065.52,50.88
"017","8am",25.44,3141.84,76.32
"018","8am",0,3294.48,38.16
"019","8am",0,2149.68,139.92
"020","8am",25.44,1691.76,114.48
"021","8am",12.72,2798.4,178.08
"022","8am",178.08,4566.48,254.4
"023","8am",12.72,2900.16,203.52
"024","8am",12.72,1335.6,165.36
"025","8am",0,2900.16,38.16
"026","8am",12.72,2022.48,203.52
"027","8am",50.88,2111.52,203.52
"028","8am",0,1679.04,190.8
"029","8am",89.04,11028.24,50.88
"001","9am",979.44,11397.12,1246.56
"002","9am",572.4,8268,1106.64
"003","9am",178.08,3205.44,699.6
"004","9am",826.8,11269.92,864.96
"005","9am",814.08,10786.56,636
"006","9am",101.76,7352.16,241.68
"007","9am",381.6,9501.84,1246.56
"008","9am",636,5762.16,534.24
"009","9am",25.44,2862,165.36
"010","9am",101.76,2874.72,267.12
"011","9am",89.04,2938.32,178.08
"012","9am",839.52,8077.2,457.92
"013","9am",139.92,8789.52,330.72
"014","9am",12.72,3587.04,203.52
"015","9am",38.16,5075.28,190.8
"016","9am",25.44,2798.4,63.6
"017","9am",12.72,3167.28,63.6
"018","9am",12.72,2887.44,38.16
"019","9am",12.72,1946.16,139.92
"020","9am",25.44,1564.56,114.48
"021","9am",12.72,2709.36,190.8
"022","9am",190.8,4388.4,267.12
"023","9am",12.72,2645.76,190.8
"024","9am",12.72,1246.56,152.64
"025","9am",0,2531.28,38.16
"026","9am",12.72,1933.44,228.96
"027","9am",50.88,1933.44,190.8
"028","9am",25.44,1513.68,190.8
"029","9am",101.76,12312.96,50.88
"001","10am",1055.76,11626.08,1221.12
"002","10am",572.4,8700.48,1093.92
"003","10am",165.36,3319.92,699.6
"004","10am",903.12,11842.32,928.56
"005","10am",788.64,10404.96,699.6
"006","10am",89.04,7110.48,267.12
"007","10am",343.44,9158.4,1170.24
"008","10am",623.28,5774.88,585.12
"009","10am",38.16,2518.56,139.92
"010","10am",127.2,2963.76,267.12
"011","10am",89.04,2951.04,216.24
"012","10am",864.96,8293.44,470.64
"013","10am",139.92,8433.36,343.44
"014","10am",12.72,3459.84,203.52
"015","10am",25.44,5126.16,216.24
"016","10am",25.44,2556.72,76.32
"017","10am",12.72,2811.12,89.04
"018","10am",25.44,2645.76,38.16
"019","10am",0,1806.24,139.92
"020","10am",12.72,1462.8,139.92
"021","10am",12.72,2353.2,190.8
"022","10am",203.52,4286.64,279.84
"023","10am",12.72,2531.28,178.08
"024","10am",0,1208.4,139.92
"025","10am",0,2238.72,38.16
"026","10am",12.72,1755.36,228.96
"027","10am",50.88,1806.24,190.8
"028","10am",25.44,1335.6,165.36
"029","10am",152.64,13241.52,50.88
"001","11am",1093.92,11269.92,1310.16
"002","11am",623.28,8433.36,1055.76
"003","11am",178.08,3180,572.4
"004","11am",839.52,11715.12,992.16
"005","11am",763.2,10519.44,814.08
"006","11am",101.76,7415.76,228.96
"007","11am",368.88,8967.6,1259.28
"008","11am",610.56,5762.16,521.52
"009","11am",38.16,2836.56,139.92
"010","11am",152.64,2938.32,190.8
"011","11am",63.6,3141.84,228.96
"012","11am",877.68,8433.36,445.2
"013","11am",89.04,8420.64,394.32
"014","11am",12.72,3548.88,190.8
"015","11am",25.44,5177.04,216.24
"016","11am",12.72,2709.36,76.32
"017","11am",25.44,2862,76.32
"018","11am",25.44,2747.52,38.16
"019","11am",0,1806.24,139.92
"020","11am",12.72,1450.08,139.92
"021","11am",12.72,2404.08,165.36
"022","11am",228.96,4375.68,241.68
"023","11am",12.72,2671.2,165.36
"024","11am",0,1106.64,139.92
"025","11am",0,2315.04,38.16
"026","11am",12.72,1806.24,228.96
"027","11am",50.88,1895.28,178.08
"028","11am",25.44,1424.64,165.36
"029","11am",152.64,13292.4,50.88
"001","12am",1093.92,10672.08,1399.2
"002","12am",610.56,8229.84,1093.92
"003","12am",165.36,3230.88,661.44
"004","12am",890.4,11766,966.72
"005","12am",737.76,10226.88,903.12
"006","12am",114.48,7593.84,203.52
"007","12am",343.44,8802.24,1297.44
"008","12am",559.68,5634.96,508.8
"009","12am",38.16,3129.12,165.36
"010","12am",127.2,2925.6,216.24
"011","12am",63.6,3243.6,190.8
"012","12am",915.84,8407.92,483.36
"013","12am",76.32,8395.2,368.88
"014","12am",0,3510.72,190.8
"015","12am",38.16,5138.88,216.24
"016","12am",12.72,2772.96,101.76
"017","12am",25.44,3027.36,76.32
"018","12am",25.44,2785.68,38.16
"019","12am",12.72,1818.96,114.48
"020","12am",12.72,1564.56,139.92
"021","12am",12.72,2416.8,152.64
"022","12am",228.96,4350.24,228.96
