"district","hour","rev5","rev1","rev2","rev3","rev4"
"001","4am",1017.6,2327.76,1030.32,814.08,216.24
"002","4am",1259.28,2391.36,1233.84,839.52,89.04
"003","4am",1106.64,2772.96,1462.8,877.68,356.16
"004","4am",2747.52,4006.8,3866.88,1895.28,559.68
"005","4am",2747.52,2811.12,3612.48,3434.4,1373.76
"006","4am",3116.4,1997.04,4782.72,4324.8,1857.12
"007","4am",3688.8,6588.96,5940.24,2722.08,457.92
"008","4am",1310.16,1653.6,2416.8,1755.36,356.16
"009","4am",1768.08,814.08,2302.32,2645.76,750.48
"010","4am",1144.8,1373.76,1882.56,1386.48,457.92
"011","4am",1170.24,1081.2,1869.84,1857.12,1030.32
"012","4am",2671.2,3103.68,4362.96,3256.32,699.6
"013","4am",3065.52,1844.4,3892.32,4719.12,2226
"014","4am",1844.4,1488.24,1729.92,1602.72,546.96
"015","4am",1411.92,1577.28,2009.76,2009.76,546.96
"016","4am",1551.84,1450.08,2315.04,1920.72,763.2
"017","4am",1653.6,1284.72,2760.24,1971.6,712.32
"018","4am",1653.6,1386.48,3256.32,1653.6,521.52
"019","4am",1399.2,1322.88,2162.4,1386.48,318
"020","4am",1093.92,954,1984.32,1233.84,292.56
"021","4am",1399.2,1272,2493.12,1424.64,699.6
"022","4am",1386.48,1844.4,1831.68,1704.48,343.44
"023","4am",1272,1882.56,2505.84,979.44,318
"024","4am",1093.92,1259.28,2327.76,903.12,228.96
"025","4am",1170.24,1615.44,3192.72,1322.88,368.88
"026","4am",1004.88,1920.72,2149.68,826.8,216.24
"027","4am",1450.08,1335.6,1729.92,1043.04,318
"028","4am",1106.64,1157.52,2467.68,1182.96,114.48
"029","4am",139.92,139.92,165.36,419.76,114.48
"001","5am",1068.48,2353.2,1068.48,890.4,228.96
"002","5am",1259.28,2404.08,1246.56,864.96,76.32
"003","5am",1106.64,2798.4,1462.8,877.68,343.44
"004","5am",2747.52,3943.2,3854.16,1869.84,546.96
"005","5am",2760.24,2798.4,3599.76,3421.68,1348.32
"006","5am",3078.24,1971.6,4770,4273.92,1844.4
"007","5am",3676.08,6512.64,5952.96,2671.2,445.2
"008","5am",1310.16,1628.16,2404.08,1717.2,356.16
"009","5am",1742.64,801.36,2276.88,2620.32,750.48
"010","5am",1119.36,1386.48,1895.28,1373.76,470.64
"011","5am",1144.8,1068.48,1882.56,1818.96,1030.32
"012","5am",2671.2,3116.4,4375.68,3256.32,674.16
"013","5am",3078.24,1844.4,3879.6,4668.24,2175.12
"014","5am",1844.4,1475.52,1717.2,1590,546.96
"015","5am",1399.2,1551.84,1933.44,2073.36,559.68
"016","5am",1526.4,1411.92,2251.44,1857.12,737.76
"017","5am",1577.28,1284.72,2722.08,1933.44,699.6
"018","5am",1640.88,1386.48,3180,1628.16,521.52
"019","5am",1399.2,1310.16,2124.24,1386.48,305.28
"020","5am",1093.92,954,1958.88,1221.12,292.56
"021","5am",1411.92,1284.72,2416.8,1399.2,699.6
"022","5am",1361.04,1844.4,1793.52,1704.48,330.72
"023","5am",1284.72,1920.72,2531.28,954,305.28
"024","5am",1093.92,1233.84,2302.32,890.4,228.96
"025","5am",1170.24,1590,3180,1297.44,356.16
"026","5am",1004.88,1920.72,2111.52,826.8,216.24
"027","5am",1437.36,1322.88,1717.2,1030.32,318
"028","5am",1106.64,1157.52,2454.96,1157.52,127.2
"029","5am",254.4,203.52,343.44,546.96,152.64
"001","6am",1246.56,2404.08,1437.36,1106.64,394.32
"002","6am",1272,2378.64,1246.56,915.84,152.64
"003","6am",1106.64,2722.08,1450.08,903.12,330.72
"004","6am",2760.24,3816,3816,1946.16,597.84
"005","6am",2722.08,2836.56,3625.2,3408.96,1348.32
"006","6am",3040.08,1971.6,4808.16,4261.2,1806.24
"007","6am",3587.04,6410.88,5736.72,2544,419.76
"008","6am",1310.16,1691.76,2429.52,1640.88,394.32
"009","6am",1679.04,763.2,2098.8,2480.4,725.04
"010","6am",1106.64,1399.2,1857.12,1310.16,445.2
"011","6am",1093.92,1081.2,1793.52,1666.32,890.4
"012","6am",2620.32,3040.08,4172.16,3078.24,610.56
"013","6am",3027.36,1831.68,3777.84,4464.72,1997.04
"014","6am",1793.52,1488.24,1717.2,1539.12,534.24
"015","6am",1450.08,1526.4,1997.04,2327.76,712.32
"016","6am",1513.68,1335.6,2111.52,1729.92,699.6
"017","6am",1564.56,1297.44,2569.44,1844.4,597.84
"018","6am",1564.56,1373.76,2976.48,1475.52,445.2
"019","6am",1259.28,1272,1933.44,1361.04,267.12
"020","6am",1017.6,915.84,1920.72,1182.96,267.12
"021","6am",1361.04,1246.56,2213.28,1310.16,636
"022","6am",1361.04,1818.96,1793.52,1691.76,318
"023","6am",1246.56,1857.12,2416.8,877.68,318
"024","6am",1081.2,1208.4,2086.08,864.96,216.24
"025","6am",1106.64,1539.12,2951.04,1132.08,292.56
"026","6am",979.44,1869.84,2009.76,788.64,190.8
"027","6am",1386.48,1310.16,1679.04,992.16,292.56
"028","6am",1055.76,1144.8,2378.64,1081.2,127.2
"029","6am",610.56,470.64,1004.88,1208.4,407.04
"001","7am",1895.28,2569.44,2785.68,2671.2,826.8
"002","7am",1424.64,2518.56,1946.16,1768.08,470.64
"003","7am",1119.36,2531.28,1577.28,979.44,279.84
"004","7am",2887.44,3866.88,4172.16,2429.52,750.48
"005","7am",3027.36,2976.48,4235.76,3637.92,1399.2
"006","7am",2785.68,1997.04,4172.16,3396.24,1437.36
"007","7am",3408.96,6042,5202.48,2162.4,470.64
"008","7am",1513.68,1933.44,2391.36,1831.68,483.36
"009","7am",1424.64,725.04,1806.24,1857.12,419.76
"010","7am",1068.48,1335.6,1602.72,1106.64,381.6
"011","7am",941.28,1093.92,1386.48,1119.36,686.88
"012","7am",2416.8,2976.48,3752.4,2683.92,559.68
"013","7am",2734.8,1704.48,3599.76,3637.92,1666.32
"014","7am",1640.88,1411.92,1615.44,1208.4,483.36
"015","7am",1348.32,1488.24,1984.32,2315.04,915.84
"016","7am",1272,1322.88,1806.24,1272,432.48
"017","7am",1322.88,1221.12,1908,1361.04,483.36
"018","7am",1284.72,1284.72,2327.76,1093.92,305.28
"019","7am",1055.76,1132.08,1717.2,1043.04,152.64
"020","7am",979.44,877.68,1628.16,966.72,216.24
"021","7am",1119.36,1119.36,1895.28,1004.88,483.36
"022","7am",1399.2,1793.52,1729.92,1806.24,330.72
"023","7am",1170.24,1768.08,2111.52,763.2,318
"024","7am",1017.6,1170.24,1857.12,750.48,165.36
"025","7am",941.28,1475.52,2404.08,814.08,190.8
"026","7am",915.84,1882.56,1831.68,597.84,165.36
"027","7am",1272,1322.88,1450.08,941.28,216.24
"028","7am",1017.6,1055.76,2162.4,877.68,101.76
"029","7am",1246.56,877.68,2531.28,2760.24,852.24
"001","8am",2493.12,2862,3828.72,3866.88,1411.92
"002","8am",1933.44,3090.96,2620.32,2480.4,1030.32
"003","8am",1157.52,2289.6,1462.8,1043.04,318
"004","8am",3078.24,3943.2,4362.96,3014.64,1132.08
"005","8am",2963.76,3040.08,4362.96,3447.12,1297.44
"006","8am",2493.12,1831.68,3752.4,2836.56,1132.08
"007","8am",3243.6,5724,4935.36,2238.72,559.68
"008","8am",1729.92,2124.24,2722.08,1908,470.64
"009","8am",1310.16,686.88,1564.56,1361.04,292.56
"010","8am",992.16,1259.28,1488.24,966.72,305.28
"011","8am",775.92,1004.88,1373.76,1068.48,546.96
"012","8am",2544,2938.32,3803.28,2734.8,521.52
"013","8am",2607.6,1704.48,3688.8,3180,1310.16
"014","8am",1577.28,1399.2,1577.28,1310.16,419.76
"015","8am",1361.04,1348.32,1869.84,2238.72,903.12
"016","8am",1093.92,1182.96,1640.88,941.28,356.16
"017","8am",1157.52,1208.4,1602.72,1119.36,356.16
"018","8am",1144.8,1195.68,1997.04,814.08,228.96
"019","8am",992.16,1068.48,1462.8,839.52,127.2
"020","8am",903.12,864.96,1488.24,890.4,139.92
"021","8am",1055.76,1093.92,1577.28,890.4,368.88
"022","8am",1373.76,1793.52,1818.96,1857.12,394.32
"023","8am",1132.08,1679.04,1946.16,636,267.12
"024","8am",979.44,1144.8,1793.52,674.16,139.92
"025","8am",890.4,1322.88,2035.2,737.76,139.92
"026","8am",788.64,1806.24,1653.6,534.24,152.64
"027","8am",1208.4,1259.28,1424.64,864.96,190.8
"028","8am",1004.88,1004.88,2009.76,763.2,101.76
"029","8am",1780.8,1246.56,3599.76,3752.4,1411.92
"001","9am",2620.32,3052.8,4006.8,3930.48,1590
"002","9am",1971.6,3014.64,2823.84,2747.52,1144.8
"003","9am",1170.24,2213.28,1386.48,1043.04,318
"004","9am",3256.32,4108.56,4808.16,3218.16,1106.64
"005","9am",3116.4,3001.92,4375.68,3599.76,1411.92
"006","9am",2365.92,1768.08,3574.32,2531.28,1043.04
"007","9am",3192.72,5685.84,4782.72,2276.88,572.4
"008","9am",1806.24,1997.04,2658.48,1933.44,508.8
"009","9am",1157.52,674.16,1475.52,1170.24,216.24
"010","9am",979.44,1195.68,1500.96,992.16,318
"011","9am",864.96,1068.48,1348.32,1017.6,445.2
"012","9am",2594.88,3167.28,3777.84,2925.6,585.12
"013","9am",2582.16,1806.24,3828.72,3141.84,1272
"014","9am",1539.12,1373.76,1628.16,1233.84,419.76
"015","9am",1297.44,1335.6,1780.8,2238.72,915.84
"016","9am",1030.32,1132.08,1475.52,992.16,330.72
