"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803"
"max";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181"
"4am";"31.803793";"39.353872";"18.629002";"11.644301";"19.883628";"17.057056";"19.352259";"20.108618";"11.265571";" 9.847610";"22.389964";" 8.781954";"19.365023";"17.023954";"24.152735"
"5am";"31.588250";"39.353872";"18.410766";"13.107591";"19.953082";"16.260310";"20.659332";"20.239406";"11.453355";"10.133905";"22.168003";" 8.844244";"18.773447";"17.023954";"23.620806"
"6am";"31.245869";"39.284032";"18.738860";"12.646195";"20.146393";"16.270320";"20.484079";"20.384343";"12.146428";"10.041653";"22.320642";" 9.431843";"18.649298";"17.797372";"23.620806"
"7am";"30.615313";"34.823840";"18.691235";"16.965660";"16.582978";"14.039686";"20.844943";"14.105384";" 8.595113";"11.251186";"18.303037";" 6.869028";"15.065220";"16.927016";"21.684544"
"8am";"30.988105";"30.821295";"21.086068";"14.300846";"10.111796";"14.640666";" 5.434685";"10.277896";" 3.967642";"12.336200";"23.757196";" 5.419260";"12.639949";" 7.534035";"18.557191"
"9am";"29.179413";"32.283524";"22.868952";"13.080111";"10.580077";"14.480865";" 6.402638";"10.456161";" 5.717233";"11.999456";"21.117500";" 4.513216";"10.695834";" 9.739916";"15.878933"
"10am";"28.814188";"32.678478";"22.208144";"15.525153";"11.357553";"15.714105";" 4.092201";"13.681683";" 5.920452";"11.244145";"16.312067";" 4.535618";" 8.261396";" 7.971189";"13.736026"
"11am";"32.874813";"34.788914";"22.834285";"12.400016";"11.330706";"13.147588";" 6.358043";"13.875367";" 5.065765";" 9.712550";"18.925661";" 2.968812";" 9.674862";" 3.622013";"13.777219"
"12am";"32.328213";"31.906461";"20.845221";" 9.176322";"16.713901";"11.249069";"10.373596";"18.392363";" 9.174429";" 9.871275";"16.501396";" 4.726082";"12.718766";"11.761735";"20.806179"
"1pm";"31.883809";"31.510070";"22.458931";" 9.974852";"14.587205";"11.421489";" 5.340608";"15.832190";" 6.639300";"12.292884";"18.511540";" 2.869198";" 8.282474";" 7.073042";"22.128489"
"2pm";"29.567686";"31.922113";"24.251570";"12.249378";"16.687216";"10.680070";" 5.017141";"15.360128";" 7.213360";"10.127396";"18.902863";" 2.719349";" 9.746398";" 8.539630";"18.669454"
"3pm";"29.791346";"31.463318";"22.548330";"14.476936";"17.992522";"11.711541";" 4.448518";"13.069708";" 8.506374";" 7.490084";"17.978204";" 4.742495";"11.358210";" 8.540394";"15.729381"
"4pm";"29.722338";"32.573556";"22.351083";"14.937208";"16.517232";"12.607071";" 7.065216";"16.935702";" 4.045923";" 7.856084";"21.304847";" 3.975657";"11.747887";" 9.423698";"21.908853"
"5pm";"30.596412";"31.741207";"23.999610";"15.875173";"19.242466";"16.746154";"19.977113";"16.728182";" 5.246369";" 6.019021";"25.665773";" 6.689847";"12.239193";"10.154232";"15.974582"
"6pm";"37.782439";"35.887335";"20.528045";"22.370637";"17.637362";"16.359072";" 9.788491";"17.030176";" 6.777208";" 8.041856";"19.328363";" 6.788584";"16.396134";"13.815649";"22.439579"
"7pm";"36.933787";"35.863632";"18.731279";"10.220605";"20.845476";"17.681662";"19.786391";"16.301711";" 8.540218";" 8.680062";"24.382778";" 6.394766";"18.214449";"16.376684";"20.741679"
"8pm";"35.359183";"37.252647";"19.061772";" 9.975538";"19.421390";"18.285308";"17.491015";"19.743080";" 9.108856";" 7.365544";"25.583550";" 9.369641";"19.065986";"16.565278";"23.696696"
"9pm";"33.602841";"39.530499";"17.769079";"10.676787";"19.595470";"18.122253";"19.170043";"20.701744";" 8.787287";" 7.051190";"25.576549";" 8.978516";"20.050470";"16.782484";"22.818214"
"10pm";"33.784998";"40.169437";"18.640768";"10.263975";"19.558576";"17.939782";"18.724320";"19.224571";" 9.172946";" 7.690607";"25.335461";" 9.677111";"20.418509";"16.191826";"23.864585"
"11pm";"34.588523";"38.712545";"18.672522";" 9.978342";"19.708342";"16.344060";"20.400611";"20.478243";" 9.521936";" 8.642583";"26.248524";" 9.802501";"19.020318";"16.406411";"24.654769"
"12pm";"34.771571";"38.712545";"18.153850";"12.034483";"19.708342";"16.370623";"20.324361";"20.381537";"11.287035";" 8.680196";"25.501541";" 9.802501";"19.769722";"16.406411";"24.503530"
"1am";"33.439919";"40.537797";"18.320574";"11.883799";"19.708342";"16.725287";"19.533105";"20.381537";"11.214231";" 8.680196";"25.501541";" 9.802501";"19.769722";"16.607164";"24.503530"
"2am";"33.640696";"40.537797";"18.320574";"11.883799";"19.708342";"16.725287";"19.462695";"20.281241";"11.214231";" 8.680196";"25.501541";" 9.802501";"19.769722";"16.607164";"24.503530"
"3am";"33.640696";"40.537797";"17.626517";"11.883799";"19.708342";"16.725287";"19.462695";"20.475378";"11.214231";" 9.429742";"25.501541";" 9.802501";"19.769722";"16.607164";"24.503530"
