"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137";"138";"139";"140";"141";"142";"143";"144";"145";"146";"201";"202";"203";"204";"205";"206";"207";"208";"209";"210";"211";"212";"213";"214";"215";"216";"217";"218";"219";"220";"221";"222";"223";"224";"225";"226";"227";"228";"229";"230";"231";"232";"233";"234";"235";"236";"237";"238";"239";"240";"241";"242";"243";"244";"245";"246";"247";"248";"249";"250";"251";"252";"253";"254";"255";"256";"257";"301";"302";"303";"304";"305";"306";"307";"308";"401";"402";"403";"404";"405";"406";"501";"502";"503";"504";"505";"506";"507";"508";"509";"510";"511";"512";"513";"514";"515";"516";"517";"518";"519";"520";"521";"522";"601";"602";"603";"604";"605";"606";"607";"608";"609";"610";"611";"612";"613";"614";"615";"616";"617";"618";"701";"702";"703";"704";"705";"706";"707";"708";"709";"710";"711";"712"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399";"10500.58399"
"4am";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"7am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2494.0705";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1385.9725";"   0.0000";"   0.0000";"   0.0000";" 901.0308";"1193.6027";"   0.0000";"   0.0000";"   0.0000";"1841.2346";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1504.2271";"   0.0000";"1540.7158";"   0.0000";"   0.0000";"1781.6541";" 931.7487";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1145.4217";"   0.0000";"   0.0000";" 800.4238";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 953.6100";"   0.0000";"   0.0000";"1053.7189";"   0.0000";"   0.0000";"1380.5794";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2160.2627";"   0.0000";"1176.5782";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 673.4901";"   0.0000";"   0.0000";" 968.1992";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 925.3248";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 870.6121";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"1500.4670";"1091.3539";"2777.9464";"   0.0000";"   0.0000";"1160.2445";"1151.0497";"1655.1846";"   0.0000";" 993.2667";"1689.6953";" 972.5227";"   0.0000";"   0.0000";"   0.0000";"4901.1938";"   0.0000";"1674.3328";"   0.0000";"   0.0000";"1470.8257";"2560.1735";"   0.0000";"   0.0000";"1823.3732";"3212.4774";"1862.0302";"1371.4207";"1184.1112";"1118.6151";"3724.7002";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 868.5448";"   0.0000";"   0.0000";"   0.0000";" 806.7629";"   0.0000";"1256.9528";"1812.5415";"1851.7187";"   0.0000";"   0.0000";"2165.2571";"   0.0000";"1689.9802";"   0.0000";"   0.0000";"2793.7806";"1345.3235";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1058.9236";"2230.0246";"1535.6378";" 917.7151";"1653.7450";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1316.6055";"1645.4144";"   0.0000";"1207.7028";"   0.0000";"1390.6169";"1242.4341";"   0.0000";"   0.0000";"2260.9252";"   0.0000";" 945.5652";"   0.0000";" 815.2971";"   0.0000";"4724.7948";"   0.0000";"1822.6980";"1095.2198";"1022.7208";"1166.5750";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1148.2985";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1423.5522";"   0.0000";" 794.4056";"1526.7272";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1268.6885";"1341.1834";"   0.0000";"   0.0000";"1185.8483";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1238.7639";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"1489.1584";"1217.9371";"3879.3421";"1337.1343";"   0.0000";"1443.0672";"1096.5083";"1714.6035";"   0.0000";"1268.4037";"1795.8418";"1008.9348";"   0.0000";"   0.0000";"   0.0000";"6088.8234";"   0.0000";"1639.0783";"   0.0000";"1292.3423";"1906.9158";"2833.2760";"   0.0000";"   0.0000";"2415.3751";"4117.2094";"2527.7160";"2219.1837";"1849.2476";"1201.6356";"3931.8751";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1457.5282";" 863.6690";" 795.6438";"   0.0000";" 865.1822";"   0.0000";"1518.5940";"2349.0329";"2279.6874";"   0.0000";"   0.0000";"2848.4326";"   0.0000";"1951.6636";"1004.8790";"1038.8735";"2772.1219";"1405.4484";" 768.5191";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1394.4385";"2492.8971";"1687.0658";"1413.8277";"1860.2557";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1544.0486";"1631.9140";"   0.0000";"1439.0422";"1139.6501";"1568.0610";"1281.4947";"   0.0000";"   0.0000";"3018.2152";"   0.0000";"1189.7248";"   0.0000";" 776.7584";"   0.0000";"5352.2307";"   0.0000";"1896.5027";"1285.2905";"1141.8437";"1544.3620";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 781.6934";"1267.5417";"   0.0000";"   0.0000";" 970.3792";"   0.0000";"1983.4567";"   0.0000";"1049.7224";"1607.6156";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 855.9332";"   0.0000";"1258.8255";"1368.1424";"   0.0000";"   0.0000";"1588.3323";"   0.0000";" 907.2217";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1292.3962";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 799.7791";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"1517.2885";"1479.4853";"4123.3694";"1554.1168";"   0.0000";"1640.5306";"1233.7149";"1611.0267";"   0.0000";"1257.4490";"1813.5423";"1008.9348";"   0.0000";"1053.2680";"   0.0000";"6688.4648";"   0.0000";"1699.1240";"   0.0000";"1359.0253";"2197.0172";"3052.3746";"1154.2866";"   0.0000";"2628.6181";"4089.8677";"2314.2404";"1866.9208";"1891.8473";"1244.2205";"3844.4791";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1406.7501";" 836.1157";" 792.8397";"   0.0000";" 915.9544";"   0.0000";"1518.5940";"2261.0319";"2315.8895";"   0.0000";"   0.0000";"3044.6863";"   0.0000";"2045.7855";"1144.4288";" 975.4039";"2772.1219";"1703.4273";" 772.8874";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1457.9756";"3039.2242";"1677.8918";"1413.8277";"1943.9922";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1786.0809";"1485.6279";"   0.0000";"1777.5802";"1065.5732";"1619.1232";"1333.3154";"   0.0000";"   0.0000";"3061.7929";"   0.0000";"1469.7251";"   0.0000";" 706.1747";"   0.0000";"5559.2920";"   0.0000";"1836.1150";"1132.4974";"1291.9737";"1288.0130";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 782.7128";"1253.9268";"   0.0000";"   0.0000";" 974.1172";"   0.0000";"1821.9428";"   0.0000";" 936.7526";"1818.3628";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 948.2982";"   0.0000";"1268.2035";"1421.7075";"   0.0000";"   0.0000";"1431.6243";"1148.3169";"1050.2432";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 768.8845";"   0.0000";"1364.5221";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
