"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257";"2619.257"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"998.735";"692.503";"746.123";"514.104";"  0.000";"381.285";"  0.000";"807.546";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"1904.656";"1652.123";"1620.392";" 670.580";"   0.000";" 815.054";" 578.488";"1149.990";"   0.000";"   0.000";" 518.574";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"2113.660";"1553.638";"1722.163";" 999.870";"   0.000";" 915.616";" 667.926";"1653.961";"   0.000";"   0.000";" 478.169";" 427.808";"   0.000";" 336.023";"   0.000"
"10am";"2046.160";"1491.621";"1863.297";"1044.460";"   0.000";" 978.060";" 598.796";"1563.563";"   0.000";"   0.000";" 505.708";" 384.708";"   0.000";"   0.000";"   0.000"
"11am";"2175.177";"1247.890";"1595.267";" 629.591";"   0.000";" 818.079";" 505.526";"1317.623";"   0.000";"   0.000";" 592.719";" 443.159";"   0.000";"   0.000";"   0.000"
"12am";"1433.913";" 695.443";" 835.251";" 430.127";"   0.000";" 410.153";"   0.000";"1003.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1949.485";"1388.072";"1560.423";" 622.367";"   0.000";" 834.381";" 526.273";"1397.256";"   0.000";"   0.000";" 815.365";" 388.720";"   0.000";"   0.000";"   0.000"
"2pm";"2532.582";"1727.971";"1816.832";" 770.407";"   0.000";"1280.351";" 449.145";"1481.360";"   0.000";"   0.000";" 574.425";" 367.074";"   0.000";" 751.026";"   0.000"
"3pm";"2447.067";"1729.162";"1865.408";" 891.524";"   0.000";"1177.905";" 470.512";"1429.475";"   0.000";"   0.000";" 561.695";" 410.901";"   0.000";" 617.907";"   0.000"
"4pm";"2619.257";"1667.332";"1514.188";" 576.421";"   0.000";"1041.113";" 472.072";"1246.438";"   0.000";"   0.000";" 502.152";" 373.470";"   0.000";" 643.683";"   0.000"
"5pm";"1619.622";"1219.582";" 979.247";" 416.294";"   0.000";" 484.133";"   0.000";" 966.790";"   0.000";"   0.000";"   0.000";" 262.490";"   0.000";" 469.843";"   0.000"
"6pm";"719.056";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"687.164";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"394.441";"  0.000";"658.841";"  0.000";"  0.000";"  0.000";"  0.000";"624.194";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"342.429";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
