"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";"  0.5637440";"  0.0000000";"  0.6417194";"  0.0000000";"  0.0000000";"  1.0986524";"  0.0000000";"  0.0000000";"  0.0000000";"  0.4722309";"100.0000000";" 96.5203602";"100.0000000";"100.0000000";"100.0000000";" 99.3054572";"  0.0000000";"100.0000000";"100.0000000"
"5am";"  1.5367934";"  0.0000000";"  0.6711384";"  0.4425812";"  0.0000000";"  3.4663079";"  0.0000000";"  0.0000000";"  0.0000000";"  1.0414891";"100.0000000";" 96.4208326";" 99.5052336";" 99.3637825";" 99.3914447";" 98.5980339";"  0.0000000";"100.0000000";"100.0000000"
"6am";"  4.6450141";"  0.0000000";"  0.6976119";"  1.3255752";"  1.2308416";"  6.5950316";"  0.9307043";"  0.7400121";"  0.0000000";"  3.6526347";"100.0000000";" 96.3099082";" 97.4604665";" 89.3158775";" 99.3637115";" 97.1793973";"  0.0000000";" 99.4440630";" 99.1703744"
"7am";"13.896322";" 3.957914";"10.688116";" 7.184333";"16.480713";"18.229473";"11.341657";" 2.057076";" 5.282984";"14.731931";"99.283655";"94.799943";"93.116441";"83.411396";"98.151177";"96.657105";" 0.000000";"98.123513";"93.811626"
"8am";"19.512331";"11.347898";"17.422225";"11.161535";"19.096357";"26.842230";"16.845769";" 6.782735";"11.418592";"23.055408";"98.125245";"93.157646";"87.255295";"74.072742";"98.184364";"91.448658";" 0.000000";"94.957821";"82.075486"
"9am";"22.019159";"13.579547";"19.139033";"13.992784";"20.573667";"28.189124";"18.110956";" 6.768257";"16.978288";"25.826441";"97.756377";"89.292305";"84.914313";"70.401918";"97.493562";"87.820567";" 0.000000";"93.719144";"79.256941"
"10am";"21.555284";"14.330067";"19.376638";"15.391755";"20.954028";"28.625649";"18.042242";" 9.239888";"16.056872";"24.845248";"97.609874";"91.823330";"83.439451";"66.710152";"95.533312";"83.333480";" 0.000000";"90.708695";"75.020767"
"11am";"20.128907";"12.913406";"17.260003";"14.413446";"21.197664";"27.579565";"16.560562";" 9.808742";"14.652155";"24.586172";"97.667876";"89.849434";"84.445551";"71.679233";"98.192201";"86.726515";" 0.000000";"91.904388";"78.161105"
"12am";"18.230440";"10.736113";"13.185624";"12.747537";"12.666752";"29.004566";"14.517859";" 6.046434";"13.000236";"16.248491";"98.243245";"95.973327";"91.877565";"78.364672";"98.952499";"96.572070";" 0.000000";"93.949402";"85.100204"
