"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12";"20.12"
"max";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1";"10412.1"
"4am";"2072.36";"2263.50";"2313.80";"3621.60";"2142.78";"2343.98";"3822.80";"3178.96";"2947.58";"2987.82";"3259.44";"4205.08";"4698.02";"3832.86";"4345.92";"5211.08";"3953.58";"3551.18";"4869.04";"3490.82";"3601.48";"4114.54";"3983.76";"3712.14";"3842.92";"3601.48";"5683.90";"3360.04";"1509.00"
"5am";"2102.54";"2323.86";"2303.74";"3621.60";"2062.30";"2263.50";"3842.92";"3158.84";"2806.74";"2997.88";"3440.52";"4225.20";"4708.08";"3732.26";"4205.08";"5170.84";"3852.98";"3480.76";"4718.14";"3440.52";"3551.18";"3973.70";"3732.26";"3591.42";"3732.26";"3480.76";"5573.24";"3279.56";"1740.38"
"6am";"2203.14";"2213.20";"2273.56";"3963.64";"1901.34";"1921.46";"4024.00";"3138.72";"2555.24";"3239.32";"3671.90";"4647.72";"4506.88";"3319.80";"3732.26";"4808.68";"3531.06";"3229.26";"4315.74";"3048.18";"3138.72";"3571.30";"3158.84";"3118.60";"3450.58";"3178.96";"5533.00";"3078.36";"3138.72"
"7am";"3098.48";"2343.98";"2183.02";"4436.46";"1901.34";"1589.48";"4748.32";"3048.18";"1911.40";"4345.92";"4637.66";"4778.50";"4798.62";"2575.36";"2595.48";"3531.06";"2615.60";"2364.10";"3269.50";"2203.14";"3098.48";"2867.10";"2635.72";"2434.52";"3028.06";"2494.88";"5774.44";"2655.84";"4939.46"
"8am";"4728.20";"2494.88";"2122.66";"4869.04";"2213.20";"1368.16";"5472.64";"3108.54";"1820.86";"5593.36";"5985.70";"4215.14";"5211.08";"1750.44";"1981.82";"2977.76";"2072.36";"1871.16";"2585.42";"1911.40";"3158.84";"2454.64";"2555.24";"2354.04";"2686.02";"2042.18";"6227.14";"2092.48";"6237.20"
"9am";"4869.04";"2354.04";"2092.48";"4848.92";"2183.02";"1418.46";"5663.78";"3148.78";"1720.26";"5875.04";"6518.88";"4235.26";"5341.86";"1639.78";"1830.92";"2937.52";"2012.00";"1780.62";"2585.42";"1810.80";"3199.08";"2323.86";"2555.24";"2343.98";"2615.60";"1901.34";"6317.68";"2092.48";"6699.96"
"10am";"4879.10";"2444.58";"2132.72";"4828.80";"2273.56";"1418.46";"5573.24";"3088.42";"1680.02";"5844.86";"6800.56";"4184.96";"5543.06";"1669.96";"1760.50";"2897.28";"2001.94";"1730.32";"2545.18";"1820.86";"3138.72";"2303.74";"2504.94";"2243.38";"2615.60";"1881.22";"6287.50";"2052.24";"6800.56"
"11am";"4858.98";"2434.52";"2142.78";"4828.80";"2283.62";"1348.04";"5603.42";"3239.32";"1680.02";"5824.74";"6720.08";"4396.22";"5543.06";"1700.14";"1770.56";"2927.46";"2072.36";"1760.50";"2484.82";"1830.92";"3219.20";"2343.98";"2525.06";"2293.68";"2645.78";"1861.10";"6337.80";"2001.94";"6810.62"
