"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114";"56.7795348446114"
"4am";" 6.718977";" 6.067409";"17.722334";"10.520253";"21.531462";"34.907772";"27.267720";"24.438974";"10.862523";"25.452590";"25.107875";"16.010943";"20.654724";"27.077751";"36.654791";"25.212807";"12.510646";"27.234521";" 7.637991";"14.948008";"20.589692";"31.312508";"38.065356";"27.346955";"34.318412";"26.135172";"16.597566";"19.882439";"13.710051";"15.881580";"17.149648";"14.707794";"13.639062";"12.000955";"23.590344";"41.494369";"35.890582";"20.255872";"33.781472";"37.825707";" 4.532551"
"5am";" 6.654038";" 6.041400";"18.387160";" 9.218849";"21.863702";"34.193162";"28.191354";"24.110195";"13.457021";"25.981077";"24.906165";"15.698801";"19.803943";"27.768548";"36.142981";"25.327035";"12.638948";"26.861441";" 7.784491";"14.490493";"20.684118";"31.774003";"36.404242";"27.872018";"34.669394";"26.211541";"17.088676";"19.585771";"15.048553";"16.698026";"17.182861";"14.581338";"13.850530";"12.176491";"23.518161";"40.299301";"35.383196";"19.935085";"34.838846";"38.345199";" 4.604637"
"6am";" 5.670180";" 5.653541";"18.546806";" 9.453487";"21.691094";"33.671640";"29.087245";"26.183794";"14.161282";"23.948400";"21.692570";"15.303883";"19.970564";"27.862916";"37.051747";"25.735650";"12.003273";"25.887224";" 8.890153";"15.885419";"21.250990";"30.872707";"36.003904";"29.494203";"35.055679";"27.134293";"17.925727";"17.712670";"15.354567";"14.272945";"16.976693";"14.800714";"14.130150";"13.276492";"25.495986";"38.997056";"34.075960";"22.828572";"32.933348";"37.256380";" 4.925720"
"7am";" 7.438341";" 8.981594";"21.279311";"10.258768";"20.337829";"43.651325";"27.870185";"25.893759";"15.415717";"23.236690";"20.407058";"17.221202";"19.032304";"25.211951";"39.251391";"26.895979";"12.326600";"26.463575";"12.055493";"12.764285";"25.634322";"35.246098";"32.989614";"31.753455";"41.711445";"28.867045";"19.246636";"17.210803";"14.699076";"15.197229";"15.293927";"12.286649";"14.928851";"17.268222";"26.966227";"40.269194";"35.741463";"20.819343";"34.096650";"39.528129";" 5.611847"
"8am";" 8.629866";" 8.971259";"26.686705";"11.019464";"20.950657";"42.888584";"33.936150";"26.550217";"16.820974";"23.542247";"16.841257";"18.149662";"18.193601";"25.081777";"39.274765";"27.748283";"11.424724";"25.996661";"14.399863";"16.070115";"27.078119";"35.482401";"26.184099";"32.050949";"40.772165";"29.689457";"21.626570";"18.459122";"13.459077";"13.232205";"13.637576";"14.815546";"16.431076";"17.843863";"25.425141";"39.895356";"36.301147";"21.033877";"33.384839";"37.691733";" 8.794001"
"9am";"11.652045";" 9.197716";"24.155469";"10.566458";"20.534302";"44.058513";"30.577278";"26.630845";"17.582205";"23.377738";"18.394570";"19.641794";"18.588127";"17.426281";"40.493067";"29.954228";"13.066440";"25.326572";"14.271958";"15.728035";"27.292457";"37.772959";"22.919983";"31.324491";"40.978630";"33.005726";"21.233481";"16.980119";"14.708725";"12.008195";"12.898534";"13.682800";"15.478009";"20.396757";"25.629164";"37.410635";"35.347336";"20.938544";"33.945266";"36.292778";" 9.147345"
"10am";"11.839611";" 9.324591";"25.604403";"10.818356";"19.237896";"39.325088";"29.459929";"28.325598";"17.143256";"23.323905";"20.483018";"15.546920";"20.844577";"18.497653";"40.160617";"30.415784";"13.215269";"25.506693";"13.443924";"13.072524";"25.234631";"37.355186";"26.207733";"33.263279";"41.641464";"30.921808";"21.698937";"17.789971";"14.789999";"16.266015";"13.425589";"12.258200";"16.003188";"21.041277";"24.615256";"37.148987";"36.632131";"22.855491";"36.098666";"36.996617";" 8.979319"
"11am";"12.642988";"10.593206";"24.059701";"11.063343";"20.941568";"35.709497";"32.321993";"28.972808";"16.652710";"22.653819";"19.811418";"17.643353";"17.976343";"21.359987";"40.803567";"30.015159";"12.989909";"25.149904";"13.751569";"16.498292";"26.427387";"38.894003";"25.553530";"33.764175";"41.663772";"29.755570";"22.165997";"18.083107";"14.948928";"17.687311";"13.737848";"12.710069";"14.476261";"17.113309";"27.890002";"38.250735";"34.424118";"21.122485";"34.161111";"37.399063";" 9.265752"
"12am";"12.617156";" 9.513647";"24.070268";" 9.708832";"21.350409";"38.887397";"35.950643";"26.869365";"15.237809";"23.994828";"20.216577";"17.238610";"17.324374";"21.213309";"41.712882";"28.373544";"11.454620";"27.448345";"12.366499";"16.471654";"24.866775";"36.600945";"30.973129";"32.845048";"39.645461";"26.843992";"25.202873";"17.354403";"13.971566";"17.954920";"15.839167";"10.707138";"14.231653";"17.365932";"27.742586";"35.830594";"31.682474";"20.162498";"35.223617";"39.351228";" 8.924381"
"1pm";"16.649785";" 8.963495";"24.833590";"10.510183";"20.765415";"37.313954";"30.386318";"28.524987";"16.192608";"22.891152";"18.850387";"16.843695";"18.934654";"23.238621";"41.163692";"30.462301";"12.675948";"26.105658";"15.329806";"14.347331";"25.572883";"34.763428";"25.859927";"33.478511";"39.452884";"26.129623";"24.426171";"17.942116";"13.498315";"15.533971";"16.917147";"13.969848";"13.682807";"19.598128";"26.795738";"34.099983";"38.441653";"18.879097";"37.264562";"37.675132";" 9.436515"
"2pm";"19.504022";" 8.187687";"25.463785";" 9.852061";"21.839888";"41.335342";"24.475068";"28.859609";"16.647169";"20.942464";"17.223861";"17.363069";"18.329241";"23.748111";"40.737340";"28.518083";"14.340328";"26.457095";"15.904429";"13.076141";"25.684912";"37.035255";"24.041717";"33.167907";"36.721793";"26.958165";"19.919551";"21.627497";"13.871810";"15.083492";"16.192553";"12.221663";"16.696404";"20.963777";"27.993600";"36.754958";"41.158668";"16.294218";"33.927083";"38.406715";"10.762411"
"3pm";"16.416530";" 6.677184";"22.541530";" 9.375194";"21.999744";"43.418153";"24.772658";"29.006546";"15.021142";"22.251908";"19.024365";"15.928147";"19.825837";"22.883645";"40.714750";"29.227875";"16.533118";"28.670023";"17.328274";"15.758777";"23.246477";"35.194151";"25.563065";"32.415610";"39.010115";"24.297425";"20.510521";"22.445064";"14.199485";"15.715684";"15.759079";"15.834648";"18.126723";"18.285702";"27.892640";"36.746106";"37.418909";"18.450882";"35.815267";"37.161630";" 9.605758"
"4pm";"17.567205";" 7.894345";"23.550677";" 8.697247";"25.303616";"39.146851";"28.558353";"27.800874";"13.654322";"21.854596";"19.382565";"16.018867";"22.131503";"24.567371";"46.262918";"27.054526";"14.922646";"28.293559";"16.511268";"16.298656";"20.395782";"32.124354";"28.474914";"32.399276";"34.763691";"26.576197";"20.350177";"19.414476";"13.261603";"16.890650";"14.566155";"15.560861";"16.020213";"14.991806";"22.715954";"37.207667";"38.752299";"17.040869";"34.426413";"38.727227";" 5.157674"
"5pm";"12.600913";" 7.618422";"21.013409";"11.844318";"22.538678";"30.607401";"29.874543";"31.988157";"12.384831";"24.304630";"21.622946";"15.192480";"20.650745";"32.779977";"39.402646";"29.220880";"15.541304";"27.398206";"13.287648";"12.589783";"17.568493";"30.763857";"38.280291";"27.900236";"33.139933";"28.469593";"18.600456";"20.499966";"14.775938";"15.247092";"14.404708";"13.768915";"15.675381";"14.518839";"27.328153";"38.433669";"38.951988";"15.995131";"35.832142";"36.083519";" 6.303596"
"6pm";" 9.770460";" 6.746436";"21.778664";"13.802023";"21.141389";"27.903177";"31.972997";"28.873728";" 9.813367";"27.847897";"20.298785";"14.703583";"20.684008";"30.583040";"36.881779";"28.543834";"15.777727";"28.817309";" 8.586039";"13.237882";"18.034573";"30.061841";"38.933367";"27.245310";"35.475153";"27.268607";"15.682021";"18.174620";"13.513860";"16.774842";"16.342265";"12.534252";"13.102155";"13.470797";"24.461951";"43.101288";"40.411235";"18.380115";"35.436402";"36.133811";" 4.057131"
"7pm";" 7.470465";" 6.265865";"18.162620";"11.994494";"21.945193";"31.022238";"30.821898";"26.772142";"10.898128";"27.990936";"21.267237";"13.995240";"21.220649";"27.184018";"36.094918";"27.532362";"14.741843";"28.840041";" 8.799255";"14.183229";"19.939437";"32.466592";"37.747287";"26.769051";"34.364144";"27.179865";"16.525209";"18.254637";"14.537372";"16.959674";"18.485847";"12.788528";"13.649873";"12.968016";"24.053388";"42.807996";"38.305122";"21.333186";"33.833969";"37.315411";" 4.856441"
"8pm";" 7.155785";" 6.237500";"17.591113";" 9.725778";"23.913020";"33.003565";"27.740707";"25.758625";"11.379966";"27.531220";"25.842195";"14.517066";"20.624962";"27.477846";"36.730154";"28.296054";"14.457771";"27.990148";" 8.216627";"13.802218";"20.045832";"32.502447";"37.467593";"26.529885";"35.091110";"26.822097";"15.898321";"18.738004";"14.207258";"16.514954";"16.971020";"15.906965";"13.681778";"12.380645";"23.502205";"41.635323";"38.509602";"20.152763";"34.054043";"37.827583";" 4.546481"
"9pm";" 7.466821";" 6.198848";"13.453361";"10.561528";"25.404240";"34.330591";"29.888955";"25.684753";"10.880788";"26.072600";"24.474778";"15.975011";"19.884580";"26.928241";"37.439990";"26.958773";"13.812456";"26.465406";" 8.083445";"15.206984";"20.665108";"32.807498";"36.690491";"27.283973";"34.437838";"25.889923";"16.002515";"19.536693";"14.273796";"14.806359";"16.799948";"16.348847";"13.953302";"12.356457";"24.205966";"41.001721";"37.349679";"19.794455";"33.428921";"38.001569";" 4.509108"
"10pm";" 6.030442";" 6.059220";"17.252678";"10.977896";"25.034927";"32.667656";"30.273535";"25.453428";"10.664516";"25.341705";"25.485043";"15.690386";"20.569829";"27.813359";"37.378442";"26.375537";"12.714768";"27.914794";" 7.829256";"15.704629";"20.505880";"32.441085";"37.390334";"26.857987";"34.950785";"25.798359";"15.788501";"19.395499";"14.259707";"14.862520";"16.723475";"16.292283";"13.659529";"12.306402";"23.606761";"40.781560";"37.701160";"19.652706";"32.892962";"37.373364";" 4.460989"
"11pm";" 6.252537";" 6.023943";"17.590546";"10.784211";"24.770427";"32.667656";"30.877168";"25.453428";"10.664516";"25.264468";"25.485043";"15.648492";"20.569829";"27.691805";"37.609746";"26.212307";"12.494758";"27.149417";" 7.807342";"15.704629";"20.319690";"32.441085";"37.390334";"26.330866";"34.950785";"25.798359";"15.568887";"19.223813";"14.194677";"14.862520";"15.968011";"17.170091";"13.496683";"12.306402";"23.606761";"40.781560";"37.487371";"19.652706";"33.659341";"36.999351";" 4.475599"
"12pm";" 6.347696";" 5.965897";"17.849976";"10.784211";"24.770427";"33.766395";"29.443925";"25.912219";"10.664516";"25.033250";"25.485043";"15.772242";"20.569829";"27.691805";"37.609746";"26.212307";"12.494758";"26.727698";" 7.738139";"15.704629";"20.319690";"32.441085";"37.390334";"26.330866";"34.950785";"25.435737";"15.329813";"19.223813";"14.194677";"14.656307";"15.840786";"16.014650";"13.496683";"12.306402";"23.351712";"40.781560";"36.923139";"19.551559";"33.231571";"36.999351";" 4.475599"
"1am";" 6.420076";" 6.023943";"17.849976";"10.784211";"24.770427";"34.494478";"27.949988";"25.912219";"10.542300";"24.837543";"25.485043";"15.695322";"20.569829";"27.691805";"37.609746";"26.212307";"12.494758";"26.727698";" 7.802309";"15.704629";"20.319690";"32.441085";"37.390334";"26.330866";"34.950785";"25.435737";"15.329813";"19.223813";"14.194677";"14.656307";"15.840786";"16.014650";"13.496683";"12.306402";"23.351712";"41.048735";"36.585950";"19.551559";"33.019620";"36.999351";" 4.475599"
"2am";" 6.339921";" 6.023943";"17.849976";"10.784211";"24.770427";"34.494478";"27.949988";"25.912219";"10.449091";"24.837543";"25.485043";"15.848344";"20.569829";"27.691805";"37.609746";"26.212307";"12.494758";"26.727698";" 7.802309";"15.704629";"20.319690";"32.441085";"37.390334";"26.330866";"34.950785";"25.435737";"15.213009";"19.223813";"14.194677";"14.772708";"15.840786";"16.014650";"13.496683";"12.306402";"23.351712";"41.048735";"36.585950";"19.551559";"32.656036";"36.999351";" 4.475599"
"3am";" 6.339921";" 6.140217";"17.849976";"10.784211";"24.436539";"34.494478";"27.949988";"25.912219";"10.449091";"24.837543";"25.485043";"15.848344";"20.569829";"27.691805";"37.609746";"26.212307";"12.494758";"26.727698";" 7.802309";"15.704629";"20.319690";"32.441085";"37.390334";"26.330866";"34.950785";"25.435737";"15.213009";"19.223813";"14.194677";"14.772708";"16.434480";"15.027260";"13.496683";"12.306402";"23.351712";"41.048735";"36.585950";"19.551559";"32.656036";"36.999351";" 4.475599"
