"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666";"16298.666"
"4am";"3604.3181";"2967.4106";"4649.5064";"4015.6115";"6080.3594";"4151.6526";"2250.7880";"3783.7444";"5013.9131";"3213.5827";"3890.3933";" 106.2849";"3656.0411";"1302.6466";"1030.6468";"3924.4195";" 919.4738";"1287.9600";"1829.1914";"2831.7476";"2770.8306";"3036.1398";"3892.8311";"3345.2137";" 866.5222";"1749.7404";" 293.2264";"1685.9537";"2619.8793";"4629.0077";"2617.2378";"3112.8307";"3031.3026";"3871.7105";"3124.2478";"5349.6170";"3884.9474";"2046.0339";"2130.3709";"2566.1792";"2752.7345";"1519.9782";"2028.2976";"1969.3326";"2789.0710";"2536.1446";"3256.3110";"2695.2801";"1532.7227";"2828.6723";"4284.2168";"4864.3417";"2472.4643";"2610.1027";"3196.1508";"2233.3442";"2970.6702";"2770.3267";"4012.8307";"2779.0387";"1991.6201";"3219.2263";"1321.0406";"3488.7168";"1990.9616";"2290.9172"
"5am";"3604.3181";"2967.4106";"4649.5064";"4015.6115";"6080.3594";"4071.8233";"2250.7880";"3783.7444";"4928.8040";"3213.5827";"3960.2364";" 106.2849";"3656.0411";"1302.6466";"1030.6468";"3924.4195";" 919.4738";"1287.9600";"1829.1914";"2831.7476";"2770.8306";"3036.1398";"3892.8311";"3345.2137";" 823.7636";"1749.7404";" 293.2264";"1685.9537";"2724.5346";"4629.0077";"2617.2378";"3112.8307";"3031.3026";"3871.7105";"3124.2478";"5349.6170";"3884.9474";"2046.0339";"2130.3709";"2566.1792";"2752.7345";"1519.9782";"2028.2976";"1861.6022";"2789.0710";"2536.1446";"3173.3307";"2625.4370";"1532.7227";"2828.6723";"4284.2168";"4864.3417";"2367.8090";"2610.1027";"3196.1508";"2233.3442";"2841.2407";"2770.3267";"4095.8110";"2779.0387";"1991.6201";"3219.2263";"1321.0406";"3488.7168";"1990.9616";"2290.9172"
"6am";"3534.8689";"2881.4806";"4649.5064";"4108.7687";"6142.9482";"4071.8233";"2222.9495";"3794.1714";"4979.9512";"3134.9228";"3883.2475";" 106.2849";"3734.7010";"1302.6466";"1030.6468";"3912.1630";" 958.0356";"1410.2920";"1664.3086";"2703.4435";"2712.5156";"3036.1398";"3671.3360";"3405.9435";" 820.1641";"1779.6960";" 293.2264";"1734.0424";"2916.3708";"5257.4381";"2430.9334";"3032.6769";"2849.2219";"3772.7053";"2891.6929";"5060.7953";"4020.2089";"1952.5774";"2072.8557";"2506.5031";"2554.7563";"1406.7868";"1929.1330";"1861.6022";"2721.0639";"2618.6024";"2827.6969";"2592.1281";"1698.5612";"2662.3995";"3913.0733";"4790.3824";"2285.3428";"2455.2938";"2970.5680";"2172.4505";"2240.8044";"2352.3503";"3690.0590";"2296.6683";"1640.9008";"2741.7838";"1211.6582";"3363.8794";"1990.9616";"2082.3962"
"7am";"3123.2850";"3843.7646";"4902.6028";"3976.0152";"5294.2138";"3856.6315";"1538.7820";"2871.5159";"3934.8821";"2813.5950";"3336.2587";" 106.2849";"3451.5049";"1387.3255";"1030.6468";"3664.5375";" 929.0898";"1575.7125";"1460.5983";"2329.7163";"2937.7673";"2542.5857";"5916.3795";"2941.7949";"1315.6800";"1453.3436";" 731.1919";"2967.1744";"5661.4190";"6782.0057";"1873.2537";"3060.1265";"2026.7432";"3082.0263";"1835.3483";"3884.3946";"3801.8412";"2117.1149";"1843.1788";"2146.6965";"2723.5604";"1188.8379";"1107.5395";"1546.7958";"2088.9492";"2794.1930";"3024.8721";"2082.3736";"1801.4454";"1868.3259";"2543.4450";"3205.3339";"1812.5647";"2578.1180";"1981.6389";"1776.3012";"1148.1568";"1740.1296";"2090.5357";"1626.5315";"1377.4213";"1735.9158";" 810.2709";"2481.0813";"1662.0653";"1786.4822"
"8am";" 3558.4309";" 5717.2192";" 5955.0800";" 5581.7955";" 3922.3003";" 3163.0275";" 1530.4051";" 1876.0626";" 3120.0166";" 2124.7864";" 2179.2379";"  304.6697";" 3274.9617";" 1377.8204";" 1127.7269";" 2206.2379";" 1772.1014";" 1503.2384";"  957.1835";" 2201.4556";" 2132.7585";" 1611.4161";" 8711.9619";" 3246.6699";" 3535.5074";" 1639.2320";" 1618.2934";" 6995.9317";"10194.8688";"12859.3263";" 1466.2184";" 3507.3767";" 1470.9419";" 2946.3709";" 1419.4869";" 2662.8816";" 3302.3644";" 2883.5870";" 1453.5305";" 1158.2027";" 1742.2113";" 1138.8600";"  986.4365";" 1336.3357";" 1328.4649";" 4137.6677";" 2153.9121";" 1371.8930";" 1779.3066";" 1023.5405";" 1880.0347";" 1806.6679";" 1541.4217";" 2907.4171";"  501.3316";" 1336.1681";" 1204.2757";"  902.3584";" 1137.5360";"  899.8687";" 1023.0011";" 1234.8164";"  571.9763";" 2325.2629";" 1022.6664";" 1442.2381"
"9am";" 3611.1323";" 6231.9810";" 5594.4996";" 5943.8763";" 3574.0887";" 3583.9284";" 1721.9525";" 2409.4913";" 2494.8520";" 2028.6852";" 1923.1032";"  498.3567";" 3939.8186";" 1246.4468";"  831.2291";" 1850.7001";" 2114.0686";" 1500.2905";" 1096.3555";" 1691.6410";" 2025.3435";" 1399.9281";"11230.7850";" 3829.1444";" 3992.2575";" 1655.7521";" 1505.3115";" 9238.1672";"11645.8685";"15516.7621";" 1463.5353";" 4080.6278";" 1338.9128";" 2614.9384";" 1298.1476";" 2352.6647";" 3558.8118";" 2627.5787";" 1395.0732";" 1030.2764";" 2035.1967";" 1069.3285";" 1188.7655";" 1262.3718";"  839.0265";" 4763.6698";" 1757.0431";" 1347.2705";" 1758.7894";" 1374.0769";" 1651.8031";" 1553.7618";" 1224.4603";" 2730.8768";"  473.1446";" 1452.3998";"  961.6885";"  777.3911";"  967.8630";"  967.0804";" 1045.7240";" 1356.4303";"  495.6835";" 2075.4391";" 1003.7170";" 1418.3946"
"10am";" 3421.3434";" 6892.8102";" 5659.6607";" 5609.2405";" 3324.1437";" 3093.8859";" 1327.2403";" 2695.8755";" 1877.2140";" 1843.0534";" 2041.9533";"  470.1559";" 3961.2400";" 1126.0830";"  605.1604";" 1925.0345";" 2024.1194";" 1946.2519";" 1078.2143";" 1840.9539";" 2275.1796";" 1240.7302";"10901.4170";" 3914.3127";" 4074.2021";" 1733.4997";" 1378.3664";" 9717.7314";"11920.2103";"15663.2970";" 1377.7861";" 3769.0461";" 1580.4726";" 2455.4184";" 1229.3905";" 2052.8881";" 3532.4269";" 2737.7875";" 1302.0240";"  993.4137";" 1977.5192";" 1230.7093";"  733.1524";" 1586.6424";"  880.5970";" 4651.1086";" 2437.9835";"  985.2688";" 2380.5097";"  912.6392";" 1827.4700";" 1790.8629";" 1386.5717";" 2837.5970";"  248.5751";" 1552.1630";" 1284.5135";"  615.0888";" 1109.2648";"  786.9683";"  942.7489";" 1487.3602";"  386.8904";" 2014.2384";" 1003.7170";"  877.8102"
"11am";" 3497.4104";" 7132.3388";" 5679.2165";" 5343.4777";" 3870.4825";" 3130.8090";" 1397.2756";" 2458.6540";" 2543.7282";" 2093.9180";" 2155.4512";"  589.9301";" 3864.7761";" 1191.6183";"  816.4909";" 1863.7671";" 2203.4847";" 1889.3472";"  969.4875";" 1686.4853";" 2498.0017";" 1392.4720";"10564.6666";" 3910.5490";" 4034.0779";" 1849.0379";" 1313.8853";" 8752.6103";"11418.1821";"15531.9921";" 1468.6230";" 3439.8549";" 1443.5882";" 2737.7648";" 1294.8805";" 2000.9861";" 3390.2769";" 3004.6963";" 1359.7015";" 1015.3690";" 1777.7420";"  888.4601";"  733.1524";" 1725.1105";"  880.5970";" 4550.4865";" 2168.4705";" 1101.6027";" 2261.4279";" 1179.6472";" 2183.3752";" 1790.8629";" 1326.2946";" 2997.8450";"  544.5650";" 1236.3911";" 1225.3502";"  623.0902";" 1396.8648";"  786.9683";"  942.7489";" 1413.8921";"  466.0401";" 2196.6990";"  959.1753";" 1009.8679"
