"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942"
"4am";"3485.372";"2705.677";"4967.367";"3078.740";"3280.617";"3405.615";"3594.172";"3830.803";"2257.485";"2949.004";"3038.054";"2990.725";"2403.184";"2926.970";"2832.733";"2759.990";"3888.446";"2894.030";"2507.152";"4168.152";"3451.381";"2870.239";"3477.623";"2262.941";"3440.246";"3264.476";"2422.942";"3203.373";"3217.997";"3504.567"
"5am";"3485.372";"2705.677";"4967.367";"3078.740";"3254.510";"3405.615";"3674.532";"3830.803";"2257.485";"2533.132";"3064.161";"3214.794";"2441.033";"2910.457";"3025.887";"2986.234";"3888.446";"2799.511";"2677.619";"4168.152";"3500.593";"2639.007";"3477.623";"2219.387";"3440.246";"3293.495";"2452.875";"3245.820";"3172.902";"3504.567"
"6am";"3523.156";"2629.120";"4885.157";"2984.417";"3313.665";"3353.454";"3504.407";"3773.729";"2308.554";"2489.313";"3189.330";"3211.119";"2313.881";"2846.332";"3150.789";"2992.669";"3746.792";"2754.362";"2643.387";"4098.218";"3545.900";"2639.007";"3283.365";"2185.912";"3266.268";"3293.495";"2256.016";"3195.936";"3134.213";"3705.360"
"7am";"2915.837";"2250.361";"4918.971";"3082.911";"2718.753";"3400.380";"3371.458";"3114.060";"2450.507";"2220.335";"3884.014";"3424.160";"2879.774";"2761.868";"3281.545";"3484.482";"3350.477";"2794.884";"2340.669";"4205.516";"3430.152";"2577.401";"2857.540";"2091.731";"3376.899";"2838.345";"2045.191";"3341.414";"2908.854";"3609.638"
"8am";"3088.789";"2045.477";"5298.233";"3157.591";"2517.505";"2998.445";"2617.588";"2734.238";"2618.373";"1685.360";"5093.296";"3403.857";"2570.262";"2435.822";"3187.297";"4928.327";"3071.470";"2941.204";"2512.291";"3661.535";"3793.176";"2569.139";"2744.634";"1657.384";"3435.981";"2362.911";"1699.175";"3750.442";"2513.519";"3254.768"
"9am";"2909.582";"1878.082";"5439.993";"3288.957";"2409.733";"2723.468";"2567.262";"2775.772";"3094.179";"1799.591";"5294.959";"3479.306";"2538.019";"2389.486";"3103.789";"5525.447";"2767.918";"2907.681";"2715.429";"4168.491";"3849.219";"2519.511";"2215.470";"1799.392";"3484.817";"2293.508";"1783.465";"3711.125";"2293.862";"3241.854"
"10am";"2776.855";"1993.757";"5574.575";"3225.265";"2229.345";"2792.373";"2631.479";"2773.309";"2851.189";"1485.080";"5244.920";"3351.859";"3014.545";"2396.594";"3179.389";"5670.404";"2739.464";"2739.558";"2658.781";"4195.379";"3661.528";"2425.081";"2267.332";"1645.339";"3401.008";"2126.604";"1689.907";"3668.356";"2329.624";"3581.720"
"11am";"2776.855";"1704.657";"5626.221";"3353.660";"2500.313";"2918.150";"2649.647";"2864.356";"2653.201";"1627.638";"4764.339";"3476.549";"2437.574";"2541.548";"3182.746";"5528.378";"2814.377";"2670.263";"2611.169";"4035.500";"4245.835";"2093.333";"2200.177";"1851.364";"3280.167";"2112.473";"1529.593";"3727.045";"2661.678";"3286.482"
