"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866";"7038.866"
"4am";" 0";"0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";"0"
"5am";" 0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"7am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"756.768";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1777.651";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1997.529";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"   0.000";"   0.000";" 564.517";"   0.000";"   0.000";"2086.325";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2033.879";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1204.954";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1416.112";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1564.225";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1481.756";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1372.865";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"5pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"485.462";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"6pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"9pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"10pm";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
