"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408";"67.2677291504408"
"4am";"37.38159";"37.52481";"41.17128";"41.45713";"38.91559";"51.79545";"45.87332";"19.94004";"38.91760";"34.26163";"42.71513";"21.75681";"25.76526";"46.05061";"47.35797";"49.26892";"54.92146";"48.97501";"49.77196";"53.87568";"54.06930";"49.25313";"58.23623";"47.30960";"52.33822";"56.89095";"57.20019";"50.35533";"54.09561";"48.30499";"40.61987"
"5am";"37.15354";"36.13462";"41.20388";"40.92940";"37.64063";"51.79545";"46.86118";"18.43750";"37.30641";"34.11648";"41.06350";"19.27441";"24.92107";"52.31458";"47.89352";"48.58980";"55.26991";"47.47975";"54.18707";"57.56047";"52.54843";"49.22167";"57.68006";"47.70527";"51.22858";"55.35496";"56.84506";"49.17525";"53.49598";"47.47139";"40.61987"
"6am";"37.75618";"33.25463";"42.64690";"39.11040";"36.10304";"50.76973";"48.29930";"19.99285";"36.79822";"31.81639";"40.23046";"16.09635";"22.96540";"54.40821";"46.01146";"46.82428";"55.54727";"45.14586";"54.50627";"58.49664";"46.63263";"49.03329";"56.34321";"48.46983";"51.18430";"53.67145";"56.37328";"48.14551";"52.64077";"47.19584";"39.85010"
"7am";"42.99591";"29.61875";"40.98322";"41.28461";"35.09784";"41.60051";"46.06196";"22.72650";"34.59887";"38.22395";"39.31861";"19.69023";"28.96113";"56.88568";"46.15740";"41.93335";"51.90233";"36.31982";"55.70076";"66.53015";"40.77229";"42.46767";"54.03064";"43.40962";"46.76147";"46.08040";"50.36991";"48.48256";"44.38696";"46.63303";"37.81619"
"8am";"51.81143";"27.89901";"40.62579";"42.14203";"28.58465";"35.24057";"50.84952";"30.06789";"31.61203";"38.66133";"34.65824";"22.49481";"35.05152";"63.63845";"46.00855";"30.19844";"42.08906";"34.63742";"56.01058";"65.07561";"42.11814";"36.56580";"53.56728";"42.05362";"43.72105";"41.89556";"40.42917";"46.97457";"40.66546";"44.76345";"37.53131"
"9am";"51.85584";"27.53866";"40.32599";"40.59146";"31.75189";"36.66924";"50.02530";"29.72725";"30.89240";"38.16514";"39.82665";"22.86685";"38.39109";"62.62646";"42.35599";"29.52058";"41.04328";"33.95791";"54.98328";"60.92064";"42.11838";"34.18928";"54.55426";"39.10144";"44.05083";"39.63152";"36.99749";"48.97831";"40.25681";"49.47481";"35.24614"
"10am";"46.44986";"28.02963";"40.31545";"44.90319";"29.94343";"37.49667";"50.02095";"32.04487";"31.25029";"38.25623";"38.28291";"27.51104";"35.67570";"62.88080";"46.88607";"32.95715";"44.40772";"32.76587";"55.03452";"60.77188";"43.41587";"35.33660";"55.24026";"37.34892";"43.35919";"41.59622";"36.52892";"45.26917";"39.69469";"49.29032";"36.54064"
"11am";"53.26494";"26.33958";"38.30662";"41.75951";"32.46987";"37.51385";"51.12342";"28.19863";"28.47486";"34.53485";"37.21226";"25.24805";"38.11760";"66.60265";"38.56064";"32.80426";"45.41082";"35.05956";"55.78098";"65.08841";"43.13879";"35.31355";"48.67143";"41.04239";"43.77173";"40.74780";"39.92393";"49.14616";"35.97740";"45.57938";"38.02211"
