"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888";"7838.888"
"4am";"   0.000";"   0.000";"  59.938";"   0.000";"  31.244";"   0.000";"   0.000";"  40.523";"   0.000";"  93.691";"   0.000";"   0.000";"   0.000";" 149.055";"6058.951";"6746.227";"7214.029";"4397.294"
"5am";"   0.000";"   0.000";" 140.458";"  46.714";"  31.244";"   0.000";"   0.000";"  40.523";"   0.000";"  93.691";"  27.377";"  38.176";"   0.000";" 142.900";"5966.553";"6735.995";"7174.543";"4352.778"
"6am";"  76.614";"   0.000";" 231.952";"  46.714";"  31.244";"  37.128";"   0.000";"  40.523";"  70.714";" 117.134";"  66.863";"  61.965";" 117.325";" 357.436";"5767.569";"6089.669";"6630.518";"4133.178"
"7am";" 921.534";" 195.873";" 533.304";" 384.293";" 144.602";" 481.480";" 181.308";" 536.863";" 419.345";" 355.619";" 162.534";" 201.901";" 412.725";" 835.718";"4424.369";"5148.279";"4561.813";"3124.121"
"8am";" 923.771";" 389.877";"1036.807";" 853.178";" 297.966";" 663.928";" 359.478";" 717.294";" 625.400";" 425.110";" 294.121";" 457.279";" 674.376";"1398.199";"3216.957";"3686.845";"4014.816";"2256.609"
"9am";"1115.412";" 389.877";"1103.660";" 816.050";" 321.409";" 710.222";" 359.478";" 860.241";" 670.495";" 399.450";" 388.924";" 570.072";" 680.844";"1204.728";"3080.995";"3632.533";"3767.637";"2129.650"
"10am";"1140.800";" 487.862";"1094.696";" 751.498";" 362.377";" 626.800";" 359.478";" 906.564";" 684.230";" 399.180";" 509.784";" 735.409";" 703.526";"1448.150";"2867.391";"3439.988";"3476.737";"1892.977"
"11am";" 942.296";" 457.671";" 983.391";" 795.762";" 316.273";" 589.014";" 359.478";" 630.428";" 722.064";" 484.489";" 399.465";" 557.883";" 720.852";"1337.446";"2960.213";"3572.755";"4000.699";"2220.345"
"12am";" 919.117";" 441.151";" 807.175";" 546.124";" 285.029";" 558.129";" 313.807";" 487.481";" 546.073";" 277.953";" 307.269";" 483.889";" 451.901";"1050.501";"3644.380";"4510.973";"4307.538";"2473.729"
"1pm";"1033.572";" 412.983";" 785.258";" 756.886";" 205.756";" 694.816";" 359.478";" 571.203";" 868.166";" 305.759";" 327.611";" 529.572";" 627.301";"1140.127";"3424.279";"3857.093";"4131.457";"2213.611"
"2pm";"1154.501";" 377.766";" 749.254";" 787.536";" 227.972";" 668.932";" 359.478";" 587.165";" 798.038";" 305.759";" 399.489";" 455.026";" 627.301";"1199.019";"3175.589";"3893.922";"3945.285";"2173.257"
"3pm";"1215.240";" 405.049";" 734.769";" 658.491";" 158.498";" 542.300";" 359.478";" 547.217";" 664.202";" 346.282";" 387.633";" 568.834";" 637.060";" 986.537";"3219.860";"4258.876";"4071.722";"1919.237"
"4pm";"1169.027";" 317.625";" 471.219";" 543.536";" 117.975";" 395.447";" 329.287";" 378.655";" 556.850";" 294.445";" 331.448";" 547.258";" 475.407";"1000.880";"3348.042";"4552.469";"5101.016";"2560.866"
"5pm";" 708.490";" 127.577";" 183.751";" 337.322";"   0.000";" 218.238";" 102.087";" 148.577";" 168.179";" 179.532";" 269.551";" 429.289";" 515.241";" 839.487";"4254.682";"4891.407";"6061.693";"3266.595"
"6pm";" 244.372";" 173.402";" 151.441";" 192.055";"   0.000";" 191.708";"  45.095";" 108.574";" 183.862";"  49.383";" 191.779";" 169.340";" 178.234";" 388.072";"5323.082";"5658.505";"6518.933";"3507.944"
"7pm";" 331.994";" 123.938";" 109.341";" 140.227";"  35.036";" 111.790";"  45.095";"  39.948";"  70.213";"  49.383";" 152.293";"  73.594";"  97.941";" 283.321";"5638.353";"6107.047";"7039.466";"4005.784"
"8pm";" 312.280";"   0.000";"  68.818";"  45.095";"  35.036";"  73.163";"  93.691";"   0.000";"  25.118";"  49.383";" 118.803";"  58.705";" 104.343";" 219.611";"5938.409";"6550.167";"7050.971";"4015.298"
"9pm";" 272.794";"   0.000";"  38.627";"  45.095";"  35.036";"  73.163";"  93.691";"   0.000";"  25.118";"  72.826";"  88.085";"  58.705";" 104.343";" 189.420";"5965.278";"6550.167";"7118.954";"4105.753"
"10pm";" 213.856";"   0.000";"  38.627";"  45.095";"  35.036";"  73.163";"   0.000";"   0.000";"  25.118";"  49.383";"   0.000";"  58.705";"  74.152";" 189.420";"6011.992";"6650.068";"7375.440";"4242.114"
"11pm";" 173.333";"   0.000";"   0.000";"  45.095";"  35.036";"  26.869";"   0.000";"   0.000";"  25.118";"   0.000";"   0.000";"  36.502";"  30.650";" 189.420";"6011.992";"6699.341";"7505.869";"4326.387"
"12pm";" 109.942";"   0.000";"   0.000";"   0.000";"  35.036";"  26.869";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  36.502";"  54.093";"  86.164";"6051.940";"6802.597";"7550.964";"4351.505"
"1am";"   0.000";"   0.000";"   0.000";"   0.000";"  35.036";"  26.869";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  36.502";"  23.443";"  86.164";"6122.538";"6872.591";"7550.964";"4351.505"
"2am";"   0.000";"   0.000";"   0.000";"   0.000";"  35.036";"  26.869";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  36.502";"  23.443";"  86.164";"6122.538";"6872.591";"7550.964";"4351.505"
"3am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  26.869";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  36.502";"  23.443";"  86.164";"6157.574";"6872.591";"7550.964";"4351.505"
