"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11";"11693.11"
"4am";" 38.513";"  0.000";"  0.000";" 23.173";"  0.000";"177.245";" 29.926";"  0.000";"  0.000";" 25.656";" 56.949";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"5am";" 38.513";"  0.000";"  0.000";" 23.173";"  0.000";"234.147";" 29.926";"  0.000";"  0.000";" 25.656";" 56.949";"  0.000";"  0.000";"  0.000";"  0.000";" 51.289";"  0.000";"  0.000";"  0.000"
"6am";" 38.513";" 13.669";"  0.000";"  0.000";" 23.173";"270.567";" 29.926";"  0.000";"  0.000";" 25.656";" 56.949";"  0.000";"  0.000";"  0.000";"  0.000";" 92.388";"  0.000";"  0.000";"  0.000"
"7am";" 38.513";" 13.669";"  0.000";"  0.000";"269.409";"496.648";"260.378";" 27.988";"  0.000";" 25.656";" 85.550";"  0.000";" 50.304";"  0.000";"  0.000";" 92.388";"  0.000";"  0.000";"  0.000"
"8am";"  67.781";"  13.669";"   0.000";"  25.656";" 291.872";"1024.123";" 447.795";"  79.431";"  59.058";" 101.366";" 175.388";"   0.000";"  78.401";"   0.000";"  70.822";" 213.112";"  24.164";"  59.880";" 449.516"
"9am";" 365.634";"  81.200";" 129.401";" 314.907";" 365.080";"1443.227";" 489.956";"  56.873";" 147.516";" 304.838";" 274.596";"  37.596";" 205.388";"  95.863";" 161.543";" 319.379";"  55.450";" 125.688";" 533.771"
"10am";" 543.483";"  27.338";" 110.629";" 302.653";" 387.958";"1870.005";" 573.085";" 361.319";" 106.731";" 608.813";" 211.266";" 118.611";" 328.985";" 125.968";" 200.319";" 520.052";"  79.614";" 209.054";" 388.819"
"11am";" 358.110";"  73.503";" 111.541";" 175.232";" 435.264";"1784.131";" 460.527";" 188.985";"  12.042";" 854.262";" 125.716";" 177.565";" 244.066";"  69.583";"  96.724";" 157.058";"  89.230";" 103.393";" 462.476"
"12am";"1036.543";" 176.720";" 150.959";" 265.934";" 359.780";"2242.906";" 484.054";" 180.740";"  75.829";" 660.268";" 168.423";" 187.223";" 567.764";" 117.560";" 190.242";" 178.282";"  23.958";" 199.384";" 344.097"
"1pm";" 728.417";" 138.664";"  60.908";" 232.749";" 286.788";"1769.816";"1200.132";" 313.878";"  49.970";" 550.704";" 240.497";" 106.870";"   0.000";" 155.630";"   0.000";"  95.569";"  23.958";" 199.118";" 675.965"
"2pm";" 900.307";" 168.810";" 186.126";" 307.815";" 494.833";"1996.546";" 478.841";" 703.634";"  98.843";" 804.578";" 434.928";" 142.220";"  91.395";" 115.573";" 132.811";" 258.619";" 246.284";" 284.456";" 681.517"
"3pm";"1379.586";" 168.810";" 413.916";" 452.752";" 496.190";"3454.825";" 670.139";" 579.862";" 177.538";" 800.207";" 526.484";" 315.982";" 333.178";" 234.001";"  95.279";" 528.601";" 275.317";" 141.743";" 791.435"
"4pm";"1351.809";" 192.328";" 364.502";" 908.678";" 184.709";"2588.640";" 756.196";" 592.582";" 176.293";" 892.800";" 637.256";" 182.717";" 608.594";" 109.082";" 144.195";" 512.798";" 276.575";" 101.723";" 453.415"
"5pm";"1163.396";" 126.349";" 261.884";" 684.201";" 134.627";"2359.978";" 840.963";" 390.306";"  92.359";" 522.042";" 496.166";" 492.286";" 402.664";"  95.217";" 186.181";" 578.032";" 226.846";" 334.267";" 473.928"
"6pm";" 900.170";"  65.040";" 206.726";" 801.863";" 314.787";"1372.811";" 686.202";" 312.021";" 320.235";" 279.045";" 155.926";" 877.016";" 313.833";" 229.180";" 123.361";" 624.521";" 170.281";" 435.354";" 356.742"
"7pm";" 600.044";"  84.211";" 236.805";" 644.774";" 531.587";"1592.200";" 433.451";" 333.351";" 603.496";" 594.600";" 142.910";" 377.712";"  81.653";" 271.355";" 170.775";" 400.208";"  34.679";" 472.250";" 452.497"
"8pm";" 792.940";" 159.131";" 373.687";" 148.527";" 440.290";"2615.248";" 204.899";" 227.886";" 396.094";" 790.080";" 191.764";" 140.590";" 125.014";" 192.666";" 548.074";" 354.814";"   0.000";" 175.646";" 348.695"
"9pm";" 516.126";"  47.268";" 321.781";" 104.338";" 236.907";"2640.505";" 135.251";" 136.004";" 307.297";" 764.965";" 153.013";" 133.286";" 125.014";" 197.011";" 286.980";" 247.574";"   0.000";"  88.209";" 871.019"
"10pm";" 305.121";"   7.219";" 221.928";" 284.085";" 111.899";"1497.459";"  72.301";"  90.497";" 111.723";" 536.914";"  17.499";"  38.590";"  46.480";"  79.001";" 286.980";"  62.109";"   0.000";"  77.444";" 210.179"
"11pm";"215.906";"  7.219";"148.932";"206.427";"  0.000";"699.882";" 41.968";"  0.000";" 59.458";"205.727";" 17.499";" 38.590";" 19.794";" 79.001";"114.231";" 23.437";"  0.000";" 77.444";"102.538"
"12pm";"135.700";"  0.000";"  0.000";" 35.340";"  0.000";"583.159";"205.727";"  0.000";" 59.458";"  0.000";" 17.499";" 38.590";"  0.000";" 79.001";" 63.182";" 23.437";"  0.000";" 77.444";"102.538"
"1am";"135.700";"  0.000";"  0.000";" 35.340";"  0.000";"476.297";"205.727";"  0.000";" 36.420";"  0.000";"  0.000";" 38.590";"  0.000";" 79.001";"  0.000";" 23.437";"  0.000";" 77.444";" 72.370"
"2am";" 76.680";"  0.000";"  0.000";" 35.340";"  0.000";"476.297";" 29.926";"  0.000";"  0.000";"  0.000";"  0.000";" 38.590";"  0.000";" 40.250";"  0.000";" 23.437";"  0.000";" 45.656";"  0.000"
"3am";"115.193";"  0.000";"  0.000";" 35.340";"  0.000";" 56.727";" 29.926";"  0.000";"  0.000";"  0.000";"  0.000";" 38.590";"  0.000";" 40.250";"  0.000";" 23.437";"  0.000";" 45.656";"  0.000"
