"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838"
"4am";"6278.739";"6295.289";"6226.032";"7755.994";"4538.679";"4408.598";"5173.235";"5682.494";"4269.197";"4150.777";"5213.475";"7803.838";"7178.796";"6969.995";"6058.951";"6746.227";"7137.148";"4397.294"
"5am";"6232.365";"6295.289";"6190.988";"7723.140";"4500.339";"4380.199";"5124.567";"5392.508";"4177.944";"4169.397";"5092.554";"7711.490";"7178.796";"6916.045";"5966.553";"6570.930";"7097.662";"4352.778"
"6am";"6111.960";"6050.306";"6138.092";"7520.166";"4397.385";"4109.937";"4979.042";"5327.263";"4017.516";"4214.221";"4920.333";"7667.978";"6864.033";"6436.048";"5749.262";"5886.428";"6553.637";"4133.178"
"7am";"4713.134";"4911.425";"4903.991";"5946.557";"3289.963";"3263.192";"3382.708";"3590.524";"2990.092";"3376.643";"3684.082";"6019.983";"5292.088";"4817.659";"4217.314";"4798.633";"4131.319";"3026.279"
"8am";"3305.722";"3245.461";"3567.631";"4190.629";"2396.330";"2206.509";"2359.752";"3006.999";"2385.235";"2524.698";"2744.154";"4124.010";"3620.801";"3506.894";"2830.636";"3086.772";"2913.494";"2044.949"
"9am";"2560.131";"3095.332";"3057.984";"3693.778";"2088.952";"1993.387";"2041.860";"2674.971";"2203.529";"2216.596";"2237.754";"4275.383";"3094.697";"3268.544";"2638.182";"2842.035";"2511.139";"1877.523"
"10am";"2649.262";"2834.279";"3176.199";"2983.077";"1858.187";"1825.502";"1827.423";"2575.951";"1827.331";"2412.666";"2001.639";"3735.083";"3168.400";"3074.231";"2405.865";"2516.562";"2188.614";"1604.911"
"11am";"2809.839";"3262.871";"3354.999";"3571.458";"1923.566";"2093.598";"2069.218";"2949.756";"2285.384";"2463.781";"2359.079";"4082.708";"3208.459";"3050.386";"2514.657";"2838.881";"2695.628";"1967.525"
"12am";"3892.127";"4449.363";"4301.706";"4869.589";"2367.205";"2813.165";"3054.368";"3555.947";"2854.451";"3045.932";"3108.348";"4836.712";"3911.702";"4045.931";"3314.357";"3897.295";"3643.693";"2342.242"
"1pm";"3179.659";"3794.829";"3789.228";"3852.239";"2060.500";"2146.782";"2503.412";"3145.220";"2426.344";"2792.561";"2544.234";"4327.743";"3467.757";"3600.150";"3085.000";"3235.522";"3049.512";"2144.793"
"2pm";"2471.024";"3431.764";"3256.743";"3359.073";"1704.402";"1823.378";"2351.690";"2791.626";"2030.324";"2313.304";"2134.708";"4001.126";"3401.661";"3300.810";"2753.451";"3057.321";"2780.290";"2022.860"
"3pm";"2048.015";"3035.276";"2677.436";"3786.021";"1849.851";"2002.403";"2142.096";"2846.538";"2055.148";"2280.970";"2438.060";"3856.619";"3373.548";"3207.829";"2713.739";"3326.364";"2605.229";"1667.493"
"4pm";"2499.909";"3122.297";"3045.529";"3992.906";"2259.818";"2371.438";"2486.630";"3368.069";"2481.481";"2629.114";"2541.427";"4216.321";"3903.658";"3466.473";"2816.900";"3671.760";"3554.725";"2261.925"
"5pm";"3041.828";"3913.798";"4409.000";"4917.631";"2818.672";"3071.551";"3412.052";"4121.396";"2882.402";"3232.806";"3162.509";"5442.315";"5084.132";"4860.585";"3899.417";"4326.671";"4919.788";"3049.759"
"6pm";"4461.312";"5055.208";"5081.519";"6093.430";"3329.930";"3534.044";"4320.548";"4376.260";"3516.155";"3954.164";"3988.030";"5996.065";"6292.888";"6055.597";"5052.650";"5210.616";"5893.543";"3358.367"
"7pm";"4886.400";"5569.249";"5660.438";"6626.665";"3851.298";"4027.610";"4601.025";"5106.489";"3702.372";"4250.602";"4294.925";"6543.799";"7239.938";"6755.208";"5512.002";"5738.304";"6512.575";"3771.838"
"8pm";"5022.002";"6022.811";"5829.221";"6817.397";"3909.020";"4323.376";"4748.862";"5255.824";"3924.633";"4337.160";"5017.607";"7068.323";"7208.145";"7077.120";"5729.536";"6298.136";"6623.517";"3912.179"
"9pm";"4898.139";"5855.437";"6316.251";"7054.153";"4064.764";"4378.756";"4789.099";"5324.232";"3933.275";"4284.950";"5018.784";"7290.167";"7194.122";"7102.089";"5910.934";"6313.632";"6833.494";"4002.634"
"10pm";"5323.663";"6072.324";"6483.546";"7060.723";"4080.335";"4551.157";"5043.156";"5456.469";"4117.260";"4394.562";"5162.194";"7418.612";"7290.551";"7373.650";"5993.456";"6575.995";"7129.466";"4177.065"
