"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267";"1811.267"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"497.979";"379.052";"672.525";"  0.000";"  0.000";"  0.000";"  0.000";"585.274";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";" 792.639";" 798.672";"1004.965";"   0.000";"   0.000";" 563.705";" 368.152";" 640.713";"   0.000";"   0.000";" 298.296";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1096.380";" 621.581";" 954.898";" 558.108";"   0.000";" 620.133";" 415.459";"1014.112";"   0.000";"   0.000";" 333.869";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"1179.967";" 664.448";"1067.276";" 539.771";"   0.000";" 646.870";" 421.771";" 978.361";"   0.000";"   0.000";" 352.954";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"1106.741";" 505.453";" 849.999";"   0.000";"   0.000";" 498.072";" 353.818";" 698.856";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"920.131";"503.244";"536.064";"  0.000";"  0.000";"  0.000";"  0.000";"497.014";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"1pm";"871.283";"721.860";"835.380";"  0.000";"  0.000";"462.963";"396.726";"703.363";"  0.000";"  0.000";"550.995";"  0.000";"  0.000";"  0.000";"  0.000"
"2pm";"1239.205";" 972.783";" 908.030";" 518.418";"   0.000";" 832.814";" 299.275";" 663.260";"   0.000";"   0.000";" 377.496";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"1316.115";" 873.373";" 867.276";" 515.308";"   0.000";" 901.695";" 334.184";" 764.261";"   0.000";"   0.000";" 292.788";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"1039.499";" 861.173";" 879.913";"   0.000";"   0.000";" 807.553";" 305.564";" 858.859";"   0.000";"   0.000";" 364.631";"   0.000";"   0.000";" 332.376";"   0.000"
"5pm";"571.205";"828.864";"434.812";"  0.000";"  0.000";"  0.000";"  0.000";"528.947";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"6pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"464.922";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"323.91";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"8pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
