"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786";"13842.3786"
"4am";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0"
"5am";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1055.568";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000"
"7am";"   0.0000";"1197.0486";"1395.8938";"1353.9296";"   0.0000";"1710.5000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1542.3095";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1732.8385";"   0.0000";"2123.5859";"   0.0000";"   0.0000";"1434.9310";"3126.3508";"2273.4219";"   0.0000";" 884.2324";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1892.3634";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"8am";" 879.7961";"3583.1724";"3369.7438";"2803.2327";"1128.4753";"2959.1222";"   0.0000";" 871.6735";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1698.8340";"   0.0000";"   0.0000";" 968.8835";"1293.3992";"1928.0170";"   0.0000";"1173.2546";"1126.6692";"   0.0000";"3418.8001";"1560.1176";"4224.5169";"   0.0000";"1644.8626";"3484.1948";"4792.3594";"4155.4117";"   0.0000";"1736.6652";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1408.8997";"2862.4194";"   0.0000";"   0.0000";"1046.6654";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2395.4133";"   0.0000";"   0.0000";"1229.9764";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1779.8320";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"9am";" 841.2850";"5958.5104";"4033.5450";"3196.7504";"1457.6720";"2787.6695";"   0.0000";"1022.7644";"   0.0000";" 992.3052";"   0.0000";"   0.0000";"2446.7633";"   0.0000";"   0.0000";"1084.5495";"1559.5839";"1978.6844";"   0.0000";"1644.4828";"1337.7035";"   0.0000";"4356.3972";"1604.1859";"4794.1780";"   0.0000";"2090.8853";"4321.0056";"5097.2640";"5585.7253";"   0.0000";"2020.8580";"1064.3216";"   0.0000";"   0.0000";"1058.6208";"1775.5128";"2895.2470";"   0.0000";"   0.0000";"1895.6989";"   0.0000";" 927.5790";"   0.0000";"   0.0000";"2842.7153";"   0.0000";"   0.0000";"1632.4283";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1662.9424";"   0.0000";"1146.4946";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"10am";"1178.4243";"6768.9387";"3890.6213";"3671.8165";"1533.5376";"2921.5963";"   0.0000";"1450.8177";"   0.0000";"1153.3876";"   0.0000";"   0.0000";"2559.6446";"   0.0000";" 788.0912";"1312.7484";"2378.8782";"2072.2250";"   0.0000";"1901.8480";"1876.5026";"1148.4104";"4332.3972";"1666.7747";"5017.4512";"   0.0000";"2291.8075";"4809.4077";"5570.6223";"5777.6116";" 908.9015";"2034.5191";"1209.9608";"1018.2580";"   0.0000";"   0.0000";"1837.2856";"2653.8471";"   0.0000";"   0.0000";"1873.9298";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2751.6198";"   0.0000";"   0.0000";"2046.8918";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1534.6015";"   0.0000";"1199.4731";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"11am";" 986.4910";"6636.5158";"3481.7937";"3568.8052";"1437.7008";"3194.1186";"   0.0000";"1184.2956";"   0.0000";"1214.1764";"   0.0000";"   0.0000";"2055.2069";"   0.0000";" 960.8525";"1169.7569";"1907.0709";"2010.9938";"   0.0000";"1431.9613";"1908.3197";" 997.3195";"4002.5034";"1666.7747";"4510.1956";"   0.0000";"1519.9640";"4388.2195";"5610.3619";"6021.8521";"   0.0000";"1837.1509";" 948.0304";" 897.7861";"   0.0000";" 981.5112";"1802.3819";"2560.0886";"   0.0000";"   0.0000";"1608.0324";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2852.9827";"   0.0000";"   0.0000";"2044.6040";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1564.7310";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
