"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576";"3529.620576"
"4am";"130.7267";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"144.4874";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"185.7695";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"5am";"213.29091";"  0.00000";"116.96598";"103.20528";"123.84634";"268.33373";"  0.00000";" 89.44458";"165.12845";"  0.00000";"  0.00000";"  0.00000";"0";"440.34253";"  0.00000";"  0.00000";"0";" 96.32493";" 82.56422";"  0.00000";"  0.00000"
"6am";" 598.59062";" 254.57302";" 268.33373";" 330.25690";" 399.06042";" 688.03520";" 158.24810";" 378.41936";" 426.58182";" 233.93197";" 178.88915";"   0.00000";"   0.00000";"1286.62582";" 103.20528";"  89.44458";"   0.00000";" 330.25690";" 165.12845";" 151.36774";"   0.00000"
"7am";"2304.91792";" 667.39414";" 708.67626";" 722.43696";"1699.44694";"1451.75427";" 433.46218";" 798.12083";"1382.95075";" 880.68506";" 708.67626";" 172.00880";"   0.00000";"2896.62819";" 282.09443";" 337.13725";"   0.00000";" 598.59062";" 364.65866";" 247.69267";"  82.56422"
"8am";"2855.3461";"1100.8563";"1183.4205";" 942.6082";"2387.4821";"1720.0880";" 516.0264";" 908.2065";"1747.6094";"1204.0616";"1155.8991";" 213.2909";"   0.0000";"3316.3297";" 399.0604";" 426.5818";"   0.0000";" 749.9584";" 433.4622";" 316.4962";" 110.0856"
"9am";"3020.4745";"1410.4722";"1403.5918";" 983.8903";"2580.1320";"1747.6094";" 529.7871";" 942.6082";"1912.7379";"1224.7027";"1334.7883";" 206.4106";"   0.0000";"3447.0564";" 412.8211";" 488.5050";"   0.0000";" 784.3601";" 440.3425";" 330.2569";" 123.8463"
"10am";"3054.8763";"1499.9167";"1424.2329";" 977.0100";"2600.7731";"1747.6094";" 557.3085";" 908.2065";"1878.3361";"1293.5062";"1376.0704";" 220.1713";"   0.0000";"3529.6206";" 419.7015";" 543.5478";"   0.0000";" 784.3601";" 460.9836";" 344.0176";" 116.9660"
"11am";"2944.7907";"1527.4381";"1369.1900";" 963.2493";"2497.5678";"1685.6862";" 502.2657";" 901.3261";"1775.1308";"1210.9420";"1300.3865";" 220.1713";"   0.0000";"3412.6546";" 419.7015";" 467.8639";"   0.0000";" 777.4798";" 474.7443";" 323.3765";" 123.8463"
