"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203";"7958.98203"
"4am";" 694.91753";" 221.32733";" 446.38331";" 537.61801";"1156.22033";" 757.92194";" 401.58608";" 688.84912";" 589.18280";" 410.77794";" 743.54498";" 517.01925";" 401.32207";" 403.66555";" 440.12658";" 148.14118";" 978.30591";" 571.07016";" 274.80144";" 396.24874";" 368.40843";" 172.06509";" 173.04548";" 624.35001";" 476.06827";" 454.41947";" 276.70645";" 305.64658";" 146.34016";" 191.87333";" 344.21073";" 181.07006";" 166.94543";"  20.09939";" 218.22606";" 415.59136";" 522.25812";" 131.07834";" 562.61194";" 419.49297";" 536.94418"
"5am";" 694.91753";" 221.32733";" 446.38331";" 492.10430";"1156.22033";" 757.92194";" 377.35872";" 633.43915";" 537.15874";" 301.33244";" 743.54498";" 517.01925";" 401.32207";" 403.66555";" 417.01828";" 148.14118";" 978.30591";" 519.00552";" 274.80144";" 396.24874";" 368.40843";" 172.06509";" 173.04548";" 624.35001";" 476.06827";" 454.41947";" 218.86976";" 305.64658";" 146.34016";" 191.87333";" 344.21073";" 181.07006";" 166.94543";"  20.09939";" 218.22606";" 415.59136";" 522.25812";" 111.38447";" 562.61194";" 419.49297";" 501.92519"
"6am";" 505.84094";" 117.07712";" 421.35357";" 553.27151";"1112.53539";" 757.92194";" 353.13136";" 633.43915";" 537.15874";" 171.48384";" 613.64468";" 477.25415";" 381.67803";" 366.07839";" 248.17636";" 112.57319";" 732.69313";" 519.00552";" 274.80144";" 348.07147";" 288.92479";" 162.66569";" 148.11263";" 499.74439";" 398.03435";" 290.26641";" 126.19042";" 249.34687";" 107.88879";" 113.77873";" 130.43786";" 136.51860";" 166.94543";"  20.09939";" 191.11662";" 236.07926";" 405.98404";"  82.98236";" 368.05301";" 357.61763";" 421.30021"
"7am";" 539.56093";"1820.97984";" 260.62854";"1701.56511";"1000.22643";"1091.71359";" 352.20456";" 439.81341";" 509.56607";"  95.35419";" 643.03810";" 391.64018";" 394.53844";" 244.40172";" 211.00169";" 144.54319";" 433.06363";" 256.82350";"  69.78809";"   0.00000";"1160.24255";" 129.00324";" 111.61172";" 415.32753";" 117.62885";" 154.76943";"  50.05265";"  43.66813";"   0.00000";"  88.83397";"  32.45953";"  15.37007";" 106.45140";"   0.00000";"  54.79035";" 268.53879";" 731.46199";"  82.98236";" 300.20944";"   0.00000";" 238.80481"
"8am";"1038.14389";"1898.69162";" 222.80110";"1892.21641";"1152.97518";"1131.16897";" 290.25299";" 439.81341";" 311.42367";" 322.34914";"1069.63352";" 422.01820";" 233.54872";"  62.18858";" 180.62367";" 144.54319";" 442.34158";" 123.65908";"   0.00000";"   0.00000";"1398.38210";"  80.81972";" 143.15330";" 304.82014";" 117.62885";" 112.02987";"  62.52503";"  95.08655";"   0.00000";"  35.68413";" 168.62567";"  15.37007";" 126.06227";"   0.00000";"   0.00000";" 268.53879";" 835.87212";" 136.70131";" 212.87661";"   0.00000";"   0.00000"
"9am";"1804.31682";"2107.30325";" 222.80110";"1926.72638";" 884.69878";"1241.68445";" 314.48035";" 392.39158";" 231.00920";" 322.34914";"1121.09392";" 519.39363";" 339.87981";"  31.48381";" 208.02020";" 118.18781";" 465.37577";" 197.48562";"   0.00000";"   0.00000";"1445.91014";"  59.91732";" 116.35495";" 217.71580";" 117.62885";"  67.74610";"  62.52503";"  95.08655";"   0.00000";"  24.35313";" 168.62567";"  15.37007";" 126.06227";"   0.00000";"   0.00000";"  89.02669";" 995.36244";"  82.12106";"  65.30237";"   0.00000";"   0.00000"
"10am";"1657.99346";"2147.06018";" 170.95137";"1874.31804";" 943.43867";"1078.31397";" 384.26756";" 629.91022";" 231.00920";" 280.71390";"1059.13329";" 512.78988";" 361.17013";"  62.96762";" 184.91190";"  79.14194";" 526.92833";" 197.48562";"   0.00000";"   0.00000";"1308.65124";"  69.31672";" 152.28933";" 130.34554";" 117.62885";"  31.81172";"  62.52503";"  95.08655";"   0.00000";"  24.35313";" 168.62567";"  15.37007";" 126.06227";"   0.00000";"   0.00000";"  89.02669";" 944.15547";" 121.35318";" 113.94444";"   0.00000";"   0.00000"
"11am";"1544.97634";"1987.81565";" 208.77881";"1841.60798";"1053.52826";"1124.65412";" 355.99638";" 557.03349";" 283.03326";" 302.00422";"1026.23726";" 512.78988";" 275.16898";"  62.96762";" 288.15744";" 171.09402";" 624.68845";" 197.48562";"   0.00000";"   0.00000";"1308.65124";"  78.64896";" 116.83218";" 176.58314";" 117.62885";"  67.74610";"  50.05265";"  95.08655";"   0.00000";"  24.35313";" 168.62567";"  15.37007";" 126.06227";"   0.00000";"   0.00000";"  89.02669";" 944.15547";" 121.35318";" 212.19464";"   0.00000";"   0.00000"
"12am";"1248.76730";"1432.97870";" 167.61467";"1627.80240";" 918.85967";"1047.77578";" 355.99638";" 612.44346";" 494.58044";" 213.95119";"1102.25104";" 455.17955";" 186.32974";" 137.74359";" 306.73584";" 171.09402";" 858.73447";" 123.65908";"   0.00000";" 179.31052";"1144.73690";"  98.25983";" 158.68638";" 176.58314";" 285.84075";"  67.74610";"  75.79917";"  95.08655";"   0.00000";"   0.00000";" 138.24765";"  15.37007";" 106.45140";"   0.00000";"   0.00000";" 268.53879";" 655.88925";" 121.35318";" 234.22510";"   0.00000";"   0.00000"
"1pm";"1711.96600";"1296.63569";" 145.92995";"1692.89618";"1060.86933";"1153.04885";" 250.95249";" 474.56889";" 362.14191";" 283.73928";"1067.82910";" 357.80412";" 235.23881";" 140.17474";" 276.35782";" 232.64884";" 655.75010";" 109.92237";"   0.00000";" 137.83253";"1325.89381";"  87.14144";" 137.02297";" 114.87555";" 259.12005";" 112.02987";"  25.74652";"  95.08655";"   0.00000";"  12.47238";" 138.24765";"  74.01922";" 106.45140";"   0.00000";"   0.00000";" 268.53879";" 635.15728";" 159.18452";" 234.22510";"   0.00000";"   0.00000"
"2pm";"2087.69703";"1311.42343";" 273.96334";"1482.44222";" 691.12059";" 880.16559";" 137.75067";" 512.74972";" 362.14191";" 192.66087";"1229.41650";" 399.64004";" 210.26564";" 108.69093";" 329.10489";" 167.05214";" 465.40117";"  82.36829";"   0.00000";" 144.53181";"1313.00650";"  64.68345";"  95.16877";" 142.07749";" 219.52512";"  80.21815";"  25.74652";"  77.61097";"   0.00000";"  76.90021";" 138.24765";"  58.64915";"   0.00000";"   0.00000";"   0.00000";" 268.53879";" 635.15728";" 119.95240";" 194.61758";"   0.00000";"   0.00000"
"3pm";"1985.20279";"1182.39892";" 249.41002";"1446.87423";" 750.77601";"1013.07146";" 137.75067";" 441.63282";" 362.14191";" 257.53196";"1126.53841";" 351.88057";" 244.27565";" 108.69093";" 299.47694";" 218.03861";" 484.42242";" 155.65942";"   0.00000";" 144.53181";"1106.10955";"  81.69121";" 140.09367";" 294.99886";" 297.55904";" 122.95771";"  51.49304";" 121.27910";"   0.00000";"  76.90021";" 153.61772";"  58.64915";"   0.00000";"   0.00000";"   0.00000";" 211.97163";" 821.98670";" 119.95240";" 194.61758";"  90.07775";"   0.00000"
"4pm";"1123.49250";" 782.39733";" 214.39050";"1020.92141";" 864.73857";"1159.27287";" 301.15319";" 523.92122";" 303.38057";" 154.94884";"1037.41853";" 340.21925";" 227.31436";" 146.27809";" 305.43546";" 146.05792";" 514.79037";" 214.02636";" 136.11325";" 192.70908";" 921.98601";"  83.92073";" 148.04331";" 328.95997";" 246.24582";" 170.71718";" 168.47851";" 121.27910";" 241.12977";" 142.52243";" 186.93576";" 120.51221";" 106.45140";"   0.00000";"  44.66164";" 448.05089";" 602.60043";" 110.52317";" 232.36587";" 151.95309";"  55.84692"
"5pm";" 749.67502";" 375.93789";" 255.55464";" 689.14137";" 967.66012";"1174.52407";" 411.91376";" 629.83764";" 321.66958";" 174.16254";"1277.84639";" 498.69095";" 307.58018";" 215.34906";" 439.40844";" 158.03042";" 725.28521";" 380.11416";" 341.12660";" 286.13168";" 261.75212";" 132.37092";" 147.20453";" 498.06371";" 466.33286";" 333.00597";" 195.56074";" 308.87788";" 354.65242";" 142.52243";" 198.11043";" 388.85335";" 215.31597";"  20.09939";" 164.37105";" 415.59136";" 390.77948";" 157.25648";" 513.08605";" 509.57072";" 202.50410"
