"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838"
"4am";"125.566";"  0.000";"127.043";" 26.719";" 23.661";" 39.303";"  0.000";"  0.000";"  9.657";"  0.000";"  0.000";" 19.886";" 68.973";" 19.554";"  0.000";"  0.000";"  0.000";"  0.000"
"5am";"125.566";"  0.000";"127.043";" 26.719";" 23.661";" 39.303";"  0.000";"  0.000";"  9.657";"  0.000";"  0.000";" 19.886";" 68.973";" 19.554";"  0.000";"  0.000";"  0.000";"  0.000"
"6am";"125.566";" 26.831";"127.043";" 26.719";" 23.661";" 39.303";" 11.865";"  0.000";"  9.657";"  0.000";"  0.000";" 19.886";" 68.973";" 19.554";"  0.000";"  0.000";"  0.000";"  0.000"
"7am";"317.622";" 30.337";"154.983";" 74.987";" 23.661";" 72.093";"  0.000";" 45.219";"  9.657";"  0.000";"  0.000";" 19.886";"166.694";"136.643";" 36.502";"  0.000";"  0.000";" 11.637"
"8am";"398.681";" 64.699";" 93.347";" 95.620";"123.492";" 72.093";" 29.284";" 68.039";" 18.377";" 99.927";"116.574";"256.166";"304.917";"346.594";"138.521";" 56.472";"117.584";" 97.912"
"9am";"766.575";"122.690";"364.443";"269.009";"248.189";"141.914";" 89.835";"167.314";" 97.475";"205.986";"233.182";"208.244";"451.322";"312.206";"206.090";"284.846";"159.748";"141.332"
"10am";"939.743";"243.283";"257.973";"218.393";" 45.848";"126.725";"166.637";"352.475";"123.440";"241.775";"172.079";"474.542";"500.352";"387.456";"282.986";"337.932";"139.525";"108.471"
"11am";"978.069";"200.759";"129.328";"182.511";"136.250";" 18.865";" 69.092";"147.889";"469.058";"233.457";"255.385";"335.458";"246.177";"272.042";"233.233";"176.831";" 81.099";"103.398"
"12am";"1624.503";" 255.882";" 381.821";" 194.584";" 243.609";"  80.757";" 117.045";" 273.832";" 510.127";" 246.614";" 291.752";" 555.676";" 242.539";" 497.761";" 101.302";" 263.010";" 215.024";"  80.202"
"1pm";"934.321";"196.902";"266.421";"408.301";"140.438";"213.996";" 94.858";"157.518";"415.846";"330.358";"318.059";"481.866";"375.901";"492.703";"157.477";"252.680";"291.583";" 30.191"
"2pm";"1315.454";" 272.285";" 357.274";" 568.267";" 144.015";" 241.560";" 115.573";" 297.243";" 564.913";" 448.982";" 558.497";" 641.835";" 698.356";" 571.006";" 266.857";" 352.899";" 347.118";"  78.280"
"3pm";"1790.700";" 265.268";" 351.877";" 425.322";" 133.436";" 328.094";" 158.925";" 268.030";" 269.810";" 319.644";" 386.020";" 858.333";" 893.342";" 814.205";" 165.336";" 308.789";" 502.936";" 121.180"
"4pm";"1659.807";" 522.511";" 560.098";" 484.101";"  23.661";" 278.359";" 128.664";" 184.774";" 178.793";" 691.131";" 349.389";" 973.387";" 662.112";" 786.418";" 183.872";" 215.098";" 343.384";" 226.773"
"5pm";"1553.306";" 429.427";" 570.984";" 540.542";" 181.927";" 272.748";" 160.355";" 178.631";" 181.399";" 587.495";" 415.866";"1098.546";" 820.234";" 496.320";" 172.197";" 179.716";" 238.627";"  94.762"
"6pm";"1552.365";" 310.628";" 730.800";" 477.231";"  99.957";" 633.719";" 243.049";" 129.645";" 167.088";" 379.223";" 473.776";" 324.300";" 562.230";" 251.028";" 184.630";" 342.184";" 233.088";" 256.589"
"7pm";"1959.144";" 227.048";" 919.848";" 401.452";" 195.949";" 186.878";" 167.110";" 122.432";"  81.822";" 445.542";" 612.628";" 261.616";" 423.786";" 254.063";" 142.740";" 344.652";" 561.723";" 396.321"
"8pm";"1995.389";" 196.737";" 913.113";" 269.235";" 295.737";" 103.500";" 207.917";" 177.789";"  25.515";" 462.467";" 234.970";" 281.653";" 415.998";" 326.813";" 189.454";" 350.582";" 375.053";" 313.187"
"9pm";"2243.826";" 223.222";" 770.344";" 360.356";" 146.204";" 103.500";" 226.870";" 177.789";"  51.565";" 361.889";" 204.252";" 202.042";" 415.998";" 369.143";"  18.536";" 236.913";" 315.821";" 313.187"
"10pm";"1430.337";" 198.975";" 548.529";" 349.293";" 188.526";" 103.500";" 107.225";"  44.223";" 151.081";" 203.505";"  80.279";" 113.666";" 177.096";" 171.291";"  18.536";"  74.073";" 220.526";" 275.117"
