"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662";"3002.662"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"1175.173";" 617.602";" 835.659";" 814.234";"   0.000";"   0.000";"   0.000";" 319.077";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2442.428";"1857.672";"1803.338";" 812.826";"   0.000";" 981.359";" 578.273";" 769.367";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"2770.582";"1791.596";"1971.934";"1109.808";"   0.000";" 985.075";" 635.288";"1160.352";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 348.908";"   0.000"
"10am";"2850.979";"1787.317";"2115.019";"1033.784";"   0.000";"1086.760";" 854.680";"1244.842";"   0.000";"   0.000";"   0.000";" 367.778";"   0.000";" 701.622";"   0.000"
"11am";"2724.921";"1232.270";"1376.830";"1280.181";"   0.000";" 948.421";" 764.248";" 897.506";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"1921.008";" 677.854";" 679.178";"   0.000";"   0.000";" 421.427";"   0.000";" 790.696";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"2472.004";"1450.292";"1277.056";" 870.727";"   0.000";" 827.820";" 501.410";"1024.265";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"3002.662";"1912.522";"1732.093";" 658.846";"   0.000";"1351.131";"1014.626";"1005.357";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 672.695";"   0.000"
"3pm";"2961.003";"1940.756";"1796.897";" 869.136";"   0.000";"1272.340";"   0.000";" 921.670";"   0.000";"   0.000";"   0.000";" 729.822";"   0.000";" 546.475";"   0.000"
"4pm";"2716.906";"2165.191";"1701.665";" 546.797";"   0.000";"1330.168";"   0.000";" 860.324";"   0.000";"   0.000";"   0.000";"   0.000";" 387.553";" 739.709";"   0.000"
"5pm";"1851.138";"1414.760";"1354.139";"   0.000";"   0.000";" 648.211";"   0.000";" 574.677";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"6pm";"805.099";"545.959";"457.982";"  0.000";"  0.000";"421.791";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"620.986";"  0.000";"715.942";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"339.026";"  0.000";"697.956";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
