"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126";"7870.126"
"4am";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";"  0.000";"  0.000";"  0.000";"  0.000";"0";"701.748";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0";"  0.000"
"6am";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"1163.99";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"0";"   0.00";"   0.00"
"7am";"1383.621";"   0.000";"   0.000";" 839.645";" 620.854";"3209.916";" 556.793";"   0.000";"   0.000";"1741.341";"   0.000";"   0.000";"1064.966";"1856.302";"   0.000";"   0.000";"   0.000";"   0.000";" 734.604"
"8am";"3189.117";" 442.464";" 773.543";"1570.978";" 967.634";"6974.961";"1103.356";" 975.066";"   0.000";"3115.760";" 412.544";"   0.000";"2035.753";"2689.874";"   0.000";" 859.740";"   0.000";"   0.000";"1186.246"
"9am";"3752.286";" 581.640";" 974.576";"1713.757";" 951.213";"7870.126";"1199.467";"1182.510";" 504.237";"3109.984";" 442.020";"   0.000";"2026.049";"2686.252";"   0.000";"1207.631";"   0.000";"   0.000";"1264.981"
"10am";"3633.549";" 566.344";" 865.827";"1850.597";"1059.729";"7854.113";"1221.265";"1358.401";" 438.190";"3415.023";" 442.020";"   0.000";"2105.443";"2730.407";"   0.000";"1385.407";"   0.000";"   0.000";"1346.037"
"11am";"3636.563";"   0.000";" 902.222";"1608.215";"1073.883";"7637.840";"1032.746";"1360.906";" 438.190";"3396.000";" 442.020";"   0.000";"1973.381";"2797.734";"   0.000";"1296.783";"   0.000";"   0.000";"1467.625"
"12am";"3040.797";" 522.699";" 734.858";"1445.409";" 612.519";"6407.201";" 794.376";" 772.574";" 452.574";"2304.519";" 398.768";"   0.000";"1385.977";"1940.308";"   0.000";" 762.925";"   0.000";"   0.000";" 931.982"
"1pm";"3343.802";" 563.613";" 788.640";"1318.948";"1035.594";"7329.703";"1032.369";" 651.834";" 440.115";"3121.286";" 397.668";"   0.000";"2268.250";"2530.731";"   0.000";"1010.928";"   0.000";"   0.000";"1325.948"
"2pm";"3525.171";" 536.368";" 589.098";"1396.414";"1006.056";"7267.967";"1096.822";"1004.317";" 404.398";"3252.505";" 506.260";"   0.000";"2404.094";"2560.887";"   0.000";"1580.684";"   0.000";" 481.007";"1453.975"
"3pm";"3456.338";" 579.904";" 692.908";"1215.463";"1035.046";"6812.379";"1016.861";" 923.576";" 458.147";"2869.278";" 482.211";"   0.000";"2460.772";"1966.778";"   0.000";"1157.258";"   0.000";" 384.679";"1451.272"
"4pm";"3198.795";" 632.037";" 618.684";"1696.204";" 918.546";"6529.776";" 930.644";" 966.915";" 636.046";"2679.626";" 407.886";"   0.000";"2304.455";"1957.162";"   0.000";"1068.583";"   0.000";"   0.000";"1331.101"
"5pm";"2039.916";"   0.000";"   0.000";"1354.350";" 661.210";"3922.893";" 713.018";" 564.922";"   0.000";"1499.117";"   0.000";"   0.000";"1831.436";"1260.633";"   0.000";"1622.631";"   0.000";"   0.000";" 971.158"
"6pm";" 966.005";"   0.000";"   0.000";"1362.475";" 655.622";"2207.435";"   0.000";" 476.924";"   0.000";" 584.611";"   0.000";" 565.345";"1108.498";" 793.516";"   0.000";"1093.973";"   0.000";"   0.000";" 779.732"
"7pm";" 461.838";"   0.000";"   0.000";"   0.000";"   0.000";"1658.678";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 503.148";"   0.000";"   0.000";"   0.000"
"8pm";" 391.440";"   0.000";"   0.000";"   0.000";"   0.000";"2012.199";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1705.723";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"10pm";"  0.000";"0";"  0.000";"  0.000";"  0.000";"781.082";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0";"  0.000"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
