"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919";"1.79868042474919"
"max";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805";"68.3473899374805"
"4am";"38.60901";"36.74332";"54.36268";"48.47165";"38.60688";"45.79337";"42.74041";"35.65085";"33.38219";"42.44083";"46.02290";"50.03174";"48.34040";"55.37853";"38.89388";"50.47848";"58.60910";"57.24951";"55.68878";"49.29317";"53.82510";"40.06369";"42.46046";"48.70532";"45.23086";"52.01573";"56.33311";"59.87763";"58.51933";"59.04101";"61.08463";"60.22482";"62.27236";"54.56060";"60.82287";"62.87872";"56.79158";"57.29335";"58.93347";"53.55667";"56.35051";"55.98670";"54.80568";"60.16088";"48.93790";"59.63060";"47.12108";"54.27165";"54.31116";"49.77571";"63.63248";"51.56416"
"5am";"39.18109";"37.15083";"53.37361";"47.78440";"38.55355";"45.70973";"42.50500";"34.81411";"33.54394";"41.97246";"45.71718";"49.55553";"47.48832";"55.64537";"38.43197";"50.99677";"59.00051";"55.80159";"54.27490";"48.84540";"54.56165";"40.41870";"42.07465";"49.60640";"44.61465";"49.20825";"54.46109";"59.55374";"59.73379";"58.44753";"60.35524";"58.73621";"61.78938";"54.18406";"60.82287";"61.87218";"56.79158";"56.98084";"59.18480";"54.52404";"56.00395";"56.56943";"54.53951";"59.08941";"49.00884";"59.38122";"47.28283";"54.86336";"54.58198";"49.02091";"63.38219";"51.12424"
"6am";"39.68613";"36.32188";"54.03052";"46.50049";"39.27403";"46.50509";"41.86943";"35.01811";"31.92418";"39.10708";"47.47087";"51.19974";"47.32856";"56.82165";"39.07021";"51.69356";"58.20565";"54.91351";"52.87516";"45.95760";"53.97594";"43.34769";"46.80236";"49.04499";"42.88228";"48.68862";"54.11012";"60.10076";"58.48342";"56.57010";"59.99017";"58.72574";"60.03841";"54.33782";"61.62446";"61.55607";"54.50005";"55.83006";"58.74590";"54.79480";"57.05787";"55.89770";"54.33846";"59.01602";"48.20357";"58.73019";"46.78708";"54.88204";"53.66995";"48.29559";"64.35586";"49.38614"
"7am";"45.30794";"33.96818";"56.18912";"45.17407";"43.74201";"54.05864";"39.53626";"34.60902";"29.59287";"37.97483";"46.88872";"46.19544";"45.29127";"59.83226";"39.63984";"49.71852";"61.45801";"53.64043";"44.48624";"46.12770";"51.48208";"45.35329";"44.09244";"53.02000";"40.93136";"48.94154";"55.46326";"59.89354";"56.87075";"59.99335";"62.29223";"55.70440";"54.65931";"51.87088";"60.36106";"63.22752";"55.35084";"56.25075";"56.82610";"59.45438";"56.47152";"59.38197";"54.60661";"62.70977";"48.69021";"55.46465";"45.12755";"57.69668";"49.70395";"45.34130";"60.98174";"47.37134"
"8am";"53.99591";"35.79776";"55.20324";"42.40557";"43.35061";"57.43066";"43.69777";"33.04570";"29.17913";"34.47746";"47.51770";"44.36575";"45.04545";"56.46234";"43.90799";"51.15733";"58.74557";"51.57502";"44.82643";"48.49051";"53.84077";"48.83969";"42.84618";"51.15604";"43.68617";"43.79483";"50.49758";"56.15706";"57.61275";"59.98607";"62.09061";"55.34666";"51.45833";"53.47339";"63.37857";"61.75968";"50.02817";"54.24134";"57.87179";"56.17850";"56.62864";"59.41841";"52.90409";"60.64093";"47.34071";"54.75574";"47.97367";"56.45572";"46.08836";"41.29634";"62.89481";"46.42948"
"9am";"52.61836";"33.93212";"55.50895";"42.25493";"47.43430";"57.05167";"42.89018";"33.62924";"31.22705";"34.65290";"48.02729";"45.09514";"46.06023";"55.58568";"43.30551";"50.60541";"58.64501";"51.54333";"46.43301";"48.67903";"53.60628";"48.46267";"41.22748";"50.83802";"41.32646";"47.37101";"53.56005";"55.93085";"57.55522";"56.96952";"58.82990";"55.64364";"61.02018";"53.97822";"61.58587";"60.60314";"48.11959";"51.75467";"56.10744";"59.30215";"55.79043";"61.06919";"53.64831";"59.63585";"46.01894";"55.94535";"49.17720";"57.22930";"46.74074";"43.98341";"65.23977";"42.83150"
"10am";"55.86384";"31.14959";"54.64891";"43.05965";"44.24358";"58.41080";"42.93451";"32.15688";"34.57295";"35.00740";"46.67473";"44.09952";"45.05252";"56.19685";"43.67756";"49.96759";"59.73921";"52.43923";"45.01360";"45.32720";"53.22377";"49.97985";"44.45466";"51.07025";"39.57673";"49.88040";"54.94270";"54.01732";"57.02015";"60.94263";"55.56093";"56.53986";"54.00739";"53.90627";"60.21452";"58.15349";"47.56839";"55.91616";"54.95536";"61.34014";"58.24716";"61.74833";"52.21001";"58.03055";"46.00861";"57.36105";"48.77675";"55.49657";"44.24483";"42.54045";"58.14952";"46.53307"
"11am";"55.23119";"35.21473";"53.89075";"43.29054";"45.91860";"57.19194";"43.69159";"33.19025";"32.88251";"34.13819";"42.91224";"42.43630";"43.76268";"58.27650";"44.45481";"49.08064";"59.05447";"51.21207";"47.02350";"44.96225";"55.58005";"49.79673";"42.04759";"51.24563";"39.69112";"53.18417";"52.63889";"55.43264";"52.53853";"55.06215";"52.23836";"57.76905";"57.70282";"53.55685";"61.02471";"56.42255";"47.50628";"54.71627";"54.78951";"59.32443";"57.93819";"61.20003";"54.33134";"61.01314";"46.46512";"54.01633";"47.25004";"56.66320";"45.81283";"42.76195";"59.26954";"44.83375"
