"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";" 10.349321";" 13.047461";" 22.514254";" 13.039804";"  9.360471";" 16.115871";" 14.102943";" 22.646958";" 17.745154";" 15.107745";" 10.325268";" 14.779240";"  9.894300";" 16.804726";"  7.250274";" 13.135378";"  8.568961";" 11.587591";" 11.018210";" 20.712986";" 19.386803";" 14.368524";" 32.895709";" 18.054463";" 13.922067";"  4.280965";" 14.296521";" 14.043357";"  7.421883";" 21.401679";" 28.986833";"  3.833466";" 22.148718";"  3.867252";" 13.366165";" 18.213084";"  9.906723";"  7.320801";" 10.609425";"  6.193552";" 15.360849";" 28.904570";" 10.367009";" 19.286885";" 17.013206";" 21.115727";"  9.386101";" 16.049203";" 14.881759";"  7.829829";"  9.181908";" 12.897788";"  8.555948";" 14.042517";" 27.593480";"  2.614718";" 23.681667";" 11.740829";" 22.311793";" 19.205095";" 14.139683";" 10.390070";"  4.520004";"  5.203847";"  9.271600";" 15.287846";"  9.835850";"  7.458638";"  0.000000";NA;"  0.000000";NA;NA;"  9.758342";" 11.837374";"  6.756257";" 15.895151";" 16.215737";" 16.269582";"  0.000000";"100.000000";"  7.846764";"  8.234810";" 10.638963";" 15.919768";" 16.809596";" 12.914502";"  8.739030";"  9.799299";"  9.574745";" 14.057336";"  9.145142";"  8.990084";"  8.972203";" 10.013235";" 16.553712";"  7.691555";" 12.043683";"  7.403692";" 14.128649";NA;NA;"100.000000";" 13.290163"
"5am";" 10.586784";" 12.665029";" 22.313831";" 12.867617";"  9.360530";" 15.941498";" 13.968313";" 22.779607";" 16.862854";" 15.222080";"  8.989112";" 14.892783";" 10.068603";" 15.741174";"  7.294749";" 13.006186";"  7.740794";" 11.531531";" 11.056219";" 20.645961";" 19.513345";" 14.202622";" 35.897683";" 18.472523";" 14.184158";"  4.305463";" 14.037801";" 14.136573";"  7.421883";" 21.426566";" 28.974202";"  3.833466";" 22.052828";"  3.900271";" 13.549668";" 18.139359";" 10.350760";"  7.226885";" 10.609425";"  6.235438";" 15.047010";" 29.094253";"  9.888709";" 19.449969";" 17.013206";" 21.380873";"  9.483074";" 15.911256";" 14.800895";"  7.944569";"  9.124860";" 12.686059";"  9.096605";" 14.863081";" 26.441217";"  2.614718";" 23.687063";" 12.132864";" 22.513121";" 19.409463";" 14.174714";"  9.631311";"  4.691998";"  5.264870";"  9.427174";" 15.140616";"  9.739139";"  7.368505";"  0.000000";NA;" 61.816161";NA;NA;"  9.907167";" 11.800274";"  6.798610";" 15.522758";" 16.259996";" 16.350449";"  0.000000";"100.000000";"  8.022711";"  8.302753";" 10.714288";" 16.312453";" 17.117165";" 12.579769";"  8.877891";"  9.371087";"  9.536040";" 13.310718";"  9.297834";"  9.332300";"  9.032885";" 10.089148";" 16.692199";"  8.302517";" 11.895502";"  7.386971";" 14.070549";NA;NA;"100.000000";" 13.393616"
"6am";" 12.204781";" 11.846275";" 22.567451";" 12.517241";"  9.061866";" 16.492579";" 13.608365";" 21.918583";" 16.443454";" 15.198620";"  8.284244";" 15.236224";" 10.391238";" 15.502777";"  7.234463";" 12.766469";"  7.510146";" 11.826208";" 11.056219";" 22.431976";" 18.473007";" 14.530411";" 31.433079";" 18.856085";" 13.783770";"  4.561250";" 13.077361";" 14.354425";"  7.756426";" 21.027658";" 25.953882";"  3.961415";" 22.777531";"  3.408189";" 13.826741";" 17.666052";" 10.408974";"  6.539733";" 11.138038";"  7.411787";" 15.208540";" 29.349129";"  9.277105";" 20.498182";" 18.566748";" 21.736724";"  9.889799";" 14.684315";" 15.058024";"  7.172935";"  9.514458";" 11.963979";" 10.410501";" 14.001512";" 26.505524";"  1.963709";" 23.836359";" 12.651520";" 21.674824";" 19.706300";" 15.048215";" 11.512875";"  5.027685";"  5.647589";"  9.441178";" 15.206009";"  9.739139";"  7.836534";"  0.000000";NA;" 61.816161";"  0.000000";NA;"  8.984166";" 12.368940";"  5.743882";" 15.088544";" 15.973325";" 16.289540";"  0.000000";"100.000000";"  8.768054";"  8.580899";" 10.681121";" 16.370753";" 17.800512";" 12.196383";"  8.794458";"  9.039352";"  9.440586";" 13.777939";"  9.589379";"  8.626400";" 10.309716";" 10.169225";" 16.851492";"  8.352826";" 11.596048";"  6.374618";" 13.549796";NA;"  0.000000";"100.000000";" 13.718419"
"7am";"12.479135";"12.770920";"22.992746";"11.759721";"10.443102";"13.778119";"12.586795";"23.036937";"18.066971";"17.287247";" 9.192045";"13.608480";"15.459538";"18.203915";" 6.541565";"10.442176";" 7.012413";"15.217057";"13.479199";"22.493248";"17.083813";"14.899462";"26.295519";"18.132463";"17.286410";" 5.922487";"10.281926";"15.257438";" 8.668343";"17.529681";"19.023738";" 4.561896";"24.407447";" 4.350154";"16.195081";"15.340038";"12.267901";"11.809966";"12.705997";" 8.916707";"16.810184";"28.462286";"11.176800";"25.289062";"17.537337";"24.910883";"11.037982";"15.016967";"14.829136";" 8.086031";" 9.852841";"12.896656";"12.086215";"14.219459";"22.898775";" 2.620527";"27.054870";"14.332875";"18.607608";"22.735825";"16.517460";"10.446977";" 7.802898";" 5.630764";"10.767639";"13.037946";"16.634887";"10.120536";" 0.000000";" 0.000000";"61.816161";" 0.000000";"69.501049";" 7.784585";"12.500015";" 7.597080";"13.448950";"17.432623";"17.683007";" 0.000000";"61.588079";" 9.351773";" 9.191461";"15.089255";"11.344890";"14.249570";"10.496846";" 9.445807";"10.993405";" 9.912522";"13.169493";"10.862168";"10.174445";"11.662904";"10.707021";"14.076808";" 8.664312";"12.239192";" 6.145055";"12.850742";"36.010081";" 0.000000";"75.478445";"12.501745"
"8am";"12.024746";" 9.531345";"21.053398";"11.347599";"10.104544";"13.430191";"14.266302";"21.228110";"18.865275";"17.692916";" 8.951834";"13.098595";"13.798520";"15.608156";" 7.808731";"11.101610";" 7.521810";"15.581222";"12.094493";"19.284445";"15.071056";"13.450781";"25.724422";"16.681449";"16.392816";" 8.390604";"11.154077";"19.490685";"13.006926";"14.275220";"17.167113";" 4.134509";"22.576870";" 5.036390";"14.006988";"17.492527";"11.106538";"10.026722";"11.521217";" 9.092569";"15.471001";"26.312713";"12.687331";"29.171093";"19.836400";"19.406278";"15.101875";"15.234665";"14.585287";"12.799437";"11.715204";" 8.309856";"13.428725";"13.838183";"22.086623";" 3.052620";"29.214785";"13.916454";"18.129434";"23.655023";"19.904772";"13.769543";" 5.014608";" 4.450197";"11.253430";"12.178894";"17.966910";" 9.382315";"12.068734";" 0.000000";"61.816161";" 0.000000";"69.501049";" 7.765474";"15.305366";" 5.882313";"11.693517";"17.101836";"17.240019";" 0.000000";"26.912758";" 9.976501";"10.170012";"16.169146";"12.738745";"16.321249";" 9.912223";" 9.177625";" 8.804542";" 9.767890";"11.721245";"10.817592";"11.251648";"10.793544";"11.090583";"15.298261";" 9.907511";"14.089087";" 7.161208";"12.082937";"24.728110";" 0.000000";"75.478445";"12.092856"
"9am";"12.658913";" 8.861306";"19.266583";"10.404588";"10.109737";"13.687872";"12.903443";"22.123918";"20.081440";"18.285256";"10.530136";"12.254514";"17.047254";"14.535889";" 8.602437";"13.441162";"11.152077";"14.326735";"13.657791";"19.356799";"15.955583";"11.681476";"25.433516";"17.783502";"15.958869";"10.440834";"10.115629";"20.383164";"14.116969";"13.649153";"17.543627";" 3.958890";"22.122524";" 5.722763";"13.279155";"18.980387";" 9.695260";"15.633746";" 9.507969";" 9.209950";"16.073009";"23.516372";"11.903369";"22.237773";"14.230294";"20.259520";"12.744423";"14.502753";"15.760504";"13.936445";"12.348163";" 7.708426";"13.867904";"15.076741";"19.722280";" 3.016278";"30.558685";"13.901946";"17.973343";"28.968163";"20.157296";"14.279259";" 5.617530";" 6.186749";"12.899493";"11.768052";"18.220124";" 8.173324";"12.068734";" 0.000000";"39.906620";" 0.000000";"30.931336";" 9.585600";"15.104052";" 6.007844";"10.035605";"17.004029";"15.312885";" 0.000000";"16.656415";" 8.663210";"10.795542";"15.047148";"12.493700";"14.233244";" 9.975069";" 8.625614";" 8.395814";" 8.170113";"12.057746";"10.693676";"10.717562";"13.120093";" 8.593317";"15.004825";"10.765987";"13.381983";" 5.470987";"12.664085";"11.952290";" 0.000000";"68.251770";"11.714108"
"10am";" 10.606180";" 11.662717";" 20.314086";"  8.173687";"  9.278915";" 10.060150";" 15.859972";" 18.326990";" 23.060475";" 17.333950";"  9.210393";" 14.054403";" 17.484317";" 17.090865";"  9.453177";" 13.453553";"  9.686823";" 16.288061";" 11.620238";" 21.244906";" 18.135730";" 15.321701";" 23.207193";" 16.122413";" 19.408373";" 10.503712";" 11.218823";" 16.057387";" 15.796318";" 11.227285";" 16.519550";"  6.577818";" 22.061692";"  5.883039";" 12.691520";" 18.315307";" 11.504085";" 11.749601";"  7.787756";" 11.749920";" 17.753571";" 23.102162";" 12.577381";" 17.483408";" 14.928525";" 17.267992";" 16.036809";" 14.340715";" 15.146078";" 12.362485";" 10.234804";"  8.182868";" 12.950357";" 12.599789";" 21.052471";"  3.714102";" 28.385058";" 14.816815";" 17.978105";" 28.913173";" 21.900474";" 12.686814";"  9.664970";"  5.053583";" 10.653192";" 12.508185";" 17.084336";"  8.735362";" 12.062770";"  0.000000";" 32.439888";"  0.000000";" 30.931336";"  9.816667";" 14.994644";"  5.861232";"  8.485863";" 15.434778";" 15.394091";"  0.000000";"  9.935450";"  9.236270";" 10.958334";" 16.221487";" 12.132266";" 14.743755";" 10.342655";"  7.800748";" 10.808154";" 11.589034";" 10.537428";" 11.178932";" 13.397653";" 11.633268";" 10.076656";" 14.038474";" 12.546538";" 12.088587";" 11.053338";" 10.360103";" 11.952290";"  0.000000";"100.000000";" 12.313177"
"11am";"11.633556";"11.511481";"20.889616";" 8.892287";" 8.892808";"10.197375";"15.276376";"20.126858";"23.261728";"18.560374";"11.932308";"13.294222";"16.652418";"15.780905";" 8.889012";"15.041487";" 8.537646";"14.963183";"12.886628";"20.133204";"15.632739";"14.386095";"26.176793";"14.810174";"16.068534";" 9.115380";"12.624554";"17.314942";"13.903298";"13.685849";"14.081100";" 6.357511";"27.590927";" 5.883590";"12.681673";"18.230812";"10.943894";"11.683805";" 7.716881";" 7.805660";"13.818494";"26.746497";"13.966745";"16.084024";"13.936181";"14.873961";"12.670347";"13.835623";"15.440701";"12.694291";" 9.227342";" 9.680840";"12.535774";"13.670414";"22.637758";" 3.297017";"28.409307";"11.726257";"19.488708";"25.174714";"20.961309";"13.045051";" 5.988336";" 5.773301";" 8.636191";"13.116095";"18.152729";"10.040179";"13.827325";" 0.000000";"32.439888";" 0.000000";" 0.000000";"10.746480";"13.777376";" 6.290677";" 9.512491";"17.485311";"12.901645";" 0.000000";" 9.935450";" 9.113859";"10.662886";"16.312342";"12.459496";"14.277177";"10.420554";" 8.813157";"11.027483";" 9.109578";"13.153330";"10.804794";"13.830682";"12.620294";"13.204071";"14.082696";"10.775776";"14.245403";"13.043312";" 9.714631";"11.989991";" 0.000000";"87.697613";"12.304670"
