"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056"
"4am";" 0.000000";"13.760704";" 6.880352";" 0.000000";" 0.000000";" 0.000000";" 0.000000";"13.760704";" 0.000000";" 0.000000";" 0.000000";" 0.000000";" 0.000000";" 6.880352";" 0.000000";" 0.000000";" 0.000000";" 0.000000";"13.760704";" 0.000000";" 0.000000"
"5am";" 0.000000";"13.760704";" 6.880352";" 0.000000";" 6.880352";" 0.000000";" 0.000000";"13.760704";" 0.000000";" 0.000000";" 0.000000";" 0.000000";" 0.000000";" 6.880352";" 0.000000";" 0.000000";" 0.000000";" 0.000000";"13.760704";" 0.000000";" 0.000000"
"6am";"48.162464";"13.760704";"34.401760";" 0.000000";"13.760704";" 0.000000";" 0.000000";"34.401760";"13.760704";" 0.000000";" 0.000000";" 0.000000";" 0.000000";" 6.880352";" 0.000000";" 0.000000";" 0.000000";" 0.000000";"13.760704";" 0.000000";" 0.000000"
"7am";"935.727872";" 13.760704";"330.256896";"  0.000000";"123.846336";" 13.760704";" 68.803520";"158.248096";"350.897952";"  6.880352";" 34.401760";"  0.000000";"  0.000000";" 13.760704";" 20.641056";" 27.521408";"  0.000000";" 20.641056";"  6.880352";" 20.641056";"  0.000000"
"8am";"1410.472160";"  13.760704";" 584.829920";"   0.000000";" 172.008800";"  27.521408";" 110.085632";" 199.530208";" 632.992384";"  27.521408";"  68.803520";"   0.000000";"   0.000000";"   6.880352";"  48.162464";"  61.923168";"   0.000000";"  55.042816";"   0.000000";"  27.521408";"   0.000000"
"9am";"1603.122016";"  13.760704";" 626.112032";"   0.000000";" 172.008800";"  34.401760";" 110.085632";" 192.649856";" 688.035200";"  27.521408";"  68.803520";"   0.000000";"   0.000000";"   6.880352";"  48.162464";"  68.803520";"   0.000000";"  55.042816";"   0.000000";"  27.521408";"   0.000000"
"10am";"1596.241664";"  13.760704";" 632.992384";"   6.880352";" 178.889152";"  34.401760";" 123.846336";" 192.649856";" 674.274496";"  41.282112";"  68.803520";"   0.000000";"   0.000000";"   6.880352";"  48.162464";"  75.683872";"   0.000000";"  68.803520";"   0.000000";"  34.401760";"   0.000000"
"11am";"1479.275680";"  13.760704";" 619.231680";"   6.880352";" 178.889152";"  27.521408";" 130.726688";" 185.769504";" 632.992384";"  34.401760";"  68.803520";"   0.000000";"   0.000000";"   6.880352";"  48.162464";"  61.923168";"   0.000000";"  75.683872";"   0.000000";"  34.401760";"   0.000000"
