"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789";"61.882219375789"
"4am";"30.713100";"16.656746";"21.181318";"24.394192";"29.759551";"39.881577";"24.089353";" 3.460177";"18.305362";"12.324574";"20.575611";" 7.426030";" 8.196849";" 8.408842";"24.871722";"34.108017";"32.830521";" 8.966240";" 7.776494";"16.701309";"12.545675";"15.695827";"23.215866";"21.721524";"20.269591";"13.064011";"22.892358";"26.817292";"14.052802";"15.796405";"11.387647"
"5am";"30.849266";"17.056174";"21.168625";"24.635252";"29.566442";"39.881577";"23.616496";" 3.524497";"18.816463";"11.653098";"21.765355";" 6.892146";" 8.324968";"10.891297";"24.603440";"34.609821";"32.564161";" 8.019552";" 7.098257";"14.659226";"12.390540";"15.706749";"23.543811";"21.547304";"20.764444";"13.552441";"23.096291";"27.478905";"14.247372";"16.067573";"11.387647"
"6am";"29.604922";"16.872717";"21.330282";"23.995174";"30.891585";"37.790467";"23.937722";" 3.547582";"17.436239";"11.441189";"21.119249";" 6.506568";" 8.571380";"12.044727";"25.019925";"36.230584";"31.758899";" 7.123561";" 7.049183";"14.922212";"13.185076";"15.231631";"20.977003";"21.129563";"21.349813";"12.145837";"22.060201";"25.780735";"14.525398";"16.324663";"11.579525"
"7am";"29.253883";"14.253953";"22.690528";"19.734176";"29.873206";"34.257046";"20.051827";" 4.769068";"18.568949";"12.506918";"18.241975";" 7.371718";"12.011793";"16.589440";"19.804702";"29.695633";"28.559156";" 8.859813";" 6.875335";"18.594816";"13.001048";"11.000956";"19.957929";"17.424563";"21.127502";"10.251027";"23.383279";"21.730238";"16.569966";"15.359761";"11.949751"
"8am";"33.381457";"14.964982";"26.448981";"20.849798";"22.662354";"32.985239";"15.990467";" 9.838509";"16.258941";"14.187634";"12.515305";" 8.815153";"15.899024";"27.488867";"19.503809";"29.636336";"25.733662";"11.289160";"16.030128";"16.649154";"10.489783";"10.176389";"16.367466";"18.177227";"20.591344";" 9.120972";"20.529064";"22.638181";"13.131648";"14.124014";"12.430117"
"9am";"29.164149";"16.797680";"25.929192";"19.755777";"22.826270";"32.532334";"15.689257";" 8.538422";"15.215299";"15.124572";"15.791948";" 9.931557";"17.125168";"24.129427";"23.304514";"29.509175";"21.334994";"11.818202";"12.595075";"17.750759";"12.297580";"11.518705";"15.015831";"17.512158";"20.877922";" 9.884909";"19.107454";"23.514140";"16.781518";"13.392164";"12.943030"
"10am";"28.418415";"16.844800";"24.890341";"20.708710";"23.760541";"30.823265";"18.224126";"10.066230";"14.592813";"16.796546";"13.817955";" 9.623064";"13.238141";"24.861356";"20.966484";"28.798968";"21.646555";"11.907982";"13.565423";"19.306191";"14.575783";" 9.522524";"18.573878";"14.805745";"19.929228";"12.965560";"17.552064";"21.984572";"16.638328";"12.343296";"13.398664"
"11am";"28.693467";"15.083875";"26.094040";"21.067838";"26.464213";"36.470320";"16.748519";" 6.316509";"15.443393";"14.931419";"16.937867";" 8.899106";"17.415690";"27.366544";"23.959411";"28.299154";"22.205602";"13.399485";"13.764347";"17.950483";"12.605813";"11.448300";"11.995177";"14.772512";"16.763294";"10.261383";"19.417438";"22.567643";"13.936656";"14.154013";"13.300699"
"12am";"29.554953";"14.466509";"26.498667";"24.145430";"30.387400";"38.568031";"16.633768";" 2.492950";"18.432983";"11.492017";"18.254396";" 7.568068";" 9.078678";"26.667710";"28.901002";"30.941203";"22.089313";"10.791997";"12.268813";"20.263099";"11.942085";"12.002092";"12.801346";"16.424729";"17.318424";" 7.476755";"19.241338";"21.279479";"14.806309";"14.149645";"11.762934"
"1pm";"34.522871";"15.295695";"28.410688";"22.212719";"26.942895";"32.649062";"17.243167";" 5.447776";"15.287098";"12.426700";"20.612810";" 7.987171";"12.951282";"26.816978";"26.579041";"32.394770";"17.878956";"15.633101";"12.359457";"16.046320";"12.829693";"13.400053";"15.379930";"19.513134";"17.533508";" 8.345290";"20.411554";"22.334030";"14.566591";"12.850698";"11.106059"
