"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26";"1910.26"
"max";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089";"17853.089"
"4am";" 6831.647";" 3385.937";" 6247.590";" 7577.448";" 3934.181";" 9029.972";" 4679.805";"11036.313";" 4282.885";" 5432.935";" 7177.475";" 4836.650";" 7062.777";" 6500.977";" 6433.317";" 7339.648";" 3395.597";" 6475.914";" 5574.805"
"5am";" 6942.768";" 3372.107";" 5973.731";" 7681.303";" 3899.100";" 9434.765";" 4679.805";"11033.105";" 4243.495";" 5515.564";" 7058.134";" 4702.155";" 6988.147";" 6632.323";" 6472.707";" 7294.470";" 3228.750";" 6304.326";" 5546.535"
"6am";" 7138.622";" 3263.738";" 5747.035";" 7568.488";" 3932.350";" 9067.993";" 4730.611";"10781.175";" 4326.026";" 5477.197";" 7058.134";" 4560.808";" 6776.284";" 7029.852";" 6190.588";" 7209.452";" 3106.309";" 6207.538";" 5449.928"
"7am";" 8267.749";" 2709.331";" 5933.487";" 7241.800";" 4645.072";"12300.860";" 4896.842";" 8929.810";" 4266.812";" 6058.432";" 5994.037";" 3729.305";" 6403.010";" 6569.944";" 4808.788";" 6083.050";" 3036.764";" 4731.607";" 4978.594"
"8am";" 9553.287";" 2477.657";" 5491.767";" 6575.825";" 4577.936";"16204.246";" 5009.436";" 7697.131";" 3972.136";" 6423.777";" 5835.857";" 2834.200";" 6316.953";" 6417.416";" 3702.559";" 5455.050";" 2619.069";" 3817.695";" 5123.966"
"9am";" 9980.068";" 2635.294";" 5424.924";" 6975.138";" 4415.382";"17588.255";" 5069.473";" 7547.142";" 3507.674";" 6294.251";" 5710.362";" 2917.444";" 5630.065";" 5859.481";" 3547.105";" 6005.879";" 2352.207";" 3541.253";" 5180.692"
"10am";" 9823.220";" 2302.962";" 5230.763";" 6675.496";" 4476.013";"17769.131";" 4839.260";" 7323.130";" 3319.887";" 6652.918";" 5360.346";" 3310.015";" 5971.668";" 5598.875";" 3398.245";" 6464.103";" 2180.138";" 3732.393";" 5266.711"
"11am";" 9973.552";" 2256.136";" 5565.926";" 6289.065";" 4328.260";"17299.102";" 4470.730";" 8151.208";" 3235.101";" 6858.644";" 5493.662";" 3131.924";" 5844.058";" 6099.916";" 3378.196";" 5986.476";" 2296.437";" 3760.395";" 5268.435"
"12am";" 9521.597";" 3078.237";" 6163.804";" 6499.483";" 4389.294";"14879.988";" 4979.522";" 9286.432";" 3528.536";" 6174.007";" 5780.601";" 3236.717";" 5938.441";" 5874.309";" 3760.378";" 5689.644";" 1910.260";" 4077.002";" 5232.434"
"1pm";" 9249.913";" 2671.311";" 5847.325";" 5901.775";" 4602.305";"15359.163";" 5876.902";" 7554.673";" 3643.834";" 6728.609";" 5068.382";" 2925.122";" 6025.070";" 6215.288";" 3442.046";" 5411.951";" 2577.816";" 3940.850";" 5793.972"
