"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32";"76.32"
"max";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96";"6588.96"
"4am";"1030.32";"1233.84";"1462.80";"3866.88";"3612.48";"4782.72";"5940.24";"2416.80";"2302.32";"1882.56";"1869.84";"4362.96";"3892.32";"1729.92";"2009.76";"2315.04";"2760.24";"3256.32";"2162.40";"1984.32";"2493.12";"1831.68";"2505.84";"2327.76";"3192.72";"2149.68";"1729.92";"2467.68";" 165.36"
"5am";"1068.48";"1246.56";"1462.80";"3854.16";"3599.76";"4770.00";"5952.96";"2404.08";"2276.88";"1895.28";"1882.56";"4375.68";"3879.60";"1717.20";"1933.44";"2251.44";"2722.08";"3180.00";"2124.24";"1958.88";"2416.80";"1793.52";"2531.28";"2302.32";"3180.00";"2111.52";"1717.20";"2454.96";" 343.44"
"6am";"1437.36";"1246.56";"1450.08";"3816.00";"3625.20";"4808.16";"5736.72";"2429.52";"2098.80";"1857.12";"1793.52";"4172.16";"3777.84";"1717.20";"1997.04";"2111.52";"2569.44";"2976.48";"1933.44";"1920.72";"2213.28";"1793.52";"2416.80";"2086.08";"2951.04";"2009.76";"1679.04";"2378.64";"1004.88"
"7am";"2785.68";"1946.16";"1577.28";"4172.16";"4235.76";"4172.16";"5202.48";"2391.36";"1806.24";"1602.72";"1386.48";"3752.40";"3599.76";"1615.44";"1984.32";"1806.24";"1908.00";"2327.76";"1717.20";"1628.16";"1895.28";"1729.92";"2111.52";"1857.12";"2404.08";"1831.68";"1450.08";"2162.40";"2531.28"
"8am";"3828.72";"2620.32";"1462.80";"4362.96";"4362.96";"3752.40";"4935.36";"2722.08";"1564.56";"1488.24";"1373.76";"3803.28";"3688.80";"1577.28";"1869.84";"1640.88";"1602.72";"1997.04";"1462.80";"1488.24";"1577.28";"1818.96";"1946.16";"1793.52";"2035.20";"1653.60";"1424.64";"2009.76";"3599.76"
"9am";"4006.80";"2823.84";"1386.48";"4808.16";"4375.68";"3574.32";"4782.72";"2658.48";"1475.52";"1500.96";"1348.32";"3777.84";"3828.72";"1628.16";"1780.80";"1475.52";"1640.88";"1920.72";"1450.08";"1437.36";"1526.40";"1755.36";"1844.40";"1780.80";"1895.28";"1640.88";"1373.76";"1958.88";"3930.48"
"10am";"3994.08";"3027.36";"1424.64";"4948.08";"4210.32";"3498.00";"4541.04";"2709.36";"1335.60";"1475.52";"1399.20";"4044.96";"3701.52";"1500.96";"1768.08";"1373.76";"1615.44";"1768.08";"1386.48";"1450.08";"1411.92";"1768.08";"1806.24";"1691.76";"1818.96";"1564.56";"1348.32";"1869.84";"4223.04"
"11am";"3955.92";"2900.16";"1361.04";"5100.72";"4401.12";"3510.72";"4604.64";"2658.48";"1424.64";"1462.80";"1488.24";"4019.52";"3726.96";"1577.28";"1780.80";"1424.64";"1551.84";"1818.96";"1361.04";"1424.64";"1411.92";"1818.96";"1869.84";"1666.32";"1857.12";"1551.84";"1399.20";"1895.28";"4184.88"
"12am";"3765.12";"2798.40";"1450.08";"5126.16";"4477.44";"3523.44";"4617.36";"2620.32";"1564.56";"1513.68";"1488.24";"3790.56";"3650.64";"1590.00";"1793.52";"1488.24";"1577.28";"1857.12";"1424.64";"1462.80";"1411.92";"1806.24";"1831.68";"1768.08";"1895.28";"1590.00";"1335.60";"1869.84";"4235.76"
"1pm";"4223.04";"2938.32";"1539.12";"5520.48";"4197.60";"3243.60";"4617.36";"2607.60";"1411.92";"1386.48";"1577.28";"3790.56";"3714.24";"1564.56";"1755.36";"1475.52";"1564.56";"1780.80";"1361.04";"1373.76";"1373.76";"1818.96";"1742.64";"1729.92";"1818.96";"1513.68";"1310.16";"1895.28";"4541.04"
"2pm";"4032.24";"2747.52";"1399.20";"5278.80";"4172.16";"3307.20";"4630.08";"2734.80";"1488.24";"1373.76";"1729.92";"3892.32";"3587.04";"1628.16";"1806.24";"1526.40";"1653.60";"1755.36";"1373.76";"1361.04";"1399.20";"1908.00";"1666.32";"1742.64";"1755.36";"1577.28";"1310.16";"1958.88";"4375.68"
"3pm";"3574.32";"2493.12";"1475.52";"4871.76";"3752.40";"3803.28";"4731.84";"2569.44";"1564.56";"1539.12";"1640.88";"3803.28";"3879.60";"1628.16";"1806.24";"1602.72";"1793.52";"1958.88";"1475.52";"1322.88";"1513.68";"1857.12";"1691.76";"1755.36";"2047.92";"1640.88";"1348.32";"2060.64";"3803.28"
"4pm";"2505.84";"2073.36";"1310.16";"4248.48";"3548.88";"4121.28";"4973.52";"2569.44";"1755.36";"1551.84";"1895.28";"3981.36";"4172.16";"1513.68";"1704.48";"1857.12";"2124.24";"2315.04";"1628.16";"1602.72";"1806.24";"1882.56";"1946.16";"1933.44";"2480.40";"1717.20";"1513.68";"2098.80";"2404.08"
"5pm";"1666.32";"1564.56";"1424.64";"4044.96";"3510.72";"4528.32";"5367.84";"2544.00";"2022.48";"1780.80";"1818.96";"4146.72";"3790.56";"1462.80";"1818.96";"2009.76";"2391.36";"2734.80";"1755.36";"1780.80";"2124.24";"1806.24";"1908.00";"2073.36";"2760.24";"1831.68";"1564.56";"2251.44";"1602.72"
"6pm";"1704.48";"1462.80";"1526.40";"3955.92";"3205.44";"4401.12";"5584.08";"2594.88";"2035.20";"1729.92";"1742.64";"4261.20";"3943.20";"1500.96";"1844.40";"2111.52";"2480.40";"2900.16";"1679.04";"1768.08";"2136.96";"1831.68";"1920.72";"2136.96";"2811.12";"1908.00";"1551.84";"2226.00";"1488.24"
