"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324";"6497.2324"
"4am";" 610.5128";"2613.5112";"1450.9468";" 970.4682";"1020.3891";" 932.6934";" 999.6779";"1672.4468";"1734.2429";"1445.7963";"1929.9143";"2037.6204";" 520.8660";"1184.7645";"1009.7141";" 601.3984";"1005.6592";"1237.6261";"1280.4108";"1411.5051";"2877.8685";"3183.5848";"1717.6926";"1347.0810";"2601.8496";"2135.8802";"2579.8020";"1083.7207";"2484.5319";"3710.5520";"3908.1685"
"5am";" 610.5128";"2423.5638";"1337.7203";" 970.4682";"1020.3891";" 932.6934";"1036.5467";"1594.1600";"1681.8691";"1417.4938";"1740.8750";"2037.6204";" 520.8660";"1345.6734";" 945.2012";" 569.0475";"1114.8122";"1164.7740";"1536.3039";"1788.6184";"2729.2618";"3110.8813";"1717.6926";"1414.2918";"2463.1311";"2009.2612";"2579.8020";"1004.3747";"2334.3182";"3589.4505";"3908.1685"
"6am";" 637.7145";"2251.2407";"1496.7122";" 941.8133";" 985.6735";"1114.1362";"1157.6482";"1594.1600";"1659.9659";"1315.6759";"1719.8148";"1881.5909";" 506.5972";"1490.3066";" 851.0430";" 462.7375";"1156.3266";"1086.5558";"1553.0850";"1794.9997";"2104.8828";"2932.6410";"1717.6926";"1464.0455";"2349.3921";"1975.6618";"2504.5266";"1004.3747";"2362.4703";"3540.7576";"3820.4368"
"7am";" 678.5535";"2395.9059";"2183.9348";" 918.8968";"1113.9851";" 624.3315";" 922.5217";"1601.9321";"1656.5161";"1474.7976";"1649.2895";"1709.3596";" 502.7410";"2210.8977";" 808.5265";" 369.8546";"1136.4406";"1013.9571";"1509.3137";"2038.4493";"1356.3785";"2935.1690";"1552.9197";"1299.0628";"2073.6574";"1438.2283";"2031.7205";"1145.1019";"2230.7889";"3188.9043";"3404.2383"
"8am";"1048.4603";"2466.4586";"2382.5307";" 964.6430";"1003.3913";" 446.6857";"1223.6374";"1427.7587";"1447.4661";"1542.9614";"1533.2271";"1624.9073";" 381.1356";"2447.5246";" 734.2273";" 368.7125";"1039.4483";" 870.6336";"1594.1806";"2612.3735";"1374.5016";"2662.1323";"1443.3804";"1352.8047";"1969.3965";"1471.3549";"1682.6811";"1265.8160";"2066.7581";"3195.2366";"3424.7994"
"9am";"1158.5834";"2812.1106";"3035.4735";" 863.0354";" 915.8670";" 446.6857";"1250.9101";"1318.9147";"1411.3348";"1478.4190";"1537.7783";"1521.9845";" 330.6465";"2676.5773";" 666.1801";" 300.4753";" 991.6154";" 772.7046";"1503.8668";"3471.1702";"1388.4613";"2457.3175";"1298.0075";"1405.8991";"1919.0043";"1223.0278";"1430.0528";"1241.5446";"1862.0340";"3108.6404";"3149.6290"
"10am";"1391.3530";"2447.4099";"2827.6290";" 916.0363";" 910.5591";" 567.8990";"1303.6586";"1301.4682";"1470.3510";"1450.1165";"1427.7660";"1460.1099";" 412.4863";"2624.0797";" 686.8203";" 347.9625";" 971.9612";" 995.9058";"1465.7860";"3584.1471";"1452.8614";"2775.3195";"1230.0476";"1279.2574";"2005.0919";"1223.0278";"1430.0528";"1282.9627";"1980.6819";"2682.8676";"2904.4688"
"11am";"1281.8312";"2563.5236";"2319.0489";" 904.1925";" 845.1118";" 362.4468";"1198.7520";"1405.6645";"1467.0227";"1380.4973";"1604.3083";"1690.8279";" 441.7781";"2378.0382";" 615.9893";" 344.1390";" 977.5660";"1100.9018";"1467.7788";"3077.3163";"1439.5135";"2849.0292";"1202.0256";"1484.3807";"2124.5764";"1223.0278";"1737.1299";"1384.2247";"1898.6723";"2947.2053";"3122.6368"
