"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584"
"4am";" 9.020954";" 9.272076";"19.419325";"16.836985";"24.482051";" 7.663252";" 7.456004";"45.577215";"19.773085";"31.230098";"10.738417";"54.736999";"55.323687";"20.472178";" 8.362497";" 5.332356";" 6.030138";"29.243861";"14.470433";" 7.852236";"15.600928";" 7.869893";" 3.850819";"14.389778";" 6.600654";" 3.939929";"17.536005";"20.700263";" 4.115322";"17.658615";"18.999787"
"5am";" 9.057936";" 9.484779";"19.872768";"16.994468";"24.974398";" 7.663252";" 7.706198";"46.346978";"19.356513";"31.607531";"11.059585";"54.267763";"55.684454";"20.488247";" 8.278449";" 5.402422";" 5.984465";"30.095359";"12.644381";" 7.207676";"16.107194";" 8.497490";" 3.901771";"14.285003";" 6.747855";" 4.077766";"17.677749";"20.544501";" 4.460536";"17.934991";"18.999787"
"6am";" 8.943797";" 8.785995";"20.344222";"15.872569";"24.197002";" 7.745101";" 6.984523";"45.236866";"19.024151";"31.508218";"10.207823";"55.127052";"55.342115";"17.860552";" 8.819983";" 5.676700";" 5.948099";"29.995430";"13.319895";" 7.960462";"18.070306";" 8.647306";" 4.024207";"14.827514";" 7.088852";" 4.277212";"17.879420";"20.532773";" 4.542565";"18.831055";"19.402694"
"7am";" 8.913196";" 9.954526";"20.096660";"14.156501";"23.296897";"11.146264";" 7.977662";"42.606157";"19.460329";"31.647041";"10.637019";"54.881157";"50.996923";"16.649080";" 6.818961";" 7.017685";" 6.002284";"27.572430";"12.925805";" 6.452924";"21.764050";"10.861197";" 5.067092";"17.237885";" 7.662512";" 4.425441";"17.542151";"21.963356";" 4.174046";"19.533343";"19.128717"
"8am";" 7.893542";"11.501262";"20.144756";"15.619170";"26.515890";"11.846063";" 8.520021";"37.781201";"19.242823";"30.522909";"13.280778";"49.767140";"45.843742";"13.921212";" 5.665845";" 7.503535";" 7.080094";"27.159275";"14.212546";" 9.596161";"20.051193";"10.784056";" 5.667410";"18.269166";" 7.863798";" 4.888012";"21.490228";"19.597776";" 4.990921";"18.408401";"18.888527"
"9am";" 7.717292";"11.381576";"18.123008";"17.879823";"26.743333";"11.980559";"10.491523";"36.310494";"20.747302";"30.273513";"13.688976";"49.663780";"46.949829";"13.117969";" 7.793268";" 6.898899";" 6.688842";"28.141028";"12.491755";" 9.352212";"21.369127";"12.312280";" 6.363218";"19.909359";" 8.483312";" 5.598317";"24.039410";"18.989326";" 5.633403";"18.929044";"19.785884"
"10am";" 8.803844";"11.335937";"19.964943";"16.424619";"27.401968";"13.917482";"11.802447";"34.374144";"20.450871";"30.756976";"15.648123";"47.640401";"43.339937";"11.249821";" 5.188121";" 8.444533";" 9.439152";"26.584264";"13.021960";" 7.788120";"23.066258";"11.530573";" 6.600003";"20.670821";" 5.547555";" 9.667907";"26.986405";"18.271055";" 5.315520";"20.733213";"20.482407"
"11am";"10.536834";"12.202352";"20.293320";"17.337811";"27.814818";"12.720766";" 6.653986";"33.904784";"18.932973";"34.113618";"12.607430";"48.019418";"42.666011";"10.673616";" 4.775789";" 8.069054";" 8.191229";"23.391852";"10.103831";"10.449509";"21.590853";"11.554654";" 6.756791";"19.590606";" 8.253957";" 5.441948";"25.704986";"19.334887";" 5.176230";"18.468950";"19.764807"
"12am";"11.374159";"10.264781";"19.706669";"19.298115";"26.060887";"12.520665";" 6.756852";"35.608374";"17.611346";"32.370941";"10.159792";"52.519718";"54.645884";"11.706099";" 6.408334";" 6.541330";" 6.061583";"25.724274";"12.267586";" 9.160497";"21.558408";"11.151898";" 6.188085";"19.995956";" 8.076916";" 5.324840";"23.512511";"21.461656";" 4.871605";"19.152855";"19.626819"
"1pm";"12.943813";"10.488208";"17.581373";"17.345003";"23.413378";"11.653733";" 7.527465";"36.865402";"19.705245";"31.929637";"13.571753";"55.018771";"48.848418";"12.777183";" 6.215370";" 6.266955";" 7.541822";"27.242195";"13.906897";" 9.909420";"22.527018";"11.073421";" 6.432820";"19.192399";" 8.231539";" 5.683815";"20.095685";"21.457193";" 4.965129";"19.666974";"20.396633"
"2pm";"14.747532";"12.041525";"16.622573";"13.750359";"22.219849";"13.296543";" 8.324501";"37.401483";"23.001548";"31.080114";"12.521900";"57.663518";"44.153520";"18.571899";" 5.708230";" 3.716235";" 6.574359";"22.101174";"13.321026";"11.083805";"21.530765";" 8.363040";" 6.769078";"18.642569";" 8.112966";" 5.062975";"16.699459";"19.656234";" 4.645158";"20.190681";"19.221272"
"3pm";"10.041440";"11.572520";"18.774076";"16.448018";"21.299586";"11.126383";" 6.982178";"37.404771";"20.596514";"32.914282";"11.819282";"59.124341";"44.510336";"17.304211";" 6.039119";" 4.734980";" 7.796990";"23.152442";"11.601011";"12.926071";"21.355128";" 6.788664";" 5.931740";"19.847287";" 8.792053";" 6.161051";"16.286057";"20.773249";" 4.618723";"19.962203";"19.114985"
