"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137";"138";"139";"140";"141";"142";"143";"144";"145";"146";"147";"148";"149";"150";"151";"152";"153";"154";"155";"156";"157"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689";"6707.16689"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"7am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1496.086";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2358.014";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2341.454";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1441.309";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1780.584";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2087.126";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1249.478";"1586.760";"   0.000";"   0.000";"   0.000";"2217.366";"   0.000";"   0.000";"   0.000";"1676.809";"1836.306";"   0.000";"1364.796";"   0.000";"   0.000";"3469.730";"2756.266";"   0.000";"   0.000";"   0.000";"   0.000";"1991.499";"2888.794";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2164.052";"   0.000";"   0.000";"   0.000";"   0.000";"1773.403";"1326.762";"2806.238";"   0.000";"   0.000";"   0.000";"1748.530";"   0.000";"   0.000";"1497.235";"   0.000";"1302.036";"   0.000"
"9am";"2705.844";"   0.000";"1675.903";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1461.921";"1507.669";"   0.000";"   0.000";"   0.000";"2423.207";"   0.000";"   0.000";"1614.987";"1464.640";"1789.203";"   0.000";"1610.680";"   0.000";"   0.000";"4022.715";"4021.547";"   0.000";"   0.000";"   0.000";"   0.000";"2087.577";"2796.262";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2672.698";"   0.000";"   0.000";"   0.000";"   0.000";"2787.395";"1403.115";"3049.820";"1454.258";"   0.000";"1516.609";"1580.452";"   0.000";"   0.000";"1637.227";"   0.000";"1373.945";"   0.000"
"10am";"2836.592";"1407.316";"1783.378";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1780.591";"1633.081";"   0.000";"   0.000";"   0.000";"2763.638";"   0.000";"   0.000";"1686.423";"1459.693";"1789.203";"   0.000";"1464.742";"   0.000";"   0.000";"4354.707";"3784.009";"   0.000";"   0.000";"   0.000";"   0.000";"2286.700";"2807.104";"   0.000";"1166.736";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3109.315";"   0.000";"   0.000";"1548.194";"   0.000";"3586.456";"1471.246";"3914.241";"1454.258";"   0.000";"1234.238";"1731.253";"   0.000";"   0.000";"2453.052";"   0.000";"1319.275";"   0.000"
