"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942";"6548.96942"
"4am";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0";"0";" 0";"0"
"5am";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0"
"7am";"   0.0000";"   0.0000";"1679.6953";"   0.0000";" 590.3529";"   0.0000";"   0.0000";"   0.0000";" 604.0188";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1237.9618";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"   0.0000";"1302.6429";"2410.4387";"   0.0000";" 629.4004";"   0.0000";"   0.0000";"   0.0000";" 872.5571";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1644.6511";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1100.5644";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"   0.0000";"1547.1804";"2664.7785";" 666.4983";" 712.3507";"   0.0000";"   0.0000";"   0.0000";"1056.4084";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1791.9221";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1266.0315";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"   0.0000";"1655.0520";"2549.9019";" 781.8228";" 734.0777";"   0.0000";"   0.0000";"   0.0000";"1003.4877";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1755.0288";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1473.2766";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"   0.0000";"1746.3291";"2521.1682";" 608.7551";" 702.4237";"   0.0000";"   0.0000";"   0.0000";" 957.2018";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1709.4348";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1580.5964";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
