"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232"
"max";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46"
"4am";"2080.684";"1115.949";"2555.261";"3611.693";"1799.135";"3623.943";"1351.384";"6706.994";"2033.463";"2417.134";"3869.936";"2403.089";"3738.711";"2702.661";"3381.125";"3920.111";"1692.319";"3107.054";"2665.306"
"5am";"2117.079";"1115.949";"2354.142";"3681.552";"1764.054";"3908.333";"1351.384";"6746.724";"2033.463";"2448.922";"3869.936";"2403.089";"3713.752";"2683.913";"3381.125";"3920.932";"1600.477";"3001.250";"2679.876"
"6am";"2161.984";"1007.580";"2306.737";"3629.838";"1823.077";"3727.301";"1372.129";"6454.505";"2033.463";"2462.849";"3869.936";"2311.985";"3448.934";"3342.721";"3238.253";"3879.942";"1508.452";"2916.807";"2567.996"
"7am";"2081.178";"1091.971";"2556.232";"3632.005";"2472.996";"4733.249";"1646.065";"5145.485";"1884.992";"2729.773";"3284.002";"1838.097";"3619.435";"3173.311";"2289.006";"3310.840";"1769.144";"2278.522";"2205.415"
"8am";"2750.105";"1048.136";"2302.858";"3284.519";"2351.295";"7698.615";"1868.466";"4264.807";"1646.899";"3075.242";"3159.730";"1318.095";"3586.008";"3206.739";"1738.332";"2794.677";"1536.147";"1830.917";"2378.659"
"9am";"3035.312";"1017.745";"2231.585";"3406.220";"2188.704";"8184.581";"1972.600";"4127.615";"1566.881";"3087.154";"3085.047";"1439.645";"3152.796";"3029.699";"1609.462";"3301.876";"1453.003";"1723.933";"2422.207"
"10am";"3108.570";" 851.996";"2225.912";"3208.842";"2367.789";"7982.238";"1845.993";"3920.640";"1453.915";"3035.668";"3010.847";"1503.896";"3112.578";"3113.022";"1649.961";"3872.430";"1405.060";"1823.687";"2497.295"
"11am";"3056.047";" 916.598";"2510.006";"3240.340";"2034.943";"7852.290";"1678.121";"4345.982";"1455.110";"3275.459";"2836.673";"1445.800";"3234.801";"3372.611";"1578.818";"3142.881";"1403.611";"1930.189";"2597.735"
"12am";"2905.890";"1135.109";"2566.798";"3502.564";"2301.727";"6898.413";"1739.366";"5432.352";"1558.444";"3064.862";"3059.236";"1497.111";"3188.642";"3085.514";"1752.495";"2989.345";" 836.741";"1923.549";"2590.164"
"1pm";"2804.599";"1209.826";"2533.091";"3053.602";"2433.131";"7403.530";"1808.870";"4133.195";"1554.779";"3506.745";"2496.551";"1236.808";"3149.358";"3336.276";"1588.944";"2594.665";"1481.284";"2170.394";"2954.487"
"2pm";"2719.591";"1182.102";"2039.602";"2153.287";"2393.827";"7689.136";"1907.979";"4101.667";"1276.863";"3515.743";"2542.151";"1094.823";"3291.630";"2952.643";"1919.449";"3184.834";"1511.210";"1885.920";"3324.930"
"3pm";"2621.053";"1249.734";"2271.222";"2558.656";"2110.715";"8369.460";"1653.722";"3966.590";"1284.960";"3233.112";"2416.433";"1316.218";"3509.553";"2250.796";"1695.146";"3105.224";"1510.023";"1854.016";"3010.186"
