"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238";"88.6298413769238"
"4am";"42.67525";"42.39628";"35.64658";"35.70833";"32.25539";"65.34957";"56.75104";"27.95651";"40.55750";"26.13899";"23.23441";"11.09009";"22.03001";"18.46177";"18.31414";"15.26337";"19.07887";"14.40624";"25.78768"
"5am";"41.89597";"42.59108";"36.52402";"35.18015";"31.56438";"62.69630";"56.75104";"27.53349";"40.98320";"25.70739";"23.70404";"11.45967";"21.69022";"18.05747";"18.19335";"16.25619";"20.15846";"14.28197";"25.94468"
"6am";"39.80922";"43.24004";"38.16240";"35.63512";"31.93163";"65.62434";"56.07271";"28.24959";"39.49514";"25.48158";"23.70404";"11.87559";"23.39691";"16.93503";"18.42945";"16.49549";"21.03182";"15.14639";"26.49593"
"7am";"37.89185";"41.17375";"32.17637";"35.61399";"32.82367";"53.75195";"48.10232";"28.94857";"40.22027";"26.95876";"26.93908";"12.72530";"22.75818";"15.96235";"19.96332";"18.39730";"20.05848";"18.24707";"25.14997"
"8am";"40.84035";"33.11058";"28.94961";"35.22733";"33.19269";"46.34443";"40.44325";"24.39712";"40.74403";"20.38529";"23.80978";"16.34670";"21.77431";"17.14735";"21.04519";"25.22743";"21.48192";"24.13896";"22.71865"
"9am";"36.932366";"31.019344";"35.344276";"29.998908";"34.472676";"43.939398";"46.975152";"26.305487";"39.422528";"19.059714";"23.901682";"17.344716";"26.090553";" 9.812056";"18.883013";"19.520532";"25.189295";"29.658277";"24.027130"
"10am";"40.94208";"29.95268";"34.92489";"29.35638";"34.35601";"44.46305";"46.50474";"27.42718";"41.84751";"24.19759";"28.74142";"18.68225";"27.81071";"12.48582";"20.90643";"18.15446";"27.86584";"30.24249";"20.59137"
"11am";"37.30319";"34.55559";"33.24412";"33.08578";"43.08289";"47.55934";"49.40930";"33.59686";"39.90074";"25.02956";"29.71680";"28.43320";"27.40657";"13.45601";"19.99120";"24.15752";"25.23121";"28.51221";"20.15691"
"12am";"44.06736";"35.90284";"32.98935";"34.82667";"46.26190";"56.08108";"58.67381";"32.25654";"42.22833";"26.24994";"30.13077";"22.79261";"31.85495";"15.20657";"18.58242";"27.47621";"32.59438";"23.33407";"23.35765"
"1pm";"47.99814";"41.31687";"33.77879";"33.63516";"52.84785";"52.84065";"59.90955";"37.23582";"40.61712";"21.32826";"31.31644";"19.45327";"25.95762";"15.08449";"19.55733";"25.26187";"23.21178";"25.61842";"24.20453"
"2pm";"51.32503";"44.97589";"36.34411";"25.04982";"47.71584";"55.24584";"54.53629";"34.86811";"42.31969";"23.42396";"29.97725";"15.09930";"25.35998";"19.21416";"21.21161";"21.58347";"20.21492";"25.11480";"24.67435"
"3pm";"47.61523";"41.78863";"31.98827";"33.80281";"46.66677";"53.89612";"54.36861";"34.09994";"41.70312";"20.44899";"26.87168";"15.09187";"22.41609";"22.22983";"24.30322";"21.42042";"19.85149";"26.07537";"20.21321"
"4pm";"46.70930";"44.53489";"34.95670";"34.17015";"44.65398";"54.07303";"61.01998";"34.30025";"35.61835";"26.56164";"30.97940";"17.04121";"21.27136";"20.44033";"22.20735";"17.66112";"21.54044";"21.99887";"22.09559"
"5pm";"36.48673";"49.54492";"40.02016";"31.22495";"41.30615";"60.67067";"61.78866";"35.37261";"44.53144";"27.36022";"30.82866";"12.61303";"21.91439";"19.32055";"18.43134";"16.81058";"18.10705";"19.53283";"20.57610"
"6pm";"48.99918";"41.32420";"41.52055";"28.74604";"33.41984";"62.91004";"64.28308";"31.87896";"43.07216";"25.32958";"29.88699";"12.57363";"23.94054";"19.53606";"19.25004";"13.16385";"20.03221";"16.56563";"21.19520"
"7pm";"46.08837";"35.68305";"40.20146";"31.64258";"27.56724";"57.35086";"56.09578";"29.17912";"44.42769";"23.42253";"26.49534";"14.06602";"24.43148";"18.22801";"19.91729";"15.36804";"20.17910";"15.59212";"22.41046"
"8pm";"46.95492";"36.45912";"41.46084";"34.07244";"30.23331";"48.60068";"57.19042";"29.50976";"42.10301";"25.76989";"24.41689";"11.86433";"22.30034";"15.77884";"18.06593";"15.68418";"19.46872";"16.00647";"24.07536"
"9pm";"43.56073";"36.75361";"39.80323";"35.31610";"30.01079";"54.16262";"54.87765";"28.66203";"42.41362";"24.79597";"23.21861";"12.91829";"22.59747";"16.92221";"18.76666";"15.16906";"19.34792";"15.27576";"21.99889"
"10pm";"43.31563";"37.27947";"38.61946";"34.19568";"30.35624";"57.07042";"53.87330";"29.25761";"40.73575";"24.24774";"23.26831";"12.11955";"23.12372";"18.87746";"18.24883";"15.26612";"19.20684";"14.79791";"24.24420"
"11pm";"43.33934";"37.09116";"36.33076";"34.33234";"30.75702";"59.55043";"53.53292";"27.95016";"41.28560";"25.70474";"22.98229";"11.91020";"22.92912";"18.63319";"18.60227";"14.97242";"18.72026";"14.51531";"24.50705"
"12pm";"43.53306";"37.09116";"36.76342";"35.02092";"30.58428";"60.24458";"55.12823";"27.49897";"40.42814";"26.72789";"22.98229";"11.91020";"22.27779";"18.63319";"18.60227";"14.97242";"18.60428";"14.39930";"24.40407"
"1am";"44.71983";"37.09116";"36.76342";"35.02092";"30.58428";"60.48718";"55.78485";"27.49897";"40.67077";"26.72789";"22.71825";"11.86141";"21.63817";"18.55664";"18.57385";"14.87499";"18.37577";"14.21545";"24.43937"
"2am";"44.16263";"37.09116";"36.90783";"35.02092";"30.58428";"61.27957";"54.02298";"27.49897";"41.06032";"26.59982";"22.57624";"11.86141";"21.63817";"18.67619";"18.35303";"14.87499";"18.37577";"14.21545";"24.80351"
"3am";"42.96861";"41.20010";"36.90783";"35.02092";"30.58428";"64.13864";"54.02298";"27.49897";"41.06032";"26.59982";"22.57624";"11.86141";"21.63817";"18.67619";"18.35303";"14.87499";"18.37577";"14.21545";"24.80351"
