"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703"
"4am";"2015.715";"1382.801";"2898.379";"3455.132";"1899.499";"4452.756";"1846.483";"5679.519";"1631.874";"2450.034";"3570.047";"2581.386";"3537.656";"3823.923";"3986.842";"3560.777";"2134.106";"3109.543";"2398.737"
"5am";"2126.836";"1368.971";"2675.809";"3558.987";"1864.418";"4857.549";"1846.483";"5676.311";"1592.484";"2532.663";"3450.706";"2446.891";"3435.368";"3955.269";"4026.232";"3464.310";"1967.259";"2937.955";"2398.125"
"6am";"2322.690";"1260.602";"2449.113";"3446.172";"1897.668";"4469.377";"1897.289";"5424.381";"1675.015";"2524.688";"3450.706";"2360.179";"3223.505";"4352.798";"3744.113";"3492.871";"1866.218";"2841.167";"2301.518"
"7am";"2768.970";"1166.850";"2489.928";"3197.963";"1928.766";"6093.995";"2046.853";"4143.137";"1448.504";"3271.042";"2434.187";"1831.031";"3397.902";"4313.220";"2459.658";"2822.529";"1952.357";"1868.258";"2197.641"
"8am";"3982.744";"1011.967";"1976.398";"2675.799";"1729.646";"8964.724";"1932.084";"3364.830";"1134.234";"3878.958";"2447.997";"1029.334";"3377.942";"4010.845";"1515.777";"2595.858";"1534.662";"1144.505";"2099.812"
"9am";"4523.195";"1068.252";"2158.665";"2659.681";"1587.348";"9608.703";"1978.251";"3419.746";" 892.409";"3797.883";"2272.835";"1172.440";"2997.791";"3733.920";"1509.039";"2744.818";"1318.283";" 984.058";"2253.550"
"10am";"4364.880";" 981.702";"1944.494";"2541.086";"1647.679";"9416.889";"1997.138";"3370.230";" 826.362";"4127.713";"2232.604";"1160.870";"3219.227";"3621.861";"1413.850";"2997.898";"1176.299";"1091.907";"2288.386"
"11am";"4308.714";" 879.677";"2190.521";"2477.884";"1575.481";"9205.162";"1632.776";"3286.440";" 860.831";"3867.632";"2200.208";"1205.257";"3063.221";"3987.863";"1309.673";"2952.539";"1259.604";"1216.294";"2418.091"
"12am";"4178.510";"1376.099";"2666.292";"2747.902";"1528.982";"8038.335";"1824.889";"4503.857";" 957.385";"3295.121";"2515.767";"1431.814";"2971.135";"3670.877";"1539.256";"2830.536";" 795.555";"1299.419";"2391.983"
"1pm";"4071.042";"1157.653";"2185.784";"2233.605";"1758.997";"8965.152";"2048.947";"2992.318";"1064.712";"4019.814";"1925.460";"1170.365";"3302.281";"3973.343";"1380.589";"2395.899";"1522.061";"1300.549";"2528.780"
"2pm";"4055.961";"1093.854";"1710.751";"2337.532";"1703.179";"8533.764";"2018.540";"3209.465";" 916.397";"4164.892";"2080.272";"1160.146";"3366.731";"3645.562";"1768.306";"2926.220";"1487.031";"1316.427";"2417.392"
"3pm";"4127.463";"1134.608";"1980.538";"2236.825";"1718.687";"8762.344";"2063.365";"3370.232";" 950.343";"3715.154";"2066.842";"1277.012";"3446.725";"3208.006";"1693.978";"2542.229";"1508.729";"1216.991";"2341.868"
"4pm";"4144.965";"1213.306";"2026.869";"2419.690";"1757.756";"7432.796";"1878.820";"3768.854";"1306.039";"3635.226";"2002.566";"1320.686";"3905.916";"3513.990";"1637.709";"2702.989";"1580.498";"1342.953";"2494.844"
"5pm";"3020.886";"1207.819";"2032.500";"2901.399";"1645.824";"5933.620";"1822.683";"3903.832";"1154.840";"2876.741";"2361.798";"1505.108";"4191.496";"3846.009";"2412.486";"3725.561";"2068.936";"2033.447";"2656.788"
"6pm";"2246.833";"1376.658";"2563.302";"3742.460";"1864.117";"4464.061";"1457.898";"5411.940";"1373.199";"2513.609";"2435.833";"2266.518";"3999.158";"3671.841";"3050.965";"3762.315";"1578.868";"2715.545";"2519.505"
"7pm";"1962.804";"1437.755";"2959.368";"3558.897";"1991.481";"4559.155";"1544.298";"6084.612";"1757.948";"2517.280";"2590.455";"2176.860";"3728.707";"3842.528";"3669.355";"3410.474";"1767.960";"3082.385";"2522.175"
"8pm";"1923.674";"1513.790";"3002.386";"3087.525";"1896.150";"5854.300";"1591.632";"5693.919";"1728.287";"2571.610";"3015.831";"2500.015";"3417.673";"3603.745";"4013.358";"3319.941";"2022.019";"3123.584";"2427.527"
"9pm";"1979.542";"1343.391";"3046.665";"2898.695";"2052.108";"4968.775";"1683.337";"5864.005";"1699.290";"2675.032";"3267.046";"2327.612";"3240.120";"3613.018";"4043.555";"3455.666";"2095.640";"3053.020";"3223.986"
"10pm";"2067.096";"1364.086";"3040.438";"3228.026";"1920.929";"4667.341";"1807.658";"5970.258";"1646.261";"2630.863";"3424.644";"2401.028";"3351.905";"3750.433";"4174.877";"3471.434";"2094.042";"3112.366";"2647.656"
"11pm";"1776.095";"1402.231";"3074.265";"3379.938";"1954.074";"4432.236";"1874.702";"6336.316";"1664.930";"2565.503";"3470.697";"2463.738";"3387.937";"3828.439";"4002.128";"3551.166";"2113.349";"3112.366";"2567.673"
