"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942";"6260.30942"
"4am";"3861.3725";"2881.8882";"2502.9137";"1796.4953";"3057.9223";"1811.0750";"1845.9468";"2516.7515";"1471.4530";"2670.7342";"1952.7859";"2367.9052";"2145.2683";" 660.1896";"2133.2425";"1258.8902";"2595.3322";"1470.8302";"2884.8715";"2702.8552";"2701.9070";" 986.6447";"2233.5731";"1062.5579";"2662.8109";"1839.2260";"2024.7930";"1990.0353";"2150.4555";"1554.6895"
"5am";"3906.0624";"2905.4287";"2502.9137";"1796.4953";"3034.3817";"1811.0750";"1935.2275";"2516.7515";"1471.4530";"2670.7342";"1929.1659";"2367.9052";"2145.2683";" 660.1896";"2088.5526";"1282.5102";"2506.0515";"1470.8302";"2884.8715";"2702.8552";"2344.1537";" 986.6447";"2233.5731";"1062.5579";"2452.8150";"1839.2260";"2024.7930";"1990.0353";"1988.6370";"1554.6895"
"6am";"3842.0286";"2880.8487";"2209.5390";"1745.2331";"2884.3045";"1758.4808";"1504.8329";"2516.7515";"1901.8476";"2670.7342";"1929.1659";"2133.6735";"2185.6165";" 660.1896";"2322.7843";"1282.5102";"2473.0289";"1470.8302";"2334.2721";"2975.6185";"1986.4004";"1054.1709";"2170.6564";" 995.0317";"2452.8150";"1839.2260";"2005.6755";"1990.0353";"1826.8185";"1554.6895"
"7am";"3947.5198";"2629.4383";"2163.2338";"1693.7638";"2566.9677";"1535.8323";"1725.5549";"2356.9601";"2064.5297";"2260.7413";"1852.1849";"2350.1155";"2246.9038";" 576.1017";"2136.0002";"1775.1517";"2288.8250";"1377.7569";"2195.9688";"2555.7565";"1729.9778";" 994.6881";"2280.3535";" 770.9768";"2563.0699";"1858.3435";"1896.8913";"1672.9463";"1283.8249";"1516.7807"
"8am";"3714.3346";"2488.5992";"2583.3117";"1852.7889";"2340.5759";"1506.5366";"1663.7997";"2170.8511";"2031.2400";"1965.2692";"2099.9477";"2401.7157";"2333.0187";" 628.6866";"1824.8155";"2959.0832";"2188.3189";"1310.6911";"2019.5724";"2139.5038";"1808.7894";"1117.2546";"2183.7122";" 913.1645";"2295.0168";"1659.9846";"1923.2069";"1508.8278";" 995.8912";"1618.6796"
"9am";"3544.9528";"2513.0111";"2596.2671";"1823.9945";"2686.6227";"1323.8320";"2025.1119";"2141.7064";"2076.7298";"1951.7275";"2446.3101";"2452.6081";"2087.2263";" 533.5343";"1848.5687";"2672.3617";"2207.1739";"1269.3343";"2166.8623";"2082.2535";"1900.2220";"1014.1077";"2059.2673";"1337.4797";"2141.8722";"1740.0799";"1688.9841";"1587.5809";"1000.0560";"1940.4146"
"10am";"3387.4349";"2452.7544";"2621.2364";"1809.0359";"2613.5970";"1368.4879";"1701.4037";"2129.9465";"2207.1848";"1839.6139";"2297.7050";"2832.1536";"1994.7451";" 649.3641";"1466.4354";"3249.8452";"2020.7926";"1235.1335";"1884.4076";"2109.0984";"2060.5091";" 989.4171";"1981.4115";"1475.0536";"1939.7866";"1699.1426";"1809.2034";"1403.5677";"1076.6102";"2040.4944"
"11am";"3378.0660";"2271.3030";"2661.9382";"2011.1097";"2673.6449";"1210.0633";"1946.0412";"1967.4873";"2148.4109";"1944.5914";"2182.6685";"2992.9434";"2191.4687";" 681.2105";"1545.9556";"3047.9868";"2311.3777";"1110.0354";"2093.6121";"1912.2533";"1746.8356";"1038.9634";"2099.0192";"1209.3581";"1881.4559";"1816.0869";"1795.2200";"1484.3178";"1124.6970";"1734.3186"
