"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884";"2199.884"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"571.061";"557.391";"650.055";"  0.000";"  0.000";"  0.000";"  0.000";"715.520";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"1439.528";"1495.053";"1357.888";" 518.005";"   0.000";" 730.885";" 578.488";"1037.074";"   0.000";"   0.000";" 518.574";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1648.532";"1407.123";"1362.764";" 764.994";"   0.000";" 796.738";" 643.128";"1495.993";"   0.000";"   0.000";" 493.898";" 427.808";"   0.000";"   0.000";"   0.000"
"10am";"1581.032";"1300.326";"1503.898";" 870.501";"   0.000";" 850.694";" 573.998";"1414.083";"   0.000";"   0.000";" 505.708";" 384.708";"   0.000";"   0.000";"   0.000"
"11am";"1655.365";"1046.040";"1288.234";" 477.016";"   0.000";" 733.910";" 480.728";"1224.428";"   0.000";"   0.000";" 527.946";" 443.159";"   0.000";"   0.000";"   0.000"
"12am";"1162.054";" 515.551";" 645.238";"   0.000";"   0.000";" 388.943";"   0.000";" 886.158";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1691.280";"1099.707";"1249.428";" 521.598";"   0.000";" 750.212";" 501.475";"1223.442";"   0.000";"   0.000";" 815.365";" 388.720";"   0.000";"   0.000";"   0.000"
"2pm";"2199.884";"1449.880";"1527.071";" 654.017";"   0.000";"1161.473";" 424.347";"1339.681";"   0.000";"   0.000";" 455.662";" 367.074";"   0.000";" 416.249";"   0.000"
"3pm";"2076.049";"1460.359";"1582.306";" 720.450";"   0.000";"1059.027";" 445.714";"1299.259";"   0.000";"   0.000";" 561.695";" 410.901";"   0.000";" 617.907";"   0.000"
"4pm";"1935.152";"1456.994";"1356.239";" 435.233";"   0.000";" 869.019";" 447.274";"1034.711";"   0.000";"   0.000";" 502.152";" 373.470";"   0.000";" 629.588";"   0.000"
"5pm";"1122.045";" 885.835";" 829.674";" 335.456";"   0.000";" 432.327";"   0.000";" 851.417";"   0.000";"   0.000";"   0.000";" 262.490";"   0.000";" 469.843";"   0.000"
"6pm";"567.659";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"574.998";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"405.879";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000"
"8pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";"0";"0";"0";" 0"
