"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095";"31.0569288484095"
"max";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905";"68.9430711515905"
"4am";"60.68593";"55.94021";"61.67567";"56.76865";"57.27926";"51.06319";"56.94669";"47.53912";"56.27362";"57.04978";"51.65162";"59.90876";"50.64294";"68.94307";"53.40723";"52.14207";"51.74663";"48.37418"
"5am";"60.98985";"55.94021";"61.56507";"57.08103";"57.98956";"50.44063";"57.24358";"46.34458";"56.60996";"56.50794";"52.84594";"59.43839";"50.64294";"68.94203";"52.68570";"52.39216";"51.48207";"47.84620"
"6am";"59.49743";"56.25289";"61.02818";"57.41132";"58.93923";"51.10025";"57.07441";"46.90766";"57.08138";"56.81919";"52.16101";"59.36652";"51.60845";"66.94810";"52.89272";"56.16383";"53.72404";"48.66822"
"7am";"58.93846";"58.25657";"65.18512";"55.58885";"56.24428";"49.08433";"54.16618";"51.56754";"54.83163";"50.76368";"51.19065";"57.82629";"54.25149";"56.22573";"58.78919";"62.88078";"48.54101";"51.45685"
"8am";"63.93442";"61.89019";"60.58905";"54.18602";"54.93526";"47.84027";"54.81363";"53.54113";"56.47377";"60.22356";"53.50095";"56.41757";"55.63026";"52.53732";"52.10893";"59.94704";"51.10295";"56.94324"
"9am";"63.84060";"65.12329";"63.12835";"53.13105";"56.36935";"47.88469";"56.06917";"53.87252";"54.41578";"61.40218";"51.38297";"55.52599";"58.92315";"52.37540";"52.82650";"59.29170";"47.16854";"54.75065"
"10am";"64.05443";"64.95038";"59.87505";"51.65145";"55.15215";"45.63719";"57.48193";"52.71718";"57.99066";"63.61255";"51.08502";"56.33378";"55.55485";"56.24311";"52.81541";"57.40014";"46.46542";"54.43826"
"11am";"66.63683";"64.94914";"60.79886";"51.15585";"56.30664";"45.25879";"55.75464";"52.38375";"58.16331";"61.85888";"51.04185";"55.14214";"56.16041";"55.45975";"52.56676";"57.55558";"47.93292";"56.79305"
"12am";"62.98307";"62.95756";"63.10271";"49.84018";"61.13564";"45.61611";"53.32116";"48.02490";"58.11998";"61.27741";"51.88101";"56.10528";"55.65274";"59.73412";"52.33059";"58.26379";"47.82940";"55.46136"
"1pm";"66.87192";"60.25037";"62.85591";"53.52832";"58.82648";"48.67947";"49.29632";"48.60944";"57.08944";"62.75491";"44.48680";"56.16364";"56.98805";"55.75138";"49.29982";"56.91900";"51.21774";"57.06545"
"2pm";"68.48939";"60.42850";"64.40968";"54.71991";"58.70956";"48.62504";"49.62168";"45.16271";"54.90807";"63.57150";"46.54014";"59.73738";"54.24141";"56.17827";"48.18909";"53.94413";"50.52056";"55.50258"
"3pm";"68.20650";"60.08828";"64.26553";"55.91955";"59.70774";"48.32257";"47.35390";"47.88853";"52.08706";"61.69837";"51.65393";"56.70505";"53.40728";"58.07265";"42.71645";"53.28344";"55.75755";"54.16021"
"4pm";"66.14401";"66.37935";"60.24154";"52.17888";"63.32300";"52.13493";"50.52949";"50.44873";"52.88575";"60.55307";"46.77975";"58.74715";"55.38087";"57.22705";"44.07263";"51.65398";"51.69537";"56.05503"
"5pm";"67.61031";"58.93419";"61.46190";"51.93008";"59.46514";"52.35982";"53.39775";"48.54969";"57.67098";"54.78481";"48.48956";"58.39439";"49.37536";"61.97420";"50.53834";"51.84037";"56.34830";"49.75945"
"6pm";"64.38439";"54.42261";"54.44235";"56.93300";"61.49839";"53.51903";"55.17751";"49.38058";"58.50294";"55.40705";"46.62367";"63.15861";"52.80598";"67.05422";"54.70176";"48.67344";"52.79224";"46.82109"
