"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228"
"max";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893"
"4am";"24.64091";"23.13759";"37.33240";"35.55822";"30.00108";"34.34851";"35.83639";"36.08677";"40.44693";"43.04134";"32.02236";"48.52374";"35.45126";"38.40468";"32.69112"
"5am";"25.19703";"23.13759";"38.02080";"34.92078";"29.72915";"36.37588";"33.99485";"36.11756";"39.37894";"44.09087";"32.28784";"48.13152";"35.16561";"38.40468";"32.93551"
"6am";"25.37553";"23.09332";"37.30462";"37.61623";"29.52633";"35.09609";"32.21377";"36.32625";"38.45578";"43.69151";"33.04757";"50.56083";"34.24995";"39.98853";"32.93551"
"7am";"24.77798";"20.72325";"35.73914";"37.96334";"29.47898";"36.73270";"37.81889";"40.50625";"40.72507";"43.18894";"32.77060";"54.98686";"35.85047";"38.65179";"32.53857"
"8am";"26.08781";"22.47674";"29.46259";"40.45140";"25.90573";"46.83179";"40.08911";"39.40684";"50.27126";"51.10387";"36.77127";"55.57950";"38.53040";"47.70895";"42.10702"
"9am";"29.00986";"19.07014";"29.54197";"43.13764";"25.42557";"47.49921";"43.40536";"39.79323";"49.32558";"48.70797";"38.67128";"54.55420";"37.73507";"49.25799";"40.42760"
"10am";"30.31343";"17.61834";"31.40739";"40.92043";"26.01169";"45.70225";"45.43281";"37.68503";"50.98264";"48.65678";"43.19910";"54.50235";"38.92794";"34.41254";"41.72105"
"11am";"27.41453";"17.71052";"30.59605";"37.27418";"27.16223";"44.88707";"44.05092";"37.19081";"47.91584";"47.84986";"40.48070";"54.94789";"37.47211";"50.05944";"45.00930"
"12am";"26.83340";"22.02453";"35.36817";"41.89652";"36.10461";"37.61702";"44.23376";"34.65053";"42.46268";"49.19561";"32.27046";"51.08087";"35.08868";"39.99347";"35.63480"
"1pm";"27.93673";"18.72554";"33.07553";"38.56656";"38.45537";"42.47397";"48.89383";"33.39779";"48.55561";"46.64688";"29.36271";"54.09050";"36.45902";"43.67065";"36.87440"
"2pm";"29.34330";"21.97855";"31.55404";"45.41793";"37.15695";"48.51203";"38.28271";"32.90635";"47.57104";"46.59740";"35.90528";"45.72316";"35.46960";"45.06485";"41.75357"
"3pm";"29.21331";"21.26869";"31.98243";"41.46061";"37.27168";"51.74020";"36.87184";"35.46873";"49.14253";"48.55595";"38.86702";"45.29346";"33.90269";"42.92918";"41.14696"
"4pm";"25.69668";"20.11637";"30.38819";"38.10965";"34.39217";"47.67646";"43.90379";"39.72995";"52.84545";"45.51688";"38.39533";"42.65624";"36.56544";"46.52949";"36.44740"
"5pm";"27.81368";"27.40497";"31.94126";"32.43584";"30.39915";"48.63639";"34.75363";"37.71426";"55.36360";"41.60873";"33.94524";"43.22080";"37.77334";"39.48486";"40.73453"
"6pm";"28.07642";"24.87685";"34.91310";"28.40995";"33.22463";"35.56532";"36.40008";"40.26864";"45.77690";"40.73989";"37.46150";"47.67693";"36.75224";"38.98888";"36.64206"
"7pm";"24.37255";"25.94754";"32.66439";"39.05811";"32.78215";"36.89550";"33.20708";"38.37192";"42.49301";"41.15116";"33.07023";"48.44612";"36.90743";"39.02277";"36.12086"
"8pm";"26.63461";"21.30596";"34.02189";"40.00890";"28.51499";"33.95052";"36.25774";"38.07780";"43.25954";"40.08851";"34.85212";"47.80063";"36.85289";"38.14435";"36.23499"
"9pm";"24.52442";"19.99967";"34.79283";"39.98930";"28.96102";"34.81021";"37.05261";"37.71080";"42.80174";"40.06533";"35.59162";"47.66778";"36.58313";"38.02187";"34.63335"
"10pm";"24.96222";"20.51668";"34.52929";"39.64172";"28.89719";"34.10843";"39.33129";"37.39336";"42.32630";"39.82049";"35.75868";"47.92384";"35.86487";"38.22422";"34.18991"
"11pm";"24.69856";"20.98323";"34.47054";"38.89096";"29.16333";"35.00193";"38.32299";"37.15903";"42.04313";"38.99201";"34.94549";"47.29387";"35.89503";"38.77921";"33.37056"
"12pm";"24.58617";"20.98323";"34.70532";"37.08399";"29.16333";"35.02686";"38.16778";"36.97507";"40.87142";"39.17742";"34.78593";"47.29387";"35.88855";"38.77921";"33.15401"
"1am";"23.56185";"22.04940";"35.63739";"37.96154";"29.16333";"34.86472";"36.56292";"36.97507";"41.28109";"39.17742";"34.78593";"47.29387";"35.88855";"38.67720";"33.15401"
"2am";"23.48455";"22.04940";"35.63739";"37.96154";"29.16333";"34.86472";"36.80982";"36.78437";"41.28109";"39.17742";"34.78593";"47.29387";"35.88855";"38.67720";"33.15401"
"3am";"23.48455";"22.04940";"34.19686";"37.96154";"29.16333";"34.86472";"36.80982";"36.14985";"41.28109";"42.90352";"34.78593";"47.29387";"35.88855";"38.67720";"33.15401"
