"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096"
"max";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132"
"4am";" 887.5654";" 605.4710";" 571.0692";" 756.8387";"1506.7971";" 860.0440";" 522.9068";" 357.7783";" 708.6763";"1417.3525";" 956.3689";" 660.5138";" 454.1032";" 722.4370";" 694.9156";" 626.1120";" 502.2657";" 701.7959";" 763.7191";" 921.9672";" 846.2833"
"5am";" 894.4458";" 605.4710";" 571.0692";" 756.8387";"1486.1560";" 853.1636";" 522.9068";" 357.7783";" 729.3173";"1389.8311";" 949.4886";" 653.6334";" 454.1032";" 749.9584";" 681.1548";" 626.1120";" 495.3853";" 688.0352";" 770.5994";" 915.0868";" 846.2833"
"6am";" 921.9672";" 612.3513";" 584.8299";" 756.8387";"1479.2757";" 825.6422";" 543.5478";" 344.0176";" 763.7191";"1369.1900";" 921.9672";" 653.6334";" 454.1032";" 811.8815";" 674.2745";" 591.7103";" 460.9836";" 694.9156";" 743.0780";" 853.1636";" 825.6422"
"7am";" 956.3689";" 653.6334";" 681.1548";" 694.9156";"1417.3525";" 798.1208";" 529.7871";" 344.0176";" 839.4029";"1272.8651";" 935.7279";" 619.2317";" 426.5818";" 770.5994";" 694.9156";" 591.7103";" 419.7015";" 729.3173";" 694.9156";" 860.0440";" 756.8387"
"8am";"1038.9332";" 743.0780";" 694.9156";" 660.5138";"1369.1900";" 749.9584";" 522.9068";" 364.6587";" 846.2833";"1279.7455";" 942.6082";" 584.8299";" 412.8211";" 791.2405";" 688.0352";" 612.3513";" 426.5818";" 722.4370";" 674.2745";" 832.5226";" 681.1548"
"9am";"1059.5742";" 763.7191";" 736.1977";" 660.5138";"1348.5490";" 722.4370";" 516.0264";" 392.1801";" 866.9244";"1197.1812";" 983.8903";" 564.1889";" 405.9408";" 811.8815";" 674.2745";" 571.0692";" 392.1801";" 736.1977";" 674.2745";" 798.1208";" 646.7531"
"10am";"1093.9760";" 873.8047";" 777.4798";" 667.3941";"1382.9508";" 729.3173";" 502.2657";" 419.7015";" 860.0440";"1210.9420";" 983.8903";" 564.1889";" 378.4194";" 749.9584";" 612.3513";" 577.9496";" 371.5390";" 729.3173";" 667.3941";" 743.0780";" 598.5906"
"11am";"1018.2921";" 956.3689";" 839.4029";" 708.6763";"1300.3865";" 743.0780";" 481.6246";" 412.8211";" 853.1636";"1231.5830";" 997.6510";" 571.0692";" 392.1801";" 791.2405";" 591.7103";" 564.1889";" 357.7783";" 722.4370";" 639.8727";" 756.8387";" 591.7103"
"12am";" 949.4886";" 887.5654";" 736.1977";" 688.0352";"1396.7115";" 736.1977";" 474.7443";" 412.8211";" 818.7619";"1231.5830";" 997.6510";" 557.3085";" 378.4194";" 805.0012";" 653.6334";" 536.6675";" 385.2997";" 694.9156";" 653.6334";" 763.7191";" 626.1120"
"1pm";"1038.9332";" 894.4458";" 853.1636";" 660.5138";"1341.6686";" 722.4370";" 447.2229";" 474.7443";" 866.9244";"1162.7795";" 990.7707";" 509.1460";" 385.2997";" 825.6422";" 660.5138";" 543.5478";" 405.9408";" 667.3941";" 632.9924";" 770.5994";" 632.9924"
"2pm";" 997.6510";" 866.9244";" 818.7619";" 626.1120";"1382.9508";" 763.7191";" 447.2229";" 426.5818";" 846.2833";"1183.4205";" 990.7707";" 557.3085";" 392.1801";" 791.2405";" 653.6334";" 557.3085";" 385.2997";" 674.2745";" 653.6334";" 777.4798";" 639.8727"
"3pm";"1004.5314";" 708.6763";" 791.2405";" 646.7531";"1321.0276";" 770.5994";" 474.7443";" 357.7783";" 853.1636";"1272.8651";" 977.0100";" 577.9496";" 405.9408";" 770.5994";" 653.6334";" 626.1120";" 392.1801";" 694.9156";" 701.7959";" 777.4798";" 632.9924"
"4pm";" 956.3689";" 763.7191";" 619.2317";" 660.5138";"1417.3525";" 777.4798";" 433.4622";" 364.6587";" 756.8387";"1300.3865";"1032.0528";" 598.5906";" 419.7015";" 736.1977";" 646.7531";" 598.5906";" 433.4622";" 694.9156";" 722.4370";" 805.0012";" 715.5566"
"5pm";" 956.3689";" 688.0352";" 605.4710";" 694.9156";"1486.1560";" 811.8815";" 440.3425";" 385.2997";" 715.5566";"1355.4293";" 990.7707";" 605.4710";" 426.5818";" 715.5566";" 619.2317";" 584.8299";" 447.2229";" 694.9156";" 749.9584";" 811.8815";" 756.8387"
"6pm";" 956.3689";" 646.7531";" 653.6334";" 681.1548";"1451.7543";" 798.1208";" 495.3853";" 364.6587";" 729.3173";"1376.0704";" 983.8903";" 591.7103";" 426.5818";" 756.8387";" 660.5138";" 591.7103";" 447.2229";" 694.9156";" 763.7191";" 811.8815";" 784.3601"
"7pm";" 928.8475";" 674.2745";" 674.2745";" 715.5566";"1431.1132";" 805.0012";" 509.1460";" 371.5390";" 708.6763";"1389.8311";" 990.7707";" 605.4710";" 433.4622";" 729.3173";" 667.3941";" 605.4710";" 460.9836";" 694.9156";" 777.4798";" 798.1208";" 756.8387"
"8pm";" 901.3261";" 619.2317";" 632.9924";" 715.5566";"1465.5150";" 839.4029";" 495.3853";" 371.5390";" 722.4370";"1389.8311";" 977.0100";" 626.1120";" 433.4622";" 729.3173";" 674.2745";" 619.2317";" 467.8639";" 688.0352";" 798.1208";" 811.8815";" 763.7191"
"9pm";" 887.5654";" 605.4710";" 605.4710";" 736.1977";"1465.5150";" 839.4029";" 474.7443";" 364.6587";" 708.6763";"1410.4722";" 963.2493";" 619.2317";" 447.2229";" 708.6763";" 674.2745";" 632.9924";" 481.6246";" 701.7959";" 777.4798";" 839.4029";" 791.2405"
"10pm";" 873.8047";" 605.4710";" 591.7103";" 749.9584";"1458.6346";" 866.9244";" 495.3853";" 371.5390";" 694.9156";"1417.3525";" 956.3689";" 626.1120";" 454.1032";" 722.4370";" 688.0352";" 612.3513";" 481.6246";" 694.9156";" 777.4798";" 839.4029";" 791.2405"
