"hour","sex1","sex2"
"4am",0.0320482077432894,0.0320482077432895
"5am",0.0516716722365676,0.0516716722365678
"6am",0.0860819968678765,0.0860819968678764
"7am",0.114915051929286,0.114915051929286
"8am",0.0972187994925128,0.0972187994925127
"9am",0.0532375007637769,0.0532375007637767
"10am",0.0594081511870133,0.0594081511870133
"11am",0.094278482289935,0.094278482289935
"12am",0.133327313937744,0.133327313937744
"1pm",0.098460418311685,0.098460418311685
"2pm",0.0817711508459275,0.0817711508459276
"3pm",0.0764853769319177,0.0764853769319179
"4pm",0.0886898572572847,0.0886898572572845
"5pm",0.0965287150518054,0.0965287150518054
"6pm",0.0699357518556782,0.0699357518556785
"7pm",0.0108327984889986,0.0108327984889986
"8pm",0.0436615541250069,0.0436615541250071
"9pm",0.0460925410419139,0.0460925410419138
"10pm",0.0249581835008914,0.0249581835008913
"11pm",0.0237059348837347,0.0237059348837347
"12pm",0.0237388456116186,0.0237388456116186
"1am",0.0178708162541133,0.0178708162541135
"2am",0.0158383420933879,0.015838342093388
"3am",0.0210873822133724,0.0210873822133725
