"hour","age1","age2","age3","age4"
"4am",0.427452748509221,0.440175599761068,0.600002274031661,0.283389701139931
"5am",0.42504530141104,0.426450876399398,0.590853741138994,0.294240697730815
"6am",0.426644641682231,0.437647167747396,0.534840016767122,0.356849349216081
"7am",0.333509163283521,0.308011433743695,0.367058164010847,0.403894475260182
"8am",0.307015155299786,0.26501279984585,0.215126425157303,0.356633738480654
"9am",0.262714354824648,0.276684982933588,0.197341315815337,0.374617789026947
"10am",0.278182465740653,0.228256527830047,0.196693264930418,0.345552162094562
"11am",0.296974348247026,0.258251422435773,0.200219107683105,0.350753821224486
"12am",0.316255943559628,0.238720563594654,0.225488897579619,0.349447255050024
"1pm",0.274668384032905,0.241390192429869,0.193185605077406,0.354289204468648
"2pm",0.2971191495511,0.222718600688013,0.234789833615691,0.366434847303252
"3pm",0.288708043668341,0.253629861273485,0.220792267854713,0.362360335282959
"4pm",0.323881946346572,0.257560909607717,0.300563126775946,0.373495080767189
"5pm",0.359148062288564,0.338513337990339,0.416090242749491,0.291347969166344
"6pm",0.383713650244102,0.361854114073543,0.521741832158771,0.275713086701139
"7pm",0.434495905613557,0.380934302746169,0.584372907300229,0.305189613585685
"8pm",0.429637328203355,0.416450470304419,0.58821622146441,0.317095804237417
"9pm",0.429213652404353,0.413356893184314,0.594751548115079,0.303262941028406
"10pm",0.433617278597374,0.441807185641908,0.601248582908874,0.314520241625962
"11pm",0.45691585984833,0.4530633857236,0.618791435602221,0.309282851077065
"12pm",0.460112760013401,0.455009423046816,0.617871960473647,0.311784429205967
"1am",0.457280551791961,0.455308412991967,0.615512793766003,0.306834659608355
"2am",0.454232629850277,0.448441891291176,0.609011776969475,0.306984150401068
"3am",0.454369726052295,0.449118893031212,0.611199064784364,0.305406980348752
