"hour","resarea1","resarea2","resarea3"
"4am",0.777497454732669,0.633362528940369,0.728261421303558
"5am",0.779438243029686,0.63471335092494,0.728416770012428
"6am",0.783189577731078,0.634777623668297,0.725978006340354
"7am",0.795999514716444,0.642151983165763,0.732864661654097
"8am",0.812567969691814,0.661225245251173,0.7437211847486
"9am",0.819384794577127,0.671186310284471,0.751433734037302
"10am",0.821486000090379,0.675201431308553,0.756988651595524
"11am",0.817189998811663,0.66742684722491,0.747569831149959
"12am",0.808768279294906,0.660176130308894,0.741895616201729
"1pm",0.81901256566278,0.670039277815545,0.740189949563035
"2pm",0.821726179382007,0.674431827385334,0.743690242930776
"3pm",0.818545460724662,0.673063116979883,0.75049519309025
"4pm",0.815326951024785,0.662616454151747,0.740501513225135
"5pm",0.800397083624553,0.644764194952732,0.733030545871793
"6pm",0.792215377247004,0.636879925449335,0.730463528432118
"7pm",0.789704455348666,0.638246460547815,0.72918825828301
"8pm",0.785223454008186,0.635669265772592,0.726808975238177
"9pm",0.783067406260441,0.634331201055057,0.726969294600721
"10pm",0.779942496931646,0.633300905727988,0.727963902476401
"11pm",0.778543293069548,0.632237911196165,0.727760035014164
"12pm",0.778116514039457,0.631872668859768,0.728172756148466
"1am",0.777372939001323,0.631387937064515,0.728244351145074
"2am",0.77722092948962,0.631374652743353,0.728295211389404
"3am",0.777668881392832,0.631981027535737,0.728043580047783
