"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609";"5183.92609"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";"0"
"5am";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"624.0610";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"926.8931";"  0.0000";"0";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"0";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"6am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 741.7622";"   0.0000";"   0.0000";" 737.2245";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1026.1060";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";" 759.8410";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"7am";"1375.7380";"2048.0532";" 695.2656";"1229.8791";" 907.6110";" 850.2515";"   0.0000";"   0.0000";"1101.6974";"   0.0000";" 598.4514";"1483.1760";"1219.4162";"   0.0000";"   0.0000";"   0.0000";" 492.7486";"1266.8088";"   0.0000";"   0.0000";"1646.8523";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 905.7520";"   0.0000";"1206.9908";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"3153.8498";"2317.3476";"1103.8854";"1599.7376";"1599.2257";"1152.6327";" 628.9032";"   0.0000";"1451.6264";"1179.2845";" 990.8086";"1590.7034";"2013.2880";"   0.0000";"   0.0000";"   0.0000";" 729.9598";"1483.9654";"   0.0000";"   0.0000";"2224.0734";"   0.0000";" 932.2049";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1116.2826";"   0.0000";"1425.3049";" 860.8551";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1323.0174";" 667.4121";" 532.2572";"   0.0000";" 731.8884"
"9am";"3869.6838";"2634.7215";"1277.7290";"1746.9372";"1736.6153";"1453.4154";"   0.0000";"   0.0000";"1647.1335";"1444.0729";"1509.7666";"1817.6603";"2723.1896";"   0.0000";"   0.0000";"   0.0000";" 747.2387";"1559.3362";"   0.0000";"   0.0000";"3116.1628";"   0.0000";" 840.4439";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1239.8238";"   0.0000";"1655.4939";"1055.0748";"   0.0000";"   0.0000";"   0.0000";" 725.0763";"1561.7170";" 667.4121";" 716.4233";"   0.0000";" 742.5585"
"10am";"4025.1780";"2814.4723";"1351.0741";"1658.3791";"1650.5617";"1502.5877";"   0.0000";" 515.5373";"1603.5969";"1285.9402";"1697.4985";"1739.4642";"2936.2723";"   0.0000";"   0.0000";"   0.0000";" 877.7114";"1606.7591";"   0.0000";"   0.0000";"3066.4020";"   0.0000";" 824.6711";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1161.8320";"   0.0000";"1385.0329";"1080.6428";"   0.0000";"   0.0000";"   0.0000";" 712.5447";"1499.0464";" 706.6442";" 724.8853";"   0.0000";" 851.8597"
"11am";"3773.2074";"2663.5854";" 960.4552";"1521.6944";"1272.2209";"1381.9483";" 641.5185";"   0.0000";"1696.2131";"1337.0481";"1418.1122";"1766.0019";"2678.8828";"   0.0000";"   0.0000";"   0.0000";" 615.2135";"1725.6739";"   0.0000";"   0.0000";"2461.0032";"   0.0000";" 891.7244";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1263.2168";"   0.0000";"1521.5910";" 842.2187";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1225.5640";" 702.8436";" 556.8357";"   0.0000";" 787.9149"
