"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407";"5627.407"
"4am";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"7am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"746.394";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"856.521";"346.112";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1106.403";" 359.061";"   0.000";"   0.000";" 637.619";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 450.065";"   0.000";"   0.000";" 535.848"
"10am";"   0.000";"   0.000";"   0.000";" 448.907";"   0.000";"1470.502";" 403.321";"   0.000";"   0.000";" 907.264";"   0.000";"   0.000";" 353.376";"   0.000";"   0.000";" 505.529";"   0.000";"   0.000";" 595.825"
"11am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1473.425";" 349.978";"   0.000";"   0.000";" 878.191";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 634.861";"   0.000";"   0.000";" 533.802"
"12am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1161.693";"   0.000";"   0.000";"   0.000";" 664.981";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1175.817";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 544.578"
"2pm";" 589.848";"   0.000";"   0.000";"   0.000";"   0.000";"1210.421";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 655.304";"   0.000";"   0.000";"   0.000"
"3pm";" 739.493";"   0.000";"   0.000";"   0.000";"   0.000";"1045.822";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 376.375";"   0.000";"   0.000";" 490.859";"   0.000";"   0.000";" 561.092"
"4pm";" 733.919";"   0.000";"   0.000";"   0.000";"   0.000";"1015.491";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 312.637";"   0.000";"   0.000";" 406.211";"   0.000";"   0.000";"   0.000"
"5pm";"569.528";"  0.000";"  0.000";"  0.000";"  0.000";"726.604";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"393.053";"  0.000";"  0.000";"  0.000"
"6pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"497.037";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"693.09";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"8pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"886.869";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000"
"9pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"10pm";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0";"0";" 0"
