"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846";"88.6153846153846"
"4am";" 5.647059";" 8.096280";"10.251451";" 6.614786";" 4.367607";" 6.882911";" 7.934426";" 5.263158";" 6.451613";" 5.498982";" 3.629764";" 4.693141";" 5.008078";" 7.054674";" 6.902357";" 7.313196";" 4.704097";" 5.255255";" 7.722008";" 5.034325";" 8.551483";" 6.261181";" 6.581353";" 6.345733";" 6.633499";" 8.316008";" 7.142857";" 7.172996";" 1.298701"
"5am";" 5.4421769";" 8.0434783";"10.2316602";" 6.5750736";" 4.3835616";" 6.9433360";" 7.9920740";" 5.3173242";" 6.5217391";" 5.4989817";" 3.6630037";" 4.6931408";" 5.0406504";" 7.0921986";" 6.9373942";" 7.5163399";" 4.7987616";" 5.3272451";" 7.7972710";" 5.0691244";" 8.6419753";" 6.3291139";" 6.5454545";" 6.4159292";" 6.7001675";" 8.3682008";" 7.2052402";" 7.2033898";" 0.8474576"
"6am";" 4.8262548";" 8.1023454";"10.1562500";" 6.4896755";" 4.3795620";" 6.9655725";" 8.1632653";" 5.2810903";" 6.7323481";" 5.6133056";" 3.8986355";" 4.9858890";" 5.2232519";" 7.1942446";" 6.5079365";" 8.0895009";" 5.1696284";" 5.6818182";" 8.1419624";" 5.2757794";" 9.2105263";" 6.3752277";" 6.8181818";" 6.7599068";" 7.2463768";" 8.7145969";" 7.4157303";" 7.4725275";" 0.3436426"
"7am";" 3.1952663";" 6.1032864";"10.1960784";" 5.9513075";" 4.2464613";" 7.9335793";" 8.6092715";" 4.6801872";" 8.1632653";" 6.2500000";" 4.8661800";" 5.3388090";" 6.1010486";" 7.8000000";" 6.1611374";" 9.7916667";" 6.0606061";" 6.6666667";" 9.7256858";" 5.9945504";"10.4072398";" 6.3063063";" 7.4688797";" 7.4358974";" 8.2969432";" 9.4339623";" 8.3129584";" 8.2926829";" 0.3076923"
"8am";" 2.8144239";" 4.1049031";"10.3448276";" 5.8149058";" 4.5454545";" 8.7645195";" 8.6824067";" 3.9772727";" 9.0243902";" 7.6142132";" 5.6000000";" 5.3752535";" 6.7209776";" 7.2874494";" 6.0955519";"10.4878049";" 6.5420561";" 7.8014184";"10.1983003";" 6.8249258";"11.9897959";" 5.9753954";" 7.4157303";" 7.7956989";" 8.6848635";"10.0515464";" 8.4832905";" 8.5937500";" 0.8629989"
"9am";" 3.430962";" 4.021739";" 9.751037";" 5.859676";" 4.429861";" 8.455468";" 9.013867";" 3.857143";"10.027100";" 7.397959";" 5.630027";" 5.165692";" 7.250755";" 7.392197";" 5.714286";"10.256410";" 6.323185";" 7.397959";"10.979228";" 6.727829";"12.176166";" 5.945946";" 7.328605";" 7.417582";" 9.090909";" 9.947644";" 8.288770";" 8.579088";" 1.464844"
"10am";" 3.289474";" 3.987408";"10.204082";" 6.074074";" 4.697987";" 8.189158";" 9.054805";" 3.551136";" 8.797654";" 7.250000";" 6.166220";" 6.327900";" 7.068607";" 7.337526";" 5.333333";" 9.973046";" 6.030151";" 7.258065";"11.384615";" 6.562500";"12.359551";" 6.238532";" 7.038835";" 7.242340";" 9.686610";" 9.782609";" 8.516484";" 8.683473";" 1.818182"
"11am";" 3.338898";" 4.072883";" 9.787234";" 5.522388";" 4.225352";" 8.886389";" 9.265176";" 4.591105";"10.410959";" 6.106870";" 5.684755";" 5.318139";" 6.889353";" 7.276507";" 5.629139";"10.471204";" 6.483791";" 7.671958";"10.461538";" 6.583072";"12.569832";" 6.170599";" 7.345972";" 7.977208";"10.084034";" 9.408602";" 8.108108";" 8.516484";" 1.541251"
"12am";" 3.281520";" 4.248366";" 9.791667";" 5.576208";" 4.465038";" 9.000000";" 9.208401";" 3.958944";"10.025707";" 7.142857";" 6.393862";" 5.108798";" 6.617647";" 7.547170";" 5.481728";"10.282776";" 6.779661";" 7.611549";" 9.907121";" 6.402439";"11.484594";" 5.839416";" 6.730769";" 8.077994";" 9.615385";" 9.973046";" 8.493151";" 8.241758";" 1.620162"
"1pm";" 3.013029";" 3.821656";" 9.643606";" 5.680224";" 4.669604";" 8.994083";" 9.546926";" 3.874814";"10.364146";" 6.234414";" 7.178218";" 6.005720";" 7.299270";" 7.805907";" 5.059022";"10.106383";" 6.459330";" 7.712766";" 9.567901";" 5.863192";"10.227273";" 5.925926";" 6.218905";" 7.514451";" 9.734513";"10.306407";" 8.683473";" 7.923497";" 1.967494"
"2pm";" 2.635914";" 4.108108";" 9.935205";" 5.671213";" 4.973357";" 8.472554";" 9.577922";" 3.884892";"10.112360";" 6.896552";" 6.263982";" 5.736138";" 7.181136";" 7.692308";" 5.093379";"10.126582";" 7.126437";" 7.772021";" 9.876543";" 5.940594";"10.249307";" 6.340580";" 6.923077";" 7.222222";" 9.620991";"10.743802";" 8.781870";" 7.754011";" 1.578947"
"3pm";" 2.667893";" 4.191617";" 9.751037";" 5.776737";" 4.856115";" 8.395324";" 9.300477";" 4.885496";" 8.607595";" 6.082725";" 5.011390";" 5.688623";" 6.193806";" 8.196721";" 5.227656";" 8.755760";" 6.881720";" 7.600950";"10.511364";" 5.128205";"10.025707";" 6.363636";" 7.751938";" 6.951872";" 9.350649";"10.569106";" 8.310992";" 6.976744";" 1.658031"
"4pm";" 3.391960";" 4.407713";"10.570825";" 6.418919";" 4.766355";" 7.677543";" 9.055728";" 4.704097";" 7.383966";" 6.802721";" 4.811715";" 4.752667";" 5.332168";" 7.753479";" 5.904059";" 8.167331";" 6.297710";" 6.400000";" 9.677419";" 4.597701";" 8.948546";" 6.805293";" 7.228916";" 7.088608";" 8.207343";" 9.876543";" 7.888041";" 7.389163";" 1.535836"
