"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155";"6836.06155"
"4am";"1095.83558";" 476.34631";"2506.90630";"1675.55392";" 219.88720";"1079.64245";"   0.00000";"  36.19573";" 684.81926";"1640.85783";" 326.24017";" 869.36584";"1650.26028";" 226.56893";" 311.19245";" 576.54876";" 382.76894";" 125.56121";" 504.25336";" 250.45541";" 628.93770";" 344.57998";" 529.09183";" 517.66876";"1056.64670";"1043.66066";" 796.23264";" 728.93071"
"5am";"1095.83558";" 476.34631";"2506.90630";"1675.55392";" 219.88720";"1079.64245";"   0.00000";"  36.19573";" 684.81926";"1640.85783";" 326.24017";" 869.36584";"1650.26028";" 254.53430";" 345.97250";" 576.54876";" 382.76894";" 125.56121";" 504.25336";" 250.45541";" 600.97233";" 344.57998";" 529.09183";" 482.88871";"1056.64670";"1043.66066";" 796.23264";" 728.93071"
"6am";"1095.83558";" 476.34631";"2428.22547";"1675.55392";" 219.88720";"1079.64245";"   0.00000";"  36.19573";" 684.81926";"1640.85783";" 297.82771";" 869.36584";"1650.26028";" 254.53430";" 345.97250";" 511.34484";" 382.76894";" 125.56121";" 504.25336";" 250.45541";" 574.67725";" 344.57998";" 529.09183";" 482.88871";"1056.64670";" 942.72340";" 714.29114";" 728.93071"
"7am";"1143.80032";" 635.50529";"2407.74228";"1090.04870";" 418.56960";"1014.30032";" 186.63451";"  36.19573";" 573.57404";"1413.80255";" 334.15727";" 773.10519";"1035.59067";" 203.80681";" 393.45892";" 383.98161";" 744.49872";"  40.08390";" 388.66376";" 183.37417";" 441.27744";" 303.40243";" 443.77981";" 363.74162";" 702.81360";" 614.65009";" 515.89474";" 439.18991"
"8am";"1923.13778";" 838.38883";"1703.00522";"1300.00407";" 807.81353";"1255.34352";" 364.48486";"  36.19573";" 333.98515";"1020.44830";" 411.11086";" 900.93109";" 603.18034";" 185.99380";" 601.92306";" 389.35796";" 815.03180";"  52.66127";" 207.06076";" 149.25116";" 248.87309";" 203.91279";" 231.54047";" 242.56144";" 502.13328";" 453.09767";" 292.35634";" 327.11318"
"9am";"2256.58079";" 782.31608";"1609.64526";"1258.61211";" 888.57806";"1201.16495";" 405.80081";"  85.20112";" 452.53036";" 851.40408";" 508.61606";" 876.02229";" 536.28598";" 185.99380";" 683.89971";" 313.81020";" 873.76797";"  52.66127";" 207.06076";" 149.25116";" 227.83307";" 182.83107";" 215.22167";" 223.53130";" 395.10693";" 438.02137";" 254.73674";" 342.18948"
"10am";"2404.37012";" 926.08748";"1553.45752";"1134.00660";" 909.62313";"1191.38115";" 405.80081";"  85.20112";" 422.74686";" 851.40408";" 540.42406";" 876.02229";" 381.08025";" 185.99380";" 682.86636";" 327.13240";" 901.42500";"  52.66127";" 371.96908";" 103.12650";" 227.83307";" 165.81537";" 153.49667";" 245.28970";" 341.89180";" 407.33963";" 219.30006";" 327.11318"
"11am";"2305.32778";" 865.02539";"1660.35697";" 931.15100";" 940.53967";"1632.27885";" 405.80081";"  85.20112";" 376.59248";"1014.86195";" 578.51294";" 654.54061";" 315.09351";" 185.99380";" 697.30190";" 393.83823";" 706.17923";"  52.66127";" 371.96908";" 103.12650";" 242.81461";" 169.88139";" 152.38333";" 242.56144";" 396.14028";" 434.99666";" 219.30006";" 271.01262"
"12am";"2405.93601";" 646.79622";"1874.85906";" 917.36588";" 827.03318";"1660.06292";" 284.79304";" 117.33312";" 431.73206";" 889.43992";" 529.65570";" 854.70362";" 337.81051";" 146.19479";" 488.53204";" 449.18553";" 794.38629";"  77.90777";" 380.29768";"  85.92367";" 297.07506";" 186.89709";" 209.53260";" 265.10850";" 530.00384";" 450.58698";" 220.28369";" 223.72572"
"1pm";"2309.02841";" 711.98461";"1838.63946";"1212.58287";" 683.73914";"1459.84082";" 357.75170";" 157.08682";" 300.91420";" 853.13110";" 636.12496";" 754.51889";" 470.69161";" 185.99380";" 711.35466";" 369.15750";" 792.13087";" 185.33452";" 326.21476";"  46.12466";" 231.82253";" 186.89709";" 174.14173";" 185.97207";" 482.49533";" 392.63139";" 222.46661";" 223.72572"
"2pm";"2276.27207";" 727.52547";"1844.90878";"1389.61007";" 714.33597";"1488.85566";" 455.36537";" 170.99249";" 272.65508";"1007.50408";" 602.77769";" 873.17856";" 358.95055";" 185.99380";" 738.10041";" 369.15750";" 828.07965";" 185.33452";" 317.88616";"  83.41182";" 205.52745";" 186.89709";" 185.17162";" 231.40316";" 482.49533";" 318.53974";" 157.85195";" 255.17949"
"3pm";"2304.0552";" 937.3235";"2143.3630";"1041.7985";" 714.3360";"1319.4073";" 403.8764";" 185.1711";" 250.3770";"1156.5649";" 546.7049";" 827.6596";" 404.7049";" 185.9938";" 607.2921";" 369.1575";" 905.2097";" 130.5690";" 272.1318";" 149.5435";" 254.5328";" 186.8971";" 201.4904";" 185.9721";" 460.8138";" 358.3943";" 180.1300";" 282.1947"
"4pm";"2230.08110";" 915.27361";"1937.52515";"1097.29429";" 714.33597";"1174.21901";" 267.80504";"  98.60179";" 199.83982";"1078.69172";" 546.70494";" 853.42532";" 537.58597";" 185.99380";" 503.02390";" 389.35796";" 693.81730";" 130.56904";" 272.13184";" 195.66818";" 312.90172";" 206.99292";" 227.38199";" 261.96045";" 441.78370";" 447.56227";" 274.24713";" 317.49469"
"5pm";"1742.35564";" 947.00741";"1663.04616";"1696.71960";" 689.21116";"1369.42882";" 122.98516";"  63.21092";" 442.88646";"1002.44623";" 463.76486";" 754.98394";" 736.57958";" 118.22942";" 505.36435";" 557.55520";" 611.85247";" 130.56904";" 346.48466";" 195.66818";" 483.50905";" 238.28413";" 311.89498";" 302.79320";" 703.98688";" 545.37008";" 338.92774";" 350.26491"
"6pm";"1338.26948";" 997.41098";"2313.46961";"1761.31779";" 381.19543";"1323.06734";"  75.61546";" 145.23805";" 533.16073";"1313.50503";" 297.82771";"1009.08350";"1078.92979";" 159.54537";" 295.15107";" 544.08918";" 412.17783";" 216.33124";" 462.07426";" 113.20590";" 509.80421";" 338.54382";" 446.66183";" 373.69807";" 879.72340";" 799.85260";" 501.42875";" 558.28497"
"7pm";"1751.81662";" 788.46754";"2058.37395";"1672.20020";" 479.62151";"1221.64392";" 121.26137";"  85.18119";" 536.03856";"1750.99063";" 343.12058";" 729.13956";"1574.57095";" 105.30756";" 219.62045";" 516.49190";" 311.92640";"  85.76220";" 504.25336";" 113.20590";" 510.57652";" 372.54535";" 472.39738";" 457.45628";"1094.36958";" 956.32812";" 624.87321";" 574.83068"
"8pm";"1707.3544";" 863.2010";"2227.6402";"1465.7885";" 406.0654";" 823.7048";" 188.9143";" 108.0814";" 650.6009";"1763.4818";" 343.1206";" 729.1396";"1582.6333";" 105.3076";" 255.5692";" 516.4919";" 541.9703";"  85.7622";" 504.2534";" 113.2059";" 628.9377";" 361.5957";" 499.0418";" 479.6345";"1094.3696";" 949.7579";" 719.1200";" 601.1253"
"9pm";"1772.76336";" 863.20096";"2281.98790";"1465.78854";" 374.25736";" 823.70482";"  67.65292";" 108.08143";" 585.19194";"1665.44053";" 374.92858";" 855.39038";"1582.63328";" 226.56893";" 255.56923";" 516.49190";" 460.49329";"  85.76220";" 504.25336";" 113.20590";" 628.93770";" 412.61291";" 499.04178";" 498.63862";"1226.77848";"1006.99164";" 719.11997";" 680.57679"
"10pm";"1454.96826";" 623.62994";"2616.75739";"1603.66822";" 295.57653";" 823.70482";"   0.00000";"  96.25259";" 619.41033";"1778.12835";" 326.24017";" 932.49125";"1705.59827";" 226.56893";" 271.28479";" 516.49190";" 426.03918";"  85.76220";" 504.25336";" 180.28714";" 628.93770";" 412.61291";" 515.36058";" 463.85857";"1226.77848";"1025.09265";" 781.45486";" 680.57679"
"11pm";"1399.84627";" 437.52350";"2616.75739";"1603.66822";" 295.57653";"1047.42195";"   0.00000";"  96.25259";" 669.94752";"1823.77079";" 294.42245";" 964.30897";"1547.22327";" 226.56893";" 311.19245";" 516.49190";" 426.03918";" 125.56121";" 504.25336";" 250.45541";" 628.93770";" 412.61291";" 515.36058";" 463.85857";"1226.77848";"1025.09265";" 752.62914";" 709.40251"
"12pm";"1399.84627";" 437.52350";"2616.75739";"1603.66822";" 295.57653";"1047.42195";"   0.00000";"  96.25259";" 669.94752";"1823.77079";" 294.42245";" 964.30897";"1613.21001";" 226.56893";" 311.19245";" 516.49190";" 426.03918";" 125.56121";" 504.25336";" 250.45541";" 628.93770";" 412.61291";" 515.36058";" 463.85857";"1226.77848";"1025.09265";" 752.62914";" 736.41770"
"1am";"1334.43734";" 437.52350";"2683.47355";"1603.66822";" 295.57653";"1047.42195";"   0.00000";"  96.25259";" 735.35645";"1823.77079";" 294.42245";" 964.30897";"1613.21001";" 226.56893";" 311.19245";" 516.49190";" 407.47117";" 125.56121";" 504.25336";" 250.45541";" 628.93770";" 412.61291";" 515.36058";" 463.85857";"1226.77848";"1043.66066";" 752.62914";" 736.41770"
