"hour","sex1","sex2"
"4am",0.046,0.046
"5am",0.0501,0.0501
"6am",0.0531,0.0531
"7am",0.0763,0.0763
"8am",0.0883,0.0883
"9am",0.0905,0.0905
"10am",0.0901,0.0901
"11am",0.0879,0.0879
"12am",0.0782,0.0782
"1pm",0.0782,0.0782
"2pm",0.0814,0.0814
"3pm",0.074,0.074
"4pm",0.0784,0.0784
"5pm",0.0716,0.0716
"6pm",0.06,0.06
"7pm",0.051,0.051
"8pm",0.0507,0.0507
"9pm",0.0488,0.0488
"10pm",0.0466,0.0466
"11pm",0.0468,0.0468
"12pm",0.0459,0.0459
"1am",0.0467,0.0467
"2am",0.0469,0.0469
"3am",0.047,0.047
