"hour","resarea1","resarea2","resarea3"
"4am",0.600096464278995,0.46362919377168,0.725498404508708
"5am",0.600935787689562,0.470293041397979,0.72808385703102
"6am",0.604218626102092,0.47848946580797,0.735425548284765
"7am",0.62246682408761,0.51449082229872,0.744029626804251
"8am",0.633841024222753,0.539742600947279,0.744725826047624
"9am",0.64093700852061,0.550837640404886,0.746184660571978
"10am",0.63897241692231,0.5518889007052,0.745071777488018
"11am",0.627425597287422,0.537237836652251,0.737214338522039
"12am",0.604254767825851,0.509312569643751,0.732940746869235
"1pm",0.622532292123703,0.529087448132666,0.747213635981357
"2pm",0.632325671193487,0.533363561347573,0.760838570184405
"3pm",0.639421579839708,0.542963474243432,0.761390473303617
"4pm",0.631327118525928,0.527508986617368,0.750018242526316
"5pm",0.619158415596063,0.505926491031059,0.741559346689989
"6pm",0.610100861710978,0.481861816126179,0.731768320988821
"7pm",0.612471742461094,0.480833226373766,0.729266664682487
"8pm",0.611174127706441,0.475260071152518,0.728417206669686
"9pm",0.610453409712689,0.470148292540649,0.727410472722409
"10pm",0.607971371144955,0.467669139025281,0.723014534657851
"11pm",0.605288423605833,0.463594018569073,0.725142604760492
"12pm",0.604751246394569,0.462438641681305,0.724832277009546
"1am",0.604628113829961,0.462756813427472,0.724828078170134
"2am",0.604589746177678,0.462954699140075,0.725135553360005
"3am",0.605105365116166,0.463326208064271,0.72483863802273
