"hour","age1","age2","age3","age4"
"4am",0.439832920062809,0.153643284852748,0.411711144844381,0.0854640169146767
"5am",0.460837231203177,0.155657573993581,0.410685465830148,0.0830996524129979
"6am",0.430761450960055,0.163192083961424,0.388191004739406,0.0866389060009112
"7am",0.329019846934895,0.146333507209946,0.338855502374962,0.0454973898643055
"8am",0.34835429735865,0.192547164553395,0.281499554420649,0.063154460235226
"9am",0.331078731559599,0.140194074086108,0.253423829552451,0.112431056893724
"10am",0.337109954186905,0.114252928024163,0.271461558782495,0.113617552294394
"11am",0.292493558578271,0.105216211506967,0.326547167116776,0.109694071067654
"12am",0.355102689931303,0.113142811471812,0.332908483096598,0.0633772118226586
"1pm",0.38067297797468,0.173226439591944,0.405518938722025,0.107033430079567
"2pm",0.379299558912036,0.223538098641442,0.303067432538268,0.0323496978706751
"3pm",0.391674367803227,0.199310075336801,0.32985519196658,0.054269049642477
"4pm",0.294783698226026,0.200369285108152,0.319774079499517,0.0371796810613559
"5pm",0.347239275881173,0.0889414257947892,0.40228736371998,0.071849488633424
"6pm",0.324552433678024,0.0974617445705003,0.378985392324216,0.0872498166492797
"7pm",0.364182952377727,0.0834360342623807,0.375751022609868,0.0926691374194072
"8pm",0.335711975277012,0.0807851435683734,0.386756143426464,0.104235140896611
"9pm",0.32390280557925,0.0702519412597368,0.359937858555211,0.0889270030944644
"10pm",0.356546688874072,0.0690800046627214,0.370112170931699,0.0927162580939122
"11pm",0.339147438519045,0.0829824370526055,0.401616655559034,0.0866471797318672
"12pm",0.338497303698243,0.0921762203790142,0.400181838247603,0.100998588415972
"1am",0.344524445521919,0.112705414141137,0.401185336208287,0.102973645284506
"2am",0.35702967168062,0.113440359574339,0.404633902640882,0.101470718647074
"3am",0.360232827079374,0.113675068959051,0.402245990334867,0.101705569778005
