"hour","mode1","mode2","mode3"
"4am",0.569704731501301,0.537849568311499,0.361137027477822
"5am",0.579227671384726,0.548211639209289,0.370488691086217
"6am",0.617819633770746,0.528830995466202,0.325623400767678
"7am",0.549930747157016,0.484069970049107,0.283439553422745
"8am",0.549957145470064,0.480200826240041,0.190515878772864
"9am",0.53566152006823,0.455212611755233,0.153526626691666
"10am",0.560831555716578,0.43612204265869,0.146527531655135
"11am",0.560286704328255,0.45489865489771,0.180101790804672
"12am",0.619695470024373,0.522609761566437,0.242908786858474
"1pm",0.645005883603154,0.537955386296759,0.288181975186827
"2pm",0.624992190925237,0.498111100176621,0.221943516795989
"3pm",0.610164134122659,0.506291426385168,0.259195277520982
"4pm",0.589277390112725,0.51894547377666,0.291950359507418
"5pm",0.627322186832729,0.553658140682939,0.336301479872756
"6pm",0.591752688342828,0.52967090158403,0.32985886723847
"7pm",0.584483078629245,0.552791535595694,0.357769369701442
"8pm",0.571453769459399,0.549312417288941,0.348383013526046
"9pm",0.582000985308129,0.536313310651587,0.335239704915671
"10pm",0.583117186413265,0.548688760823406,0.353555251380674
"11pm",0.581636150172207,0.550334336058335,0.364384793560702
"12pm",0.581668421676106,0.549407781037513,0.364172818068292
"1am",0.576933104794551,0.543426669668661,0.357797535487521
"2am",0.576940813347276,0.542197721692774,0.357332627361436
"3am",0.574917600867836,0.542783774543611,0.357999792290033
