"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19";"5749.19"
"4am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"5am";"  0.000";"  0.000";"  0.000";"0";"  0.000";"806.274";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"643.647";"  0.000";"0";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"0";"  0.000";"0";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"866.389";"  0.000";"  0.000";"  0.000";"0";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1356.196";"   0.000";"   0.000";"   0.000";"0";"   0.000";" 861.683";"   0.000";" 801.244";"   0.000";"   0.000";" 854.967";" 734.754";"0";"   0.000";"   0.000";"   0.000";"   0.000";" 643.286";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"1167.101";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"7am";"1004.324";" 938.828";"1185.846";"   0.000";" 568.799";"3295.814";" 759.279";"   0.000";"   0.000";"   0.000";"   0.000";"1356.053";" 818.399";"1305.440";" 860.855";"   0.000";"1800.521";"1504.337";"   0.000";" 517.355";"   0.000";" 793.514";"   0.000";"1031.442";" 489.913";"   0.000";"   0.000";"   0.000";"   0.000";" 737.833";"   0.000";"   0.000";"   0.000";" 702.760";"   0.000";"   0.000";"   0.000";" 566.480";"1966.669";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1216.335";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"8am";"3020.300";"2092.441";"1314.626";"   0.000";" 932.464";"3997.805";"1170.236";"   0.000";" 666.358";"   0.000";" 836.035";"1827.220";"1394.365";"1387.381";"1431.903";"   0.000";"2993.543";"1957.211";"   0.000";" 855.312";"   0.000";"1275.424";" 754.661";"1240.841";" 901.717";"   0.000";"   0.000";"   0.000";"   0.000";" 857.843";"   0.000";"   0.000";"   0.000";"1304.846";"   0.000";"   0.000";"   0.000";" 662.884";"2597.222";"   0.000";" 769.858";"   0.000";"   0.000";"   0.000";"   0.000";"1499.482";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"9am";"3989.860";"3087.079";"1441.600";" 701.572";"1352.144";"3891.966";"2062.841";"   0.000";" 865.710";"   0.000";"1005.910";"2123.793";"1553.126";"1537.563";"2181.819";" 861.738";"3890.667";"2057.842";"   0.000";" 717.202";"   0.000";"1732.146";" 745.232";"1306.712";" 766.618";"   0.000";"   0.000";"   0.000";"   0.000";" 872.777";"   0.000";" 606.260";" 614.372";"1826.214";"   0.000";"   0.000";"   0.000";" 748.076";"2825.806";"   0.000";" 694.784";"   0.000";"   0.000";"   0.000";"   0.000";"1556.663";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"10am";"4651.124";"2555.187";"1476.087";" 701.572";"1414.849";"3850.868";"1818.416";"   0.000";" 939.916";"   0.000";" 900.941";"2106.171";"1573.619";"1534.427";"2129.562";"   0.000";"3499.022";"2118.275";"   0.000";" 814.401";" 569.250";"1662.355";" 729.526";"1341.447";" 780.763";"   0.000";"   0.000";"   0.000";"   0.000";" 817.510";"   0.000";" 495.541";" 472.597";"1585.883";"   0.000";"   0.000";"   0.000";" 874.673";"3087.648";"   0.000";" 932.879";"   0.000";"   0.000";"   0.000";"   0.000";"1823.963";"   0.000";" 733.803";"   0.000";"   0.000";"0";"   0.000"
"11am";"3867.137";"2259.949";"1592.649";" 944.987";"1033.886";"3515.300";"1424.441";"   0.000";" 761.371";"   0.000";" 860.151";"1829.895";"1227.934";"1578.074";"1810.369";"   0.000";"3135.650";"1838.889";"   0.000";" 641.230";"   0.000";"1452.125";" 648.044";"1201.017";" 525.941";"   0.000";"   0.000";"   0.000";"   0.000";" 733.961";"   0.000";" 490.800";"   0.000";"1564.380";"   0.000";"   0.000";"   0.000";" 696.271";"2435.701";"   0.000";" 821.021";"   0.000";"   0.000";"   0.000";"   0.000";"1608.110";"   0.000";" 611.093";"   0.000";"   0.000";"0";"0"
