"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055"
"max";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142"
"4am";"35.45114";"23.17035";"24.66265";"25.89299";"27.87002";"24.72594";"33.06943";"30.38486";"22.90750";"28.49530";"28.10686";"34.00090";"25.79250";"46.20802";"22.04471";"31.68120";"29.95512";"20.31839";"25.55634"
"5am";"34.35910";"23.27397";"24.37843";"26.98062";"28.14771";"25.42842";"33.06943";"30.39470";"23.14135";"28.03032";"28.61868";"32.99816";"25.07658";"47.35286";"21.90435";"30.03532";"31.59236";"19.57695";"26.53256"
"6am";"37.00241";"21.75105";"24.94701";"27.41773";"26.86717";"20.35508";"32.37153";"30.02565";"23.84359";"27.98872";"28.61868";"33.24629";"22.38581";"51.21929";"22.64887";"30.43944";"32.54997";"19.20602";"27.32792"
"7am";"31.47219";"25.10656";"23.52839";"27.62231";"26.04685";"23.51039";"31.30069";"32.95561";"21.46280";"34.58323";"29.40377";"33.33381";"23.25132";"49.08635";"24.12660";"30.44433";"23.17968";"18.63995";"22.94477"
"8am";"27.48564";"29.68902";"22.53099";"27.01273";"24.46533";"28.08393";"30.54126";"25.43364";"20.67256";"40.42588";"32.47130";"27.01946";"18.87793";"53.34252";"19.82697";"24.88276";"14.90894";"18.89310";"23.77505"
"9am";"29.98576";"27.92641";"20.81127";"26.17007";"28.24678";"29.67326";"34.40830";"25.40923";"22.12152";"39.46785";"30.55182";"29.11120";"18.11432";"53.98664";"18.14615";"29.49961";"10.75773";"18.13723";"22.17283"
"10am";"30.940291";"27.236750";"19.194551";"27.812793";"25.914646";"30.591251";"36.829991";"23.127403";"19.934715";"38.865654";"25.354248";"29.778499";"18.744421";"53.365241";"21.651065";"30.639658";" 9.795749";"17.098225";"21.228256"
"11am";"31.22175";"31.14396";"21.29103";"25.62564";"25.81964";"32.36567";"32.45372";"27.80128";"21.63179";"33.15623";"26.39207";"26.46725";"19.77762";"54.47725";"17.61586";"31.69558";"11.07304";"17.22954";"21.82441"
"12am";"33.81168";"30.01105";"24.49565";"26.92261";"24.60746";"30.66686";"31.12970";"23.72674";"20.46405";"30.36138";"25.72045";"31.50014";"23.13371";"54.29985";"16.23532";"34.08191";"22.79188";"14.08790";"25.36714"
"1pm";"27.38334";"27.24704";"26.10438";"26.67603";"29.40203";"33.55719";"30.47499";"22.74021";"20.86446";"38.66877";"26.34594";"33.12793";"18.50151";"53.91948";"16.33542";"26.05450";"16.30827";"15.69762";"25.00389"
"2pm";"28.14899";"23.85392";"22.87549";"28.52961";"27.95367";"33.41843";"36.42712";"24.00923";"18.80783";"39.44126";"26.59512";"30.52109";"22.72315";"57.12756";"16.69550";"20.98075";"15.84886";"16.30044";"22.93599"
"3pm";"28.95101";"29.11881";"24.64283";"22.22346";"29.21556";"35.37420";"36.39136";"20.26871";"20.62933";"40.13330";"27.45494";"35.42520";"24.37298";"46.59973";"17.65333";"21.25135";"15.06867";"17.05919";"24.46454"
"4pm";"31.86670";"28.79670";"23.49691";"33.04255";"24.71637";"30.14955";"36.20758";"24.06349";"17.01362";"34.25509";"24.12218";"34.15278";"26.27158";"48.84779";"20.07580";"24.24265";"16.28545";"13.42594";"21.20584"
"5pm";"34.30032";"27.34064";"26.72655";"30.16212";"26.10603";"30.31759";"36.79800";"26.90027";"21.57227";"32.74712";"22.09294";"34.27149";"25.85545";"48.23908";"24.30665";"27.77701";"18.53253";"13.39944";"25.49343"
"6pm";"40.09947";"32.16061";"23.91828";"28.16893";"23.39160";"28.00272";"38.14646";"26.10439";"23.63970";"26.34454";"23.22540";"37.40682";"23.26078";"48.13321";"21.55736";"28.56010";"27.76511";"15.81734";"27.26237"
"7pm";"36.82888";"32.30122";"25.73567";"28.84271";"25.23821";"25.85352";"31.71184";"27.92323";"28.16602";"28.87464";"25.73392";"35.36172";"24.52002";"47.64157";"20.67396";"28.50161";"30.90346";"18.57972";"28.15722"
"8pm";"36.22056";"29.28861";"25.31573";"24.56716";"25.94012";"31.23420";"33.32800";"26.44110";"20.17225";"25.17856";"28.37118";"35.29764";"26.31953";"46.59390";"23.14698";"30.77294";"29.93626";"20.10345";"26.09534"
"9pm";"37.51939";"26.89098";"26.15991";"24.08998";"25.22215";"26.63569";"32.83742";"26.44274";"20.74658";"24.87664";"28.66500";"37.02822";"27.99410";"44.11217";"23.46768";"30.64324";"29.80372";"20.03655";"32.80789"
"10pm";"36.88341";"26.16786";"24.94268";"25.29361";"25.48907";"28.90720";"33.02182";"25.92827";"22.98300";"25.41859";"28.92487";"34.85647";"27.82003";"45.87264";"23.92143";"31.81353";"30.35256";"19.82227";"24.92660"
"11pm";"32.37284";"26.29288";"24.27704";"25.39765";"25.61672";"27.65415";"33.07915";"28.90232";"23.08609";"26.19938";"28.59969";"35.24169";"27.47813";"45.25237";"22.48549";"31.42663";"30.56858";"19.83373";"25.30275"
"12pm";"33.15630";"26.29288";"24.40243";"25.29740";"26.02936";"27.86989";"31.44294";"28.90232";"23.08609";"27.24337";"28.59969";"35.24169";"26.73669";"45.25237";"22.48549";"31.42663";"30.38170";"19.67090";"25.20411"
"1am";"31.61492";"26.29288";"24.40243";"25.29740";"26.02936";"27.04079";"32.41826";"28.90232";"22.63687";"27.24337";"28.29889";"35.09838";"26.73669";"45.48737";"22.45201";"31.83663";"30.01342";"20.20248";"25.67148"
"2am";"31.61492";"26.29288";"24.10213";"25.29740";"26.02936";"26.33648";"33.67275";"28.90232";"22.84783";"27.59235";"28.13687";"35.09838";"26.73669";"45.79365";"22.19179";"31.83663";"30.01342";"20.20248";"26.02593"
