"variable","code_sec","ressect","poidsp"
"h7","9113","9114",2514.64877632752
"h7","9113","9505",304.067840924523
"h8","7501","7502",452.072432958488
"h8","7501","7509",463.915881465086
"h8","7501","7511",370.918942482448
"h8","7501","7701",520.575047006143
"h8","7501","7702",454.734607904391
"h8","7501","7704",211.234849133032
"h8","7501","7708",568.771834325007
"h8","7501","7713",124.757777528759
"h8","7501","7714",139.349550481244
"h8","7501","7808",243.829619470583
"h8","7501","9203",200.33633180677
"h8","7501","9205",390.293969845354
"h8","7501","9310",102.119738879652
"h8","7501","9409",642.170321498778
"h8","7501","9410",300.813027438044
"h8","7501","9414",69.8332152626572
"h8","7501","9501",183.941648910392
"h8","7501","9509",304.21905012161
"h8","7502","7501",532.686333400337
"h8","7502","7503",266.870388862152
"h8","7502","7514",570.412832627277
"h8","7502","7703",431.449674653569
"h8","7502","7812",503.931962293898
"h8","7502","7813",103.004872254222
"h8","7502","9109",184.274493274583
"h8","7502","9203",587.277527165392
"h8","7502","9205",617.183661473683
"h8","7502","9206",708.331414107851
"h8","7502","9209",526.818287773836
"h8","7502","9210",460.690447762331
"h8","7502","9305",452.924190648564
"h8","7502","9306",542.892221328501
"h8","7502","9404",443.531435712928
"h8","7502","9407",638.621996927387
"h8","7502","9414",112.364833830068
"h8","7502","9504",151.568065789128
"h8","7502","9509",369.424617706598
"h8","7502","9511",1150.16546852775
"h8","7503","7502",669.549137751555
"h8","7503","7504",483.409530312655
"h8","7503","7505",456.188451411628
"h8","7503","7512",348.005957127175
"h8","7503","7706",155.545192864488
"h8","7503","7709",190.01571314303
"h8","7503","7712",276.683863871785
"h8","7503","7714",340.807526125698
"h8","7503","7801",311.892812051708
"h8","7503","7811",199.192841011424
"h8","7503","9112",136.35607828768
"h8","7503","9113",301.860430001112
"h8","7503","9201",336.910290492393
"h8","7503","9202",263.924092163501
"h8","7503","9203",491.355134715112
"h8","7503","9206",271.071431270177
"h8","7503","9308",385.815203026312
"h8","7503","9310",666.472273157011
"h8","7503","9413",106.203188796791
"h8","7504","7503",266.870388862152
"h8","7504","7505",626.347078482554
"h8","7504","7509",2636.09050844703
"h8","7504","7512",607.627557809954
"h8","7504","7703",175.508561095591
"h8","7504","7704",183.019348203842
"h8","7504","9113",391.360027424007
"h8","7504","9203",650.852256237647
"h8","7504","9303",463.993329737461
"h8","7504","9512",261.658348932431
"h8","7506","7501",385.163447630053
"h8","7506","7507",518.295481023766
"h8","7506","7509",615.564393496093
"h8","7506","7512",775.190105163717
"h8","7506","7514",573.201853284276
"h8","7506","7702",866.521905910482
"h8","7506","9106",312.02781561963
"h8","7506","9107",279.404223648461
"h8","7506","9204",258.141057344691
"h8","7506","9209",407.543234670919
"h8","7506","9304",291.906355774067
"h8","7506","9307",141.899608075142
"h8","7506","9402",645.930023370111
"h8","7506","9403",427.622092454749
"h8","7506","9407",518.311499682528
"h8","7506","9414",91.9618579914232
"h8","7506","9504",158.443833671155
"h8","7507","7502",451.584664762063
"h8","7507","7514",453.281469900667
"h8","7507","7705",205.733095519832
"h8","7507","7706",195.652137212954
"h8","7507","7713",57.7188141593395
"h8","7507","7814",64.8666871846901
"h8","7507","7816",186.241448107871
"h8","7507","9108",374.02927172437
"h8","7507","9109",404.460993947983
"h8","7507","9112",144.43829065062
"h8","7507","9113",321.528812923328
"h8","7507","9114",398.118778010118
"h8","7507","9202",963.615672711876
"h8","7507","9205",459.248572186138
"h8","7507","9402",208.1930741959
"h8","7507","9404",275.348295003895
"h8","7507","9405",315.243941445898
"h8","7507","9407",638.788459740647
"h8","7507","9409",1399.23360618997
"h8","7507","9411",618.230657989476
"h8","7507","9502",109.647209333194
"h8","7509","7506",190.284297932219
"h8","7509","7508",375.41708312588
"h8","7509","7510",1245.33967846163
"h8","7509","9102",119.857787723728
"h8","7509","9112",268.274519856149
"h8","7509","9207",243.954679666405
"h8","7509","9208",357.963957709302
"h8","7509","9209",329.262887952682
"h8","7509","9210",1235.31972059094
"h8","7509","9212",185.983513155092
"h8","7509","9307",246.034971434262
"h8","7509","9405",133.180325506827
"h8","7509","9409",390.886813235291
"h8","7509","9503",186.626584244511
"h8","7509","9511",402.858267085054
"h8","7510","7504",311.972441749936
"h8","7510","7512",466.941293045125
"h8","7510","7715",106.626468447368
"h8","7510","9102",210.557392434884
"h8","7510","9108",218.335347306516
"h8","7510","9112",122.46787007618
"h8","7510","9203",437.928517335815
"h8","7510","9208",242.892668749608
"h8","7510","9501",413.88044258542
"h8","7510","9502",109.647209333194
"h8","7510","9503",186.360389299971
"h8","7702","7512",395.533850086629
"h8","7702","7701",418.265949498913
"h8","7702","7703",351.437444193312
"h8","7702","7706",191.725224115691
"h8","7702","7708",360.319763961341
"h8","7702","7710",365.158716083097
"h8","7702","7711",348.063142767715
"h8","7702","7716",133.802176033591
"h8","7702","9202",244.521755777385
"h8","7702","9302",134.463403707121
"h8","7702","9410",344.811669914363
"h8","7702","9411",301.016296812103
"h8","7702","9412",145.178274054146
"h8","7702","9413",106.203188796791
"h8","7812","7502",727.205014274976
"h8","7812","7802",557.915993844295
"h8","7812","7803",1377.14309478599
"h8","7812","7804",490.229530514268
"h8","7812","7806",240.75318294539
"h8","7812","7807",317.856827664224
"h8","7812","7809",278.403478650105
"h8","7812","7810",175.660464964329
"h8","7812","7811",669.991256771949
"h8","7812","7813",339.055287293159
"h8","7812","7814",136.64916313347
"h8","7812","7815",136.99344342986
"h8","7812","7816",600.025297900234
"h8","7812","9102",951.281362718907
"h8","7812","9105",561.487832134356
"h8","7812","9202",243.289773283312
"h8","7812","9211",303.865703728928
"h8","7812","9212",879.876994292414
"h8","7812","9405",293.460480973383
"h8","7812","9510",163.263093106864
"h8","7816","7504",311.972441749936
"h8","7816","7805",304.622542105218
"h8","7816","7806",259.831246404646
"h8","7816","7808",277.437247918338
"h8","7816","7809",391.595860280741
"h8","7816","7810",82.7234502877538
"h8","7816","7811",220.844638308317
