"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525";"1.68750773112525"
"max";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778";"60.1912603945778"
"4am";"17.015371";"19.072105";"20.046488";"16.747524";"10.600445";" 9.805544";"16.145048";"13.223149";"20.376468";"11.348970";"23.597828";"21.022299";"17.139981";"12.391075";"15.997296";" 8.345875";"12.495292";"17.278377";"21.045027";"19.098851";"15.336543";"12.845967";"11.456958";" 9.065448";"10.542222";"10.436451";"14.346271";" 8.766874";" 8.608675";"11.617893";"17.345970"
"5am";"17.075150";"18.809479";"19.393887";"16.027033";"10.811062";" 9.805544";"16.813170";"13.446477";"19.985870";"11.681164";"20.539578";"18.647500";"17.528050";"13.418431";"15.836514";" 8.455538";"11.611610";"17.775853";"22.599321";"20.717684";"14.960447";"13.476629";"10.285406";" 9.859718";" 9.848326";" 7.982026";"14.462233";" 8.116254";" 8.721125";"11.357526";"17.345970"
"6am";"17.932202";"19.613030";"18.678450";"15.116364";" 8.911567";" 9.909265";"16.463551";"13.526448";"19.933491";"11.362834";"18.999831";"18.748929";"18.076135";"15.290545";"14.631554";" 8.884822";"12.325295";"18.694225";"21.745805";"20.134788";"12.349275";"13.714230";"10.608159";"11.284545";"10.346002";" 8.372432";"14.908886";" 7.976544";" 9.186447";"10.754433";"17.713806"
"7am";"18.317597";"16.844067";"12.244415";"11.394620";" 8.336544";"11.147168";"13.932811";"15.026982";"16.959494";"15.846493";"19.302045";"20.438759";"20.891922";"16.096939";"14.344477";"10.704159";"10.139463";"18.324849";"17.393983";"16.903125";" 9.773048";"15.940029";"11.106527";"11.603243";" 9.262758";"10.528880";"14.118266";"10.925262";" 8.444153";"12.587717";"19.208565"
"8am";"20.697471";"16.725341";"10.427540";"10.703589";" 6.188731";" 9.547379";"15.811638";"15.209030";"11.052525";"15.265010";"18.853778";"19.401726";"18.112290";"13.819395";"14.133288";" 6.590835";"11.052981";"20.037079";"15.276150";"14.951011";" 7.837170";"14.117169";" 9.573189";" 9.376002";" 9.794823";"12.038009";"16.271608";"14.435199";" 9.076276";"14.561965";"20.581317"
"9am";"18.452049";"16.900853";"10.211016";"10.581347";" 7.889016";" 7.722508";"13.773132";"12.174346";"13.144366";"14.517208";"17.945925";"20.894584";"19.630497";"13.578854";" 9.682809";"10.069522";"10.079685";"21.635690";"15.410416";"17.306929";"11.069171";"14.576823";"10.748522";" 8.183489";" 9.282779";" 8.740571";"14.791317";"14.872395";"10.333125";"15.786405";"20.094835"
"10am";"19.327005";"15.713754";"10.104468";" 8.174885";" 7.713192";" 8.186612";"18.809234";"12.145003";"11.088188";"14.079094";"20.284238";"21.901230";"18.035089";"14.863592";" 9.797621";" 9.385079";"12.194692";"19.497322";"15.198418";"16.326335";"11.634896";"14.059254";" 9.878145";" 7.474450";"11.551608";" 8.188181";"16.969504";"13.896217";" 8.700291";"16.794607";"20.802234"
"11am";"13.909658";"14.314661";"10.351687";"11.872544";" 7.476037";"10.022849";"16.352380";"12.040225";"10.685298";"16.254563";"20.199043";"20.482527";"19.764603";"13.735363";" 9.564459";" 9.987835";"14.576228";"21.373599";"15.421208";"16.682871";"13.516634";"13.679850";" 8.486191";" 8.234392";" 9.629059";" 8.496434";"16.823297";"15.239274";" 6.093600";"15.963096";"20.650138"
"12am";"12.978107";"17.220139";"11.475195";"10.946826";" 4.453812";"10.335494";"12.162110";"10.950361";"13.607225";"13.364678";"21.508840";"19.847760";"16.262188";"16.589029";"15.410483";"10.963566";"13.069038";"23.118441";"16.837551";"18.143471";"11.315944";"13.495932";" 7.771926";" 8.625863";" 9.422524";" 9.657652";"18.426997";"12.905705";" 5.734987";"15.434177";"22.308440"
